timestamps,ax_filtered2,ay_filtered2,az_filtered2
1,-0.6288367439842,-0.024185971461319587,49.62974024309847
5472,-3.3427477643224885,0.1170142209973883,255.9669496324547
10539,-7.606360187596943,1.3137225229684555,610.1118957276244
15560,-9.669856971729539,3.5216690721052233,936.3293373165399
20546,-7.176438464121424,4.354663322411064,1100.2300834073635
25565,-2.7533683760998504,2.910789847688483,1113.4922149160566
30556,-0.6011137940741388,1.5622315659979682,1058.2042276156699
35544,-1.5848451751115777,1.6228326643032052,1004.9192266295042
40528,-4.124284351409471,1.876577283853719,982.730270303163
45548,-6.142157447185155,1.6290349349710946,987.3101832732322
50541,-6.274510987895082,1.608515889852449,1001.2895758921417
55526,-5.131946953217871,2.009579689165714,1011.9413625518273
60518,-3.0953727399844624,2.383202644648726,1015.0022622218601
65516,-0.8410387600893947,2.7046798083870485,1011.4994675219297
70511,-0.3523241062092711,3.1878592468093974,1006.2829812425744
75503,-1.0244323511277846,3.7705037276859157,1003.8794122841357
80492,-0.4563197763549844,3.4057443133057337,1004.8875134751054
85518,0.5695531875588993,0.9016062870610719,1007.4724952847763
90513,-0.8789883256240751,-2.447831496670462,1009.8786793176994
95510,-5.229386017029641,-3.0992096852640385,1011.1594599155034
100507,-9.787784799378004,-0.12861983469235957,1011.304978929072
105501,-11.748286856436199,2.516720434016449,1010.9625615180454
110493,-10.12292890734451,1.764456355218748,1010.1803363821539
115484,-5.804948372405468,0.3051264695690983,1008.7074811055768
120472,-1.1490484592976045,2.036997752818702,1007.6868451244276
125464,1.9874740917941571,5.54173076586598,1009.7884435927665
130465,3.276697435803146,6.901572945553885,1015.930286008201
135465,2.5076506324978234,5.966670515028439,1021.8503807515272
140466,-0.15709794370409041,4.852183778912297,1022.228842575695
145467,-2.7581730006854164,4.032423794395202,1017.2420877351582
150468,-3.112771604959026,3.3639653684340596,1010.9600630402172
155470,-1.7430817153784042,3.6814529074856566,1006.6030372127912
160466,-1.254789546697254,5.1282054566934425,1005.5640845651235
165506,-2.777881747987436,7.149195388815074,1007.200936670862
170507,-4.118257540840323,9.767787972910932,1009.2498322386394
175499,-3.2423644392553403,11.458073861213197,1010.2756395680257
180491,-1.2356000991486369,9.943187580646207,1010.5331705639449
185489,0.3744295106493593,6.641831607668688,1010.4007556705313
190487,1.1627099035580366,4.963755453048844,1009.9187575641166
195485,0.8476156680125434,4.5949251071207105,1009.8491365953688
200484,-0.9820392234668669,2.992909801107088,1010.9561406755887
205473,-4.2554123787788525,0.4072439640098252,1011.934206449873
210462,-7.433525375628477,-0.9767066556308592,1011.0813340826409
215455,-9.00346234550815,0.6145011637743072,1009.0542854040879
220451,-9.429550045130195,4.473088879130387,1007.7175447117908
225447,-9.221491075408785,6.739335622591613,1007.8929273482624
230446,-8.367394279369464,6.059866550032503,1008.433335017753
235446,-7.771988075029329,5.409880694015497,1007.9327122090082
240449,-6.944520541490844,5.9718158057647965,1006.3218892653595
245447,-4.223966168228399,6.161161430049792,1005.0182138336911
250444,-0.806985977493504,5.827989939408107,1006.8773833744375
255445,0.6825107901499431,6.160464424109238,1011.8997022568433
260448,-0.9202842711446891,6.732167211311359,1015.8989607100812
265447,-4.7996389736831535,6.441948641112379,1016.8471097519152
270447,-7.5753174022380305,5.559180047721524,1016.2443829749809
275447,-6.676770015683771,3.9676988339828294,1015.1449171383075
280447,-3.316374857604852,0.9273246272172815,1013.7403019483193
285446,-0.05680201607022212,-1.8854170303927873,1013.0080630895593
290450,1.8059272010359615,-1.5880728647981033,1013.0800742603108
295448,1.8261170536390385,1.5537512813230083,1012.2947239426319
300448,-0.1586630188634078,5.3838227911930465,1010.6991284936083
305447,-2.7785310014337297,8.244760445880715,1009.740262052573
310450,-3.9064338634944735,8.997640101357767,1009.3139729534414
315449,-3.0866468596522556,8.191336697247888,1009.0484913009764
320449,-2.0003147561893457,6.7376679880800445,1008.8078572679691
325509,-2.3588756100773196,5.229763173634514,1007.469177705426
330517,-3.418583768551515,5.369922313884389,1004.6660325949018
335520,-3.0655697742712458,7.397745581850275,1002.8637828930063
340522,-1.3384599873531304,8.311892087635668,1005.1240336300027
