Timestamp (uS),Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,Roll3,Pitch3,Yaw3
1,-0.0003795998200636355,0.01274106646032125,-0.002618362206026186,-0.002020286008215535,0.0016249021600853698,-0.003854988646093001,0.0022372476648647383,0.008834171122597389,0.0017177324753043404
5474,0.0022158524586236615,0.010122513745996356,0.0025116457382476044,0.00015868020105054044,0.0042994945217806595,-0.0030915940455421213,0.00289933419022277,0.008075863332087348,0.0019467643309774468
10540,0.0017516686860067888,0.011703240455072818,2.307889799281042e-05,-0.0024608807805485177,0.003691094061647754,-0.004633669264590955,0.0004979584716645124,0.010837493358858637,0.0019542470942186573
15576,0.001424582538910862,0.009955223584846289,0.0026413437611587627,-0.0011062106979920592,0.003596080015591453,-0.003290114713888377,0.001220291698429934,0.011859691269680138,0.0005726462944882822
20572,-0.00010177326176313907,0.013184150947907364,-0.0024885617089708285,-0.0026111162753548085,0.0052537893072422785,-0.0031069897135954866,0.0023407313057660375,0.008941715118675104,-0.0013967673498933191
25597,-0.000762604846596578,0.014023310914840674,0.0010533466750778674,-0.001533991803734026,0.005734282416097154,-0.001351226762504446,0.0029951980188932074,0.009997707448347633,0.0026872813199213482
30593,-0.0014736443297681315,0.013544449692294612,-0.0023436841809284506,-0.0005917485926566805,0.00889435664157126,0.0004350640697122876,0.003149686960568197,0.008626641031114603,-0.002671522885900707
35594,0.000770845948513145,0.009944179795347553,0.004626016890989468,0.0011975176063249659,0.008499209717012145,0.0008168788193842233,-5.006342535425003e-05,0.010264945041461892,0.002335875515067686
40582,0.000686202772764837,0.01474035264095968,6.115826890038815e-05,0.0017117395741991072,0.010765045950853373,0.0017482508053843187,-0.0009412852097122468,0.012244006854975396,0.0019388294243214256
45614,-0.0010457909195808548,0.0140020893028192,-0.0019848577863335105,0.001314595438192229,0.006986770563120799,0.0017863401521527485,-1.3735438697072126e-05,0.009913841279178763,-0.0009084011882967657
50609,-0.0009473368935621033,0.011872657949605243,-0.0025955181516979053,0.003641840724797082,0.009315169028233993,0.0011071660458724462,0.0019564096679058223,0.010149701418854839,-0.0009311267151912895
