,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
50541,107,101,75,-13.18359,0.97656,1024.41406,-2.12977,-1.25954,-0.83206,27.90000,-37.65000,63.15000,-10.74219,1.46484,1018.55469,1.01527,2.13740,-1.09924,43.80000,-63.90000,92.70000,-1.95312,4.39453,1018.55469,-2.51908,0.78626,2.77863,52.95000,-21.00000,59.40000,
55526,107,101,75,-11.71875,-0.97656,1024.41406,2.14504,-0.48092,3.70229,27.90000,-37.65000,63.15000,6.83594,1.95312,1005.37109,-0.51145,-0.80153,-0.51908,43.80000,-63.90000,92.70000,2.44141,1.95312,1025.39063,-0.49618,-0.25954,0.23664,52.95000,-21.00000,59.40000,
60518,109,99,76,-10.25391,1.95312,1011.71875,4.28244,-0.29008,2.06107,29.55000,-37.95000,63.30000,-0.48828,4.39453,1001.46484,0.96183,-1.90840,-0.61832,43.80000,-63.90000,92.70000,-0.97656,-2.44141,1014.16016,1.21374,-0.22137,-2.68702,52.95000,-21.00000,59.40000,
65516,108,99,78,-6.34766,10.74219,1009.27734,-3.94656,2.28244,-1.78626,29.55000,-37.95000,63.30000,-7.32422,1.95312,1005.37109,1.10687,-1.86260,-0.61832,43.80000,-63.15000,94.50000,-6.83594,6.34766,1012.20703,-0.22137,-1.67939,-1.66412,52.95000,-21.00000,59.40000,
70511,103,101,73,6.83594,2.92969,1012.69531,-2.64122,1.10687,-2.11450,28.35000,-37.95000,63.00000,0.00000,7.81250,1008.78906,1.96947,-0.38168,0.35115,43.80000,-63.15000,94.50000,-2.44141,6.83594,1014.64844,-1.93893,1.29771,-1.16031,53.55000,-21.15000,60.15000,
75503,106,95,76,-7.32422,9.76562,1019.04297,1.37405,0.24427,-0.61069,28.35000,-37.95000,63.00000,6.83594,-0.97656,1006.83594,0.93893,2.73282,0.70229,43.95000,-63.75000,92.55000,5.37109,-5.37109,1008.78906,-2.37405,1.39695,0.07634,53.55000,-21.15000,60.15000,
80492,108,100,71,-14.16016,1.46484,1012.20703,1.30534,-4.16794,1.70229,28.35000,-37.95000,63.00000,-0.97656,-4.88281,1011.71875,0.66412,-0.93130,0.84733,43.95000,-63.75000,92.55000,-1.46484,-3.90625,1019.04297,1.90840,-1.54962,3.62595,53.55000,-21.90000,60.60000,
85518,107,99,74,-13.67187,8.78906,1014.64844,-1.18321,1.27481,0.73282,28.35000,-37.95000,63.00000,-8.78906,-7.81250,1008.78906,-0.67939,0.12214,0.47328,43.95000,-63.75000,92.55000,1.46484,-12.69531,1008.30078,1.54962,1.37405,1.77099,53.55000,-21.90000,60.60000,
90513,107,97,77,7.32422,8.78906,1023.43750,-1.09160,2.43511,-3.70992,29.25000,-38.40000,61.05000,-12.20703,5.85937,1013.67187,0.60305,-0.79389,-0.60305,43.95000,-63.75000,92.55000,-0.97656,8.30078,1005.37109,0.95420,0.37405,-0.67176,54.60000,-21.90000,59.10000,
95510,116,93,75,-10.74219,12.20703,1011.23047,1.33588,-0.99237,2.67176,29.25000,-38.40000,61.05000,-11.71875,8.78906,1005.85937,0.83969,0.80916,0.51908,44.25000,-61.80000,93.60000,-2.92969,-13.18359,1016.60156,1.47328,-2.06107,-0.62595,54.60000,-21.90000,59.10000,
100507,106,95,77,-7.32422,7.81250,1015.13672,1.19847,-2.11450,0.87786,29.10000,-35.70000,64.35000,-8.30078,-2.92969,1017.08984,0.47328,2.25954,-0.28244,44.25000,-61.80000,93.60000,-8.30078,-15.62500,1020.01953,-0.48855,1.79389,1.28244,54.60000,-21.15000,60.15000,
105501,108,94,77,-2.44141,11.23047,1013.67187,-1.27481,1.22137,-1.77099,29.10000,-35.70000,64.35000,-6.34766,-6.34766,1002.92969,0.34351,-1.11450,0.11450,43.65000,-63.00000,92.25000,-8.30078,-9.27734,1011.23047,-1.98473,0.89313,-3.16031,54.60000,-21.15000,60.15000,
110493,111,91,75,9.27734,-3.90625,1014.64844,0.49618,-1.25954,3.35115,28.65000,-38.85000,62.85000,3.90625,2.44141,1010.25391,0.48092,1.23664,-0.77099,45.00000,-63.30000,92.25000,-4.39453,0.97656,1020.99609,1.83969,1.06870,-0.21374,52.95000,-21.75000,60.75000,
115484,107,100,74,-8.30078,4.88281,1011.23047,-0.38168,-1.49618,1.28244,28.65000,-38.85000,62.85000,-1.95312,15.13672,1002.92969,1.23664,0.52672,-1.64122,45.00000,-63.30000,93.60000,0.00000,-6.34766,1018.06641,1.79389,2.32061,1.82443,52.95000,-21.75000,60.75000,
120472,106,92,75,-12.69531,1.46484,1012.69531,0.05344,0.83206,-5.12977,28.65000,-38.85000,62.85000,3.90625,5.37109,1020.99609,0.25191,0.76336,0.67939,45.00000,-63.30000,93.60000,-9.27734,5.37109,1016.11328,-0.38168,1.37405,0.00000,53.55000,-22.65000,58.80000,
125464,105,89,77,-5.37109,-2.92969,1016.11328,-2.88550,-1.18321,-3.26718,28.65000,-38.85000,62.85000,3.90625,-0.48828,1029.29688,0.48855,-1.16031,0.89313,45.00000,-63.30000,93.60000,19.53125,-6.83594,1022.46094,-1.51908,-0.44275,1.55725,53.55000,-22.65000,58.80000,
130465,109,93,73,-10.74219,10.25391,1010.74219,0.79389,-0.93130,0.79389,28.95000,-38.40000,60.30000,-1.95312,7.32422,1021.97266,0.65649,2.12214,0.90840,45.00000,-63.30000,93.60000,3.41797,0.97656,1015.13672,0.38168,1.56489,1.32061,53.55000,-22.65000,58.80000,
135465,108,91,77,-10.25391,-0.48828,1015.13672,0.48092,-0.62595,3.00000,28.95000,-38.40000,60.30000,-4.88281,4.88281,1008.78906,1.90840,0.35115,1.22137,43.80000,-63.45000,93.15000,1.95312,-13.67187,1009.76562,-0.34351,2.09160,0.61832,53.55000,-22.65000,58.80000,
140466,107,93,75,-9.76562,-11.23047,1018.06641,-1.23664,1.25191,-0.25191,28.35000,-36.75000,65.10000,-4.88281,3.41797,1011.23047,-0.95420,-0.03053,1.51145,44.55000,-63.45000,92.40000,-8.78906,-3.41797,1009.27734,-1.51908,0.90076,-1.39695,54.60000,-21.15000,59.55000,
145467,107,91,72,-12.69531,-3.90625,1011.71875,-3.84733,2.56489,-1.69466,28.35000,-36.75000,65.10000,5.37109,0.00000,1007.32422,0.54198,2.16794,-0.28244,44.55000,-63.45000,92.40000,-10.74219,-10.25391,1016.60156,-0.45038,0.09924,0.13740,54.60000,-21.15000,59.55000,
150468,118,90,78,-6.34766,0.00000,1022.46094,0.80153,-1.65649,-0.55725,28.20000,-39.60000,61.35000,-3.90625,9.76562,1003.90625,0.99237,-0.64122,1.35878,44.55000,-63.45000,92.40000,-9.27734,-11.23047,1018.55469,0.42748,1.19847,1.41985,54.45000,-22.20000,61.05000,
155470,107,93,74,-8.30078,7.81250,1020.99609,0.26718,-1.35115,0.74046,28.20000,-39.60000,61.35000,0.00000,5.85937,1011.71875,1.00763,-0.47328,0.11450,44.55000,-63.45000,92.40000,0.48828,-9.76562,1022.46094,-2.30534,0.64885,-1.61832,54.45000,-22.20000,61.05000,
160466,115,93,79,-13.18359,3.41797,1022.46094,-2.77099,1.19084,-1.73282,30.60000,-37.95000,63.00000,-14.16016,6.34766,1009.27734,-0.94656,0.83969,-0.55725,43.65000,-62.55000,92.25000,12.20703,-4.39453,1012.69531,-1.38168,0.53435,1.08397,53.25000,-21.60000,59.85000,
165506,105,91,77,2.92969,7.32422,1021.48437,-0.58779,1.31298,-2.83206,30.60000,-37.95000,63.00000,3.90625,20.01953,1010.25391,0.00000,1.02290,-1.66412,43.65000,-62.55000,92.25000,9.27734,-3.90625,1011.23047,-2.18321,1.25191,-2.30534,53.25000,-21.60000,59.85000,
170507,105,88,73,-11.23047,15.62500,1008.30078,-2.91603,0.92366,-0.74809,30.60000,-37.95000,63.00000,0.00000,6.34766,1007.32422,0.87786,1.46565,3.25954,44.55000,-63.15000,91.65000,-4.39453,-2.44141,1018.06641,-0.42748,1.96183,2.32824,53.25000,-21.60000,60.60000,
175499,106,95,76,-7.32422,9.27734,1013.18359,-0.57252,-2.67176,-0.47328,30.60000,-37.95000,63.00000,-1.95312,2.92969,1014.16016,0.17557,-0.90076,-0.35878,44.55000,-63.15000,91.65000,-7.32422,-4.39453,1008.30078,0.12214,1.93893,0.03053,53.25000,-21.60000,60.60000,
180491,109,91,83,-6.34766,-5.85937,1021.48437,-2.79389,0.01527,0.52672,28.65000,-37.35000,64.20000,2.92969,1.46484,1006.83594,1.61069,3.50382,1.64122,44.10000,-62.70000,92.40000,-5.85937,-12.20703,1025.39063,-0.49618,-0.27481,1.76336,53.25000,-21.90000,59.55000,
185489,112,90,73,-13.18359,-2.92969,1020.99609,-1.48855,-0.21374,-1.72519,28.65000,-37.35000,64.20000,-0.48828,15.13672,1011.23047,0.19847,-0.39695,-0.54962,44.10000,-62.70000,92.40000,14.64844,-4.39453,1005.37109,1.90076,0.96947,-0.20611,53.25000,-21.90000,59.55000,
190487,111,90,83,-15.13672,-8.30078,1013.18359,-0.60305,-4.61069,2.30534,29.55000,-39.75000,61.20000,0.97656,-0.48828,1007.32422,1.80153,0.48855,-0.38931,44.10000,-62.70000,92.40000,-2.92969,-1.95312,1020.50781,-1.71756,2.83206,0.64122,54.60000,-20.85000,60.60000,
195485,107,89,75,-0.48828,21.97266,1020.50781,1.38168,-3.49618,2.68702,29.55000,-39.75000,61.20000,-5.85937,-3.41797,1020.50781,1.57252,3.44275,-0.29008,44.10000,-62.70000,92.40000,2.44141,-0.48828,1017.08984,-1.92366,-0.31298,-0.45802,54.60000,-20.85000,60.60000,
200484,105,88,75,-11.23047,3.90625,1023.43750,-1.64885,3.49618,-1.80153,27.90000,-36.60000,64.20000,-9.27734,0.48828,1005.85937,1.19084,-0.03053,2.09160,44.25000,-61.80000,92.25000,-8.30078,2.92969,1018.55469,-2.54962,2.79389,-0.65649,54.60000,-20.85000,60.60000,
205473,116,91,76,-5.37109,11.71875,1016.11328,-1.83969,-0.40458,-3.12214,27.90000,-36.60000,64.20000,-9.76562,-1.95312,1008.30078,1.71756,1.22901,-1.58015,44.25000,-61.80000,92.25000,-10.74219,-8.30078,1016.60156,0.25954,1.05344,2.50382,54.60000,-20.85000,60.60000,
210462,108,89,74,-26.85547,7.81250,1028.32031,1.23664,-1.16794,3.48092,30.30000,-37.35000,61.35000,-3.41797,7.81250,1007.32422,0.74046,-0.70229,1.92366,43.35000,-61.65000,90.90000,-1.46484,-3.90625,1025.39063,-0.98473,-0.11450,0.86260,52.35000,-20.25000,59.40000,
215455,107,88,72,-11.71875,4.39453,1011.71875,0.54198,-0.25191,-2.06870,30.30000,-37.35000,61.35000,-15.62500,14.64844,1007.32422,1.91603,-0.12214,-2.38168,43.35000,-61.65000,90.90000,-12.20703,-6.34766,1009.76562,1.50382,-1.08397,-1.29771,52.35000,-20.25000,59.40000,
220451,106,88,83,-6.34766,2.92969,1017.08984,-2.77863,0.35115,-0.75573,30.30000,-37.35000,61.35000,-4.88281,-4.39453,1013.67187,1.34351,1.24427,2.27481,43.35000,-61.65000,90.90000,2.92969,-10.74219,1019.53125,0.06870,0.63359,-0.51145,52.35000,-20.25000,59.40000,
225447,106,93,75,-5.85937,6.34766,1017.08984,-2.01527,-1.31298,0.07634,30.30000,-37.35000,61.35000,-5.85937,3.90625,1004.39453,0.73282,0.57252,-0.14504,43.35000,-61.65000,90.90000,-3.41797,-3.90625,1014.16016,-0.57252,1.86260,-1.06870,52.35000,-20.25000,59.40000,
230446,107,90,77,-9.27734,-0.97656,1011.71875,3.29771,-1.50382,0.41221,27.90000,-39.60000,62.10000,-12.20703,12.20703,1006.83594,-0.31298,0.26718,-0.49618,43.65000,-62.55000,90.75000,15.13672,-9.76562,1006.83594,-0.53435,3.51145,-2.35115,53.85000,-22.65000,60.60000,
235446,107,93,75,2.44141,11.23047,1020.99609,-2.19084,1.51145,-2.20611,27.90000,-39.60000,62.10000,-4.88281,5.37109,1004.39453,0.66412,-0.25191,1.90076,43.65000,-62.55000,90.75000,5.37109,8.78906,1014.16016,-0.76336,-1.03053,-1.60305,53.85000,-22.65000,60.60000,
240449,105,90,78,-6.34766,1.46484,1015.13672,-1.73282,-0.30534,0.95420,29.10000,-36.45000,63.30000,7.32422,3.41797,1000.00000,0.03053,0.64885,-2.76336,43.65000,-62.25000,92.55000,10.25391,-2.92969,1018.55469,1.74046,0.12977,-1.22137,52.80000,-23.85000,57.75000,
245447,107,89,77,-11.71875,-0.97656,1028.80859,0.51145,-4.18321,-3.11450,29.10000,-36.45000,63.30000,-3.41797,4.88281,1020.99609,0.77099,1.39695,-1.22901,43.65000,-62.25000,92.55000,-6.34766,0.00000,1001.95312,0.87023,2.27481,-1.18321,52.80000,-23.85000,57.75000,
250444,107,93,73,-3.41797,4.39453,1011.23047,2.00763,0.86260,-0.10687,29.25000,-38.10000,61.35000,0.00000,11.71875,1020.50781,1.98473,2.41985,1.36641,43.65000,-64.05000,91.80000,-2.44141,-6.83594,1021.97266,-1.10687,0.73282,-1.19084,53.25000,-20.55000,59.85000,
255445,105,93,76,-3.90625,11.23047,1020.01953,-1.54198,2.21374,-1.45038,29.25000,-35.85000,63.90000,-4.39453,4.39453,1007.32422,2.44275,0.07634,-0.01527,43.65000,-64.05000,91.80000,7.32422,-6.34766,1006.34766,-0.67939,0.98473,0.45802,53.25000,-20.55000,59.85000,
260448,106,110,75,-17.57813,7.81250,1013.67187,-1.70992,-0.34351,2.93130,29.25000,-35.85000,63.90000,-17.57813,2.92969,1020.01953,1.10687,1.11450,2.15267,43.65000,-64.05000,91.80000,2.44141,-6.83594,1019.53125,-1.52672,0.54198,-1.71756,52.65000,-22.20000,59.70000,
265447,109,88,74,1.95312,14.16016,1014.64844,2.75573,-1.29008,1.81679,29.25000,-35.85000,63.90000,2.44141,8.78906,1012.69531,-0.41221,-0.99237,3.06870,43.65000,-64.05000,91.80000,-16.60156,-2.44141,1015.13672,0.77863,-0.22901,-0.46565,52.65000,-22.20000,59.70000,
270447,106,92,74,-23.92578,10.74219,1012.20703,1.16031,0.89313,0.90076,29.25000,-35.85000,63.90000,-5.37109,-0.97656,1017.57812,2.20611,1.91603,1.25954,44.10000,-63.90000,91.95000,-5.37109,-8.30078,1022.94922,0.75573,1.20611,1.41985,54.00000,-21.75000,60.00000,
275447,107,94,78,-17.57813,-2.44141,1019.04297,-2.54198,1.12214,0.22901,29.25000,-35.85000,63.90000,4.39453,-4.88281,1006.34766,0.53435,0.83206,-0.49618,44.10000,-63.90000,91.95000,-18.55469,7.32422,1027.34375,0.20611,-0.26718,0.56489,54.00000,-21.75000,60.00000,
280447,104,92,82,-11.23047,-2.92969,1019.04297,-0.06870,1.60305,-2.44275,29.10000,-36.45000,63.00000,-2.92969,-5.37109,1019.04297,0.02290,1.46565,0.67939,43.05000,-63.90000,93.45000,-6.83594,8.78906,1014.16016,1.34351,1.59542,-0.38931,55.20000,-22.20000,59.40000,
285446,106,89,82,-9.76562,2.92969,1013.18359,0.23664,-1.99237,0.32824,28.80000,-37.95000,61.95000,4.88281,12.20703,1014.16016,1.23664,0.35878,0.00763,43.05000,-63.90000,93.45000,3.41797,-11.23047,1021.97266,-0.81679,3.48855,-1.20611,55.20000,-22.20000,59.40000,
290450,105,89,78,-19.53125,4.88281,1022.46094,1.58779,0.50382,0.42748,28.80000,-37.95000,61.95000,-0.48828,-1.46484,1003.90625,0.52672,-0.35115,1.96947,43.20000,-63.75000,92.55000,-5.37109,-5.85937,1017.08984,-0.25191,0.91603,-0.05344,55.20000,-22.20000,59.40000,
295448,107,93,77,-143.06641,-32.71484,1071.28906,-1.79389,-1.72519,-25.38931,27.75000,-35.70000,64.65000,-7.32422,12.69531,1012.69531,0.43511,0.37405,-0.50382,43.20000,-63.75000,92.55000,5.85937,10.25391,1016.60156,-0.87786,1.55725,-1.12214,55.20000,-22.20000,59.40000,
300448,107,93,83,-106.44531,12.20703,1006.34766,-1.32061,-2.29771,-19.79389,27.75000,-35.70000,64.65000,-1.95312,9.27734,1011.23047,0.18321,2.74809,2.29771,43.05000,-61.20000,91.65000,-9.76562,-1.46484,1019.53125,1.86260,-1.38931,-2.10687,54.00000,-22.20000,59.40000,
305447,107,91,76,210.44922,-96.19141,1023.43750,2.34351,0.51145,-6.58779,27.75000,-35.70000,64.65000,-3.41797,1.95312,1006.34766,2.57252,2.49618,-0.33588,43.05000,-61.20000,91.65000,2.44141,-3.41797,1015.13672,0.32824,-0.49618,-1.50382,54.00000,-22.20000,59.40000,
310450,113,89,76,127.44141,-70.31250,1011.71875,1.44275,0.48092,-1.60305,27.75000,-35.70000,64.65000,2.44141,13.18359,1010.25391,0.78626,1.30534,1.09924,43.95000,-62.25000,93.60000,0.97656,-14.16016,1022.94922,0.70992,-0.20611,0.67176,53.25000,-22.65000,60.60000,
315449,107,93,77,14.16016,-3.41797,1019.04297,-1.19847,0.51908,-1.64885,28.80000,-37.20000,64.05000,-4.39453,0.48828,1010.25391,0.57252,2.29771,0.24427,43.95000,-62.25000,93.60000,-3.90625,-17.57813,1016.11328,0.56489,1.97710,-1.01527,53.25000,-22.65000,60.60000,
320449,116,89,75,0.00000,16.60156,1005.37109,-1.38168,1.46565,-4.03817,28.80000,-37.20000,64.05000,-5.85937,4.39453,1001.46484,-0.63359,-0.61069,1.99237,43.95000,-63.00000,93.30000,-3.90625,-8.30078,1017.57812,-0.65649,1.90076,-2.48855,52.95000,-22.20000,59.40000,
325509,101,91,77,0.00000,-2.92969,1010.25391,-1.61069,1.86260,-2.17557,28.20000,-37.65000,61.05000,-4.88281,9.76562,1000.00000,1.02290,1.76336,-2.12977,43.95000,-63.00000,93.30000,-5.85937,-3.41797,1021.97266,-1.67176,1.22137,-2.25191,52.95000,-22.20000,59.40000,
330517,107,91,74,-7.32422,0.00000,1020.01953,-0.32824,0.83969,-1.27481,28.20000,-37.65000,61.05000,3.41797,14.64844,1002.92969,0.03817,-1.59542,1.49618,43.95000,-63.00000,93.30000,-9.76562,-7.81250,1011.23047,0.16031,2.86260,0.36641,52.80000,-21.15000,60.60000,
335520,107,87,75,-10.25391,-0.48828,1010.74219,3.27481,-1.82443,2.51145,28.80000,-37.20000,62.55000,0.97656,0.48828,1018.55469,0.52672,0.67939,1.54962,43.95000,-63.00000,93.30000,-11.71875,3.90625,1023.92578,0.38168,0.41985,-0.83206,52.80000,-21.15000,60.60000,
340522,107,92,79,-3.90625,8.78906,1013.18359,1.36641,-2.31298,1.42748,28.80000,-37.20000,62.55000,-4.88281,0.00000,1016.60156,-0.29008,-1.23664,-0.99237,43.05000,-61.65000,91.95000,-13.18359,-14.64844,1014.64844,0.38931,-0.58015,1.00000,52.95000,-22.20000,61.05000,
345520,107,94,73,-12.20703,16.11328,1017.08984,-2.69466,-1.89313,-4.75573,27.90000,-39.60000,60.75000,-2.92969,8.30078,1016.60156,-0.27481,2.03053,-1.64885,43.05000,-61.65000,91.95000,4.88281,3.90625,1021.48437,0.35115,-0.38168,0.14504,52.95000,-22.20000,61.05000,
350522,109,90,77,5.85937,3.41797,1029.29688,-1.16794,0.20611,-0.03817,27.90000,-39.60000,60.75000,-1.46484,0.97656,1004.39453,0.90840,0.99237,1.15267,43.80000,-64.65000,93.15000,-4.39453,0.00000,1011.23047,-0.09160,-0.03817,-2.39695,52.80000,-20.55000,59.85000,
355520,105,93,77,-10.25391,10.74219,1017.08984,1.42748,-2.54962,-1.60305,27.90000,-39.60000,60.75000,-22.46094,5.37109,1008.30078,-0.22137,0.72519,1.67176,43.80000,-64.65000,93.15000,-2.92969,-3.41797,1019.53125,-0.56489,-0.12214,-0.71756,52.80000,-20.55000,59.85000,
360520,104,95,74,-6.34766,0.97656,1003.90625,0.68702,-3.42748,0.05344,27.90000,-39.60000,60.75000,-10.25391,-2.44141,1013.18359,-0.16794,0.28244,-1.06870,44.25000,-63.00000,93.30000,4.88281,-0.48828,1014.16016,-1.69466,1.96183,-0.03053,52.80000,-20.55000,59.85000,
365520,106,89,79,-7.81250,1.95312,1021.48437,-0.88550,0.00763,-3.08397,28.80000,-38.55000,61.20000,-6.83594,3.90625,1016.60156,-0.16031,-0.79389,1.19847,44.25000,-63.00000,93.30000,0.00000,-8.78906,1019.04297,-0.47328,0.66412,-1.70992,52.80000,-20.55000,59.85000,
370520,109,93,82,3.41797,0.97656,1019.04297,-0.37405,1.40458,-1.45802,28.80000,-38.55000,61.20000,-2.44141,2.92969,1006.34766,-0.78626,1.41985,-0.89313,42.90000,-62.55000,92.55000,-4.39453,3.90625,1011.23047,-0.45802,1.45038,0.62595,53.85000,-21.15000,59.10000,
375522,104,93,76,-17.08984,0.00000,1010.74219,0.29771,-2.35878,-0.25954,28.80000,-36.45000,63.30000,-3.41797,-11.71875,1005.85937,2.59542,1.60305,2.69466,42.90000,-62.55000,92.55000,-9.27734,4.39453,1017.08984,-0.34351,-1.89313,0.16031,53.85000,-21.15000,59.10000,
380520,115,90,78,0.48828,8.30078,1013.67187,-0.39695,-1.40458,-0.54962,28.80000,-36.45000,63.30000,-5.37109,-1.95312,1000.00000,-0.16794,-0.67939,-2.26718,43.65000,-62.25000,93.30000,-9.27734,-3.41797,1022.46094,0.50382,-0.37405,1.84733,53.85000,-21.15000,59.10000,
385522,106,92,79,-8.30078,9.27734,1021.97266,-1.26718,0.38168,-0.96183,29.85000,-38.25000,61.20000,1.46484,12.69531,1012.69531,-0.57252,2.04580,-0.25954,43.65000,-62.25000,93.30000,-3.41797,-8.78906,1016.11328,0.85496,0.10687,0.67176,53.85000,-21.15000,59.10000,
390523,103,90,83,-21.48438,-19.04297,1020.50781,-1.10687,0.54962,-0.77863,29.85000,-38.25000,61.20000,-5.85937,-4.39453,1011.71875,-0.25191,0.23664,-0.19084,43.80000,-63.45000,91.65000,-8.30078,12.20703,1002.92969,-3.03817,-1.60305,-0.57252,53.40000,-21.45000,60.45000,
395522,112,87,75,-7.32422,2.92969,1018.06641,-1.12977,-0.92366,-6.45802,27.75000,-38.25000,63.60000,-8.78906,0.48828,997.07031,-0.19847,-0.49618,0.22901,43.80000,-63.45000,91.65000,-11.23047,-4.39453,1005.85937,-1.61832,1.03817,-0.91603,53.40000,-21.45000,60.45000,
400525,105,92,74,9.76562,26.36719,1013.67187,1.22901,-0.55725,-0.99237,27.75000,-38.25000,63.60000,-10.74219,-6.34766,1012.20703,0.28244,1.47328,1.79389,43.80000,-63.45000,91.65000,-6.34766,-6.83594,1022.46094,-0.32824,1.88550,-3.25191,54.60000,-23.40000,59.85000,
405528,104,91,75,0.00000,10.25391,1021.48437,-1.59542,1.48855,-0.74809,27.75000,-38.25000,63.60000,-7.32422,7.32422,1015.13672,-1.11450,1.83206,-0.29771,43.80000,-63.45000,91.65000,1.46484,-13.67187,1017.57812,-0.42748,0.64885,-0.42748,54.60000,-23.40000,59.85000,
410528,105,89,79,1.95312,8.30078,1011.23047,-1.35115,1.26718,-1.80916,27.75000,-38.25000,63.60000,0.97656,3.90625,1016.11328,0.32824,0.92366,0.53435,44.85000,-63.15000,91.35000,-0.48828,-1.46484,1023.43750,-0.44275,-0.28244,-2.52672,52.80000,-22.35000,59.85000,
415530,106,90,72,-4.88281,-6.34766,1016.11328,1.30534,0.91603,-0.25191,30.00000,-36.90000,62.40000,0.00000,7.32422,1015.13672,-1.00000,0.93130,-1.20611,44.85000,-63.15000,91.35000,-8.78906,-3.41797,1022.46094,-0.60305,0.57252,-1.50382,52.80000,-22.35000,59.85000,
420530,111,91,79,-12.69531,4.88281,1008.78906,-0.99237,-0.89313,2.08397,30.00000,-36.90000,62.40000,-4.88281,-0.48828,1004.88281,2.67176,2.17557,4.38168,43.80000,-62.70000,93.15000,14.16016,0.97656,1012.20703,1.08397,0.10687,2.58015,52.65000,-22.50000,58.65000,
