,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
45614,109,99,79,-11.71875,12.69531,1014.16016,0.47328,-2.55725,1.98473,40.65000,-22.20000,170.70000,893.06641,280.27344,-300.78125,-3.47328,4.26718,-1.78626,-27.15000,-19.35000,47.10000,77.14844,-12.69531,1004.39453,0.29008,1.54198,0.90840,-6.90000,-53.85000,109.05000,
50609,109,104,77,-1.46484,13.18359,1022.46094,0.38168,-0.42748,2.59542,41.40000,-21.45000,171.45000,908.20312,295.89844,-303.22266,-5.87786,1.92366,-1.10687,-27.15000,-19.35000,47.10000,71.28906,-14.16016,1020.50781,-1.64885,1.30534,0.93130,-6.90000,-53.85000,109.05000,
55596,105,99,79,-1.46484,7.81250,1020.01953,-1.88550,2.18321,-2.16794,41.40000,-21.45000,171.45000,908.69141,279.29687,-308.10547,-1.71756,0.03053,-3.61069,-26.70000,-19.20000,46.95000,81.54297,-2.44141,1008.78906,-2.35878,3.20611,-3.15267,-7.35000,-54.90000,107.70000,
60585,108,101,81,-2.44141,0.97656,1014.64844,0.22901,0.64122,-0.17557,40.20000,-23.70000,170.70000,900.87891,296.38672,-286.62109,-4.94656,3.29771,-3.76336,-26.70000,-19.20000,46.95000,75.19531,-14.16016,1010.74219,-1.13740,1.19084,-0.64885,-7.35000,-54.90000,107.70000,
65576,109,103,83,-4.88281,-0.97656,1027.83203,-0.16794,-0.87786,2.56489,40.20000,-23.70000,170.70000,891.60156,281.25000,-297.36328,-6.13740,1.41221,-2.05344,-26.85000,-20.55000,46.80000,69.33594,-22.46094,1009.76562,1.60305,-0.37405,2.34351,-6.15000,-54.15000,107.70000,
70574,111,100,78,-1.95312,8.30078,1016.60156,-1.51145,1.83206,-3.28244,40.95000,-21.75000,171.45000,890.13672,281.25000,-295.41016,2.44275,-0.56489,-4.69466,-26.85000,-20.55000,46.80000,65.42969,-20.01953,1006.83594,0.09924,2.49618,0.54962,-6.15000,-54.15000,107.70000,
75572,109,99,76,-2.44141,8.78906,1007.32422,-2.04580,1.04580,-1.47328,40.95000,-21.75000,171.45000,888.67187,291.50391,-303.22266,1.80153,1.32824,-5.31298,-27.90000,-20.85000,47.85000,59.57031,-8.30078,1016.11328,0.16031,-1.96183,-0.50382,-7.95000,-52.65000,108.75000,
80572,111,93,83,-14.16016,-1.95312,1020.01953,2.15267,-1.64885,-0.16794,41.10000,-22.35000,169.80000,905.76172,297.85156,-300.29297,0.54962,3.12214,-3.87786,-27.90000,-20.85000,47.85000,77.63672,-11.71875,1020.01953,-2.10687,1.25191,-0.03053,-7.95000,-52.65000,108.75000,
85602,108,100,79,-1.46484,-7.32422,1015.62500,-0.22137,-3.52672,0.11450,41.10000,-22.35000,169.80000,895.50781,293.45703,-295.41016,1.53435,3.19084,-5.77099,-27.15000,-18.60000,46.80000,68.84766,-15.62500,1013.18359,-2.19084,1.66412,-0.24427,-6.45000,-54.00000,108.90000,
90596,110,93,83,-12.69531,14.16016,1012.69531,1.25954,2.45038,-1.32061,41.10000,-22.35000,169.80000,890.13672,279.29687,-308.10547,-0.23664,2.05344,-6.21374,-27.15000,-18.60000,46.80000,74.70703,-12.69531,1003.90625,-0.37405,0.93130,-1.02290,-6.45000,-54.00000,108.90000,
95585,108,105,77,0.97656,-2.92969,1030.76172,-0.76336,2.13740,-3.29771,41.10000,-22.35000,169.80000,888.67187,290.03906,-281.25000,0.22901,3.08397,-5.75573,-26.85000,-20.55000,46.35000,75.68359,-9.27734,1009.76562,0.71756,3.46565,-3.21374,-6.60000,-53.40000,108.00000,
100577,109,98,82,-10.25391,2.44141,1021.97266,1.37405,-2.54962,1.12214,40.80000,-21.15000,170.55000,882.32422,292.96875,-286.62109,-4.36641,5.22901,-5.91603,-26.85000,-20.55000,46.35000,79.10156,-31.25000,1009.27734,-0.49618,-0.26718,1.74046,-6.60000,-53.40000,108.00000,
105577,109,93,75,-3.41797,14.64844,1021.48437,1.93893,-3.81679,0.41221,40.80000,-21.15000,170.55000,888.18359,300.78125,-294.43359,-1.81679,4.54198,-6.22137,-28.05000,-19.95000,45.15000,67.87109,-15.13672,1015.13672,0.87786,1.36641,-0.09160,-6.00000,-54.00000,109.20000,
110578,109,99,82,-4.88281,-7.81250,1020.01953,-1.45038,0.90076,-0.93130,39.15000,-22.50000,171.75000,895.01953,288.57422,-294.92187,-2.02290,7.80916,-7.68702,-28.05000,-19.95000,45.15000,71.77734,-14.64844,1007.32422,-0.59542,1.36641,-1.06870,-6.00000,-54.00000,109.20000,
115577,107,99,77,2.44141,3.90625,1020.01953,-1.65649,1.41985,-2.27481,39.15000,-22.50000,171.75000,898.43750,298.82812,-288.08594,-0.83206,6.66412,-4.90076,-28.05000,-19.95000,45.15000,64.45313,-10.25391,1004.39453,-2.19847,2.50382,-1.67176,-6.00000,-54.00000,109.20000,
120578,109,98,84,-9.76562,-11.23047,1019.53125,0.67939,-0.71756,-0.28244,40.80000,-23.40000,170.85001,888.18359,292.48047,-286.13281,-3.95420,5.83206,-3.93130,-28.05000,-19.95000,45.15000,70.80078,-20.01953,1014.64844,-1.32061,1.80916,-1.54198,-6.00000,-54.00000,109.20000,
125578,108,95,77,4.88281,21.97266,1027.34375,1.71756,-2.38168,-0.81679,40.80000,-23.40000,170.85001,895.01953,290.52734,-287.10937,-3.12214,8.90076,-4.45038,-27.60000,-18.60000,46.05000,63.47656,-9.76562,1014.16016,0.22137,-0.62595,-0.21374,-7.35000,-54.15000,107.70000,
130578,118,93,75,8.30078,2.92969,1018.55469,-0.30534,1.12214,0.03817,40.65000,-21.75000,170.70000,892.08984,302.73437,-286.13281,-1.96947,7.03053,-5.60305,-27.60000,-18.60000,46.05000,70.31250,-18.55469,1020.99609,-0.68702,0.55725,0.06870,-7.35000,-54.15000,107.70000,
135577,105,99,83,-5.37109,2.44141,1025.87891,-1.03817,1.16031,-2.03817,40.65000,-21.75000,170.70000,896.97266,294.43359,-280.76172,-2.32061,7.38168,-5.39695,-27.75000,-19.95000,47.70000,79.10156,-14.64844,1005.37109,1.71756,0.74046,-1.65649,-6.90000,-54.60000,108.45000,
140578,109,93,76,-1.95312,4.39453,1022.46094,1.87023,-1.32061,1.94656,40.65000,-21.75000,170.70000,901.36719,292.96875,-287.10937,-2.92366,5.50382,-4.43511,-27.15000,-19.05000,47.70000,70.80078,-15.62500,1016.60156,-0.90076,0.84733,-1.43511,-6.90000,-54.60000,108.45000,
145578,114,92,79,6.83594,-3.90625,1014.64844,1.18321,1.16031,0.19084,40.65000,-21.75000,170.70000,907.71484,306.15234,-302.24609,-3.16794,4.81679,-5.32824,-27.15000,-19.05000,47.10000,67.87109,-7.81250,1013.18359,-0.03053,0.18321,-0.60305,-6.00000,-54.30000,107.55000,
150575,110,98,78,-9.27734,3.41797,1010.25391,-1.57252,-0.10687,-0.81679,40.95000,-22.95000,171.75000,904.29687,290.52734,-287.10937,-2.25954,3.41221,-2.06107,-27.15000,-19.05000,47.10000,50.29297,-10.74219,1022.46094,-0.71756,0.85496,0.24427,-6.00000,-54.30000,107.55000,
155577,109,103,77,1.95312,5.85937,1011.23047,-0.53435,1.96947,-0.51145,40.95000,-22.95000,171.75000,901.36719,291.99219,-287.59766,0.32061,4.24427,-5.09160,-27.15000,-19.05000,47.10000,76.17188,-19.04297,1016.60156,-1.14504,1.63359,0.77099,-5.10000,-53.40000,107.70000,
160579,108,97,79,1.46484,13.18359,1008.30078,0.64885,-0.30534,1.48092,41.10000,-21.90000,170.55000,907.71484,311.03516,-304.19922,-1.62595,4.50382,-5.80153,-27.15000,-19.05000,47.10000,68.35938,-3.90625,1017.08984,0.45802,1.52672,1.80153,-5.10000,-53.40000,107.70000,
165619,110,91,79,2.92969,5.37109,1019.53125,1.91603,-1.84733,-0.29771,41.10000,-21.90000,170.55000,903.32031,287.59766,-292.48047,1.55725,1.91603,-6.44275,-26.25000,-19.20000,47.25000,79.10156,-18.55469,1002.44141,-1.63359,-1.93893,-0.19847,-6.75000,-53.25000,107.55000,
170623,109,104,78,-27.34375,3.41797,1007.32422,-1.41221,-2.54962,0.96947,42.15000,-22.65000,170.10001,906.73828,301.75781,-291.01562,-3.32061,2.55725,-6.96947,-25.80000,-19.05000,46.05000,85.44922,-21.48438,1008.78906,-1.45802,-0.45038,0.69466,-6.75000,-53.25000,107.55000,
175623,107,94,77,1.95312,0.48828,1024.90234,-1.25191,0.88550,0.96183,42.15000,-22.65000,170.10001,916.50391,295.89844,-302.24609,-4.01527,2.10687,-9.93893,-25.80000,-19.05000,46.05000,72.26563,-24.41406,1020.01953,-0.38931,-0.04580,0.24427,-7.05000,-54.30000,107.85000,
180624,105,93,79,5.37109,13.67187,1025.87891,-1.49618,-0.64122,-3.08397,42.15000,-22.65000,170.10001,910.64453,292.48047,-296.38672,-0.45038,0.55725,-11.88550,-25.80000,-19.05000,46.05000,77.14844,-30.27344,1014.64844,-0.39695,-1.06870,0.19847,-7.05000,-54.30000,107.85000,
185625,109,94,81,-12.20703,-10.74219,1024.41406,0.05344,-1.87786,0.66412,42.15000,-22.65000,170.10001,911.62109,295.89844,-300.29297,-0.21374,1.38931,-11.91603,-25.80000,-19.05000,46.05000,82.03125,-10.25391,1011.23047,-2.00763,3.19847,-1.85496,-7.05000,-54.30000,107.85000,
190626,107,95,75,-8.78906,0.97656,1023.92578,0.25191,-0.17557,3.70229,40.50000,-21.90000,170.85001,912.59766,300.29297,-298.33984,1.36641,2.06107,-11.57252,-27.30000,-18.45000,46.65000,65.91797,-33.20313,1014.64844,-1.40458,-0.80916,-1.88550,-7.05000,-54.30000,107.85000,
195624,110,97,81,-4.88281,0.97656,1008.78906,-2.17557,1.24427,-2.16031,40.50000,-21.90000,170.85001,912.10937,297.36328,-299.31641,0.38931,-0.01527,-10.89313,-27.30000,-18.45000,46.65000,81.54297,-16.11328,1000.97656,-0.11450,1.03053,0.69466,-6.90000,-53.85000,108.75000,
200624,108,93,78,-1.46484,2.92969,1023.43750,-0.46565,1.58779,0.82443,41.40000,-22.50000,171.00000,919.92187,284.66797,-298.82812,0.71756,0.72519,-10.76336,-26.25000,-18.00000,48.00000,76.17188,-11.71875,1007.81250,0.85496,1.61069,0.75573,-6.90000,-53.85000,108.75000,
205624,111,100,75,0.48828,-0.97656,1017.08984,-0.12977,-1.71756,0.09924,41.40000,-22.50000,171.00000,919.43359,299.31641,-298.33984,0.72519,-4.40458,-17.19084,-26.25000,-18.00000,48.00000,74.70703,-14.16016,1023.43750,-0.16794,-0.43511,0.13740,-6.90000,-53.85000,108.75000,
210625,108,99,77,1.46484,6.34766,1025.39063,1.13740,-0.77099,0.43511,40.50000,-22.35000,170.85001,897.46094,284.17969,-310.54687,1.93130,-4.06107,-11.98473,-26.85000,-20.10000,46.80000,69.82422,-19.53125,1001.95312,0.30534,-0.68702,0.58015,-6.90000,-53.85000,108.75000,
215625,106,93,77,-13.18359,-1.46484,1021.97266,-0.55725,0.61832,-1.44275,40.50000,-22.35000,170.85001,904.29687,285.15625,-303.71094,1.57252,-6.35878,-12.81679,-26.85000,-20.10000,46.80000,76.66016,-19.04297,1010.74219,-2.30534,4.00000,-0.15267,-7.80000,-54.30000,107.55000,
220625,110,98,75,-3.90625,1.46484,1012.69531,-0.96183,-0.28244,-1.93893,41.55000,-23.40000,170.85001,895.01953,281.73828,-317.38281,1.68702,-5.41221,-12.47328,-26.85000,-20.10000,46.80000,65.42969,-25.39063,1011.71875,-0.64122,1.88550,-0.92366,-7.80000,-54.30000,107.55000,
225625,107,95,82,-1.46484,-4.39453,1017.57812,2.17557,-0.25191,1.21374,41.55000,-23.40000,170.85001,905.27344,291.50391,-303.71094,3.83969,-5.60305,-15.40458,-26.85000,-20.10000,46.80000,64.94141,-15.13672,1011.71875,-2.16031,2.54962,-1.49618,-6.60000,-54.15000,108.75000,
230623,109,93,77,-7.81250,9.27734,1015.62500,2.48855,-0.08397,-2.39695,41.55000,-23.40000,170.85001,904.78516,293.45703,-313.96484,2.65649,-7.64122,-13.74809,-26.40000,-19.80000,46.05000,71.77734,-19.53125,1022.46094,-0.50382,0.32061,-0.54962,-6.60000,-54.15000,108.75000,
235624,110,99,77,4.39453,-5.37109,1010.74219,-0.80916,0.98473,-0.93893,41.55000,-23.40000,170.85001,910.15625,285.64453,-308.59375,0.77099,-7.28244,-11.56489,-26.40000,-19.80000,46.05000,77.14844,-24.41406,1014.64844,-0.13740,-0.48092,-1.68702,-6.75000,-54.75000,107.55000,
240628,107,93,83,-5.85937,-2.44141,1021.48437,-0.90076,-0.77099,-2.82443,40.05000,-23.40000,171.14999,879.39453,267.57812,-306.64062,5.67176,-7.12977,-13.74809,-27.15000,-20.55000,48.15000,81.54297,-13.67187,1010.74219,-0.83206,0.25191,1.22901,-6.75000,-54.75000,107.55000,
245627,111,100,85,13.18359,-0.48828,1010.74219,0.15267,-0.45038,-1.70992,40.05000,-23.40000,171.14999,890.62500,270.01953,-302.24609,4.60305,-7.93130,-10.35878,-27.15000,-20.55000,48.15000,67.87109,-16.11328,1020.01953,-0.37405,0.77863,1.56489,-4.95000,-55.50000,108.90000,
250626,108,94,79,-2.92969,-7.32422,1016.11328,1.91603,-1.90076,-2.62595,40.95000,-21.45000,171.45000,895.50781,281.25000,-314.94141,2.70229,-9.04580,-12.00000,-27.15000,-20.55000,48.15000,65.91797,-9.27734,1018.55469,-2.03053,2.03817,-0.37405,-4.95000,-55.50000,108.90000,
255627,115,99,77,-7.81250,-6.34766,1016.11328,-1.73282,0.58779,-2.22137,40.65000,-22.20000,170.70000,896.97266,275.87891,-322.75391,3.50382,-8.74809,-11.51145,-27.15000,-20.55000,48.15000,72.75391,-8.78906,1020.50781,0.29008,1.49618,0.99237,-6.00000,-55.05000,107.85000,
260626,109,95,76,3.41797,15.62500,1019.53125,-0.65649,0.14504,-3.55725,40.65000,-22.20000,170.70000,886.23047,276.85547,-320.80078,4.09924,-8.30534,-12.76336,-27.15000,-19.35000,47.55000,62.98828,-13.67187,1003.90625,-0.72519,0.01527,-3.35878,-6.00000,-55.05000,107.85000,
265630,115,101,75,-4.88281,-17.57813,1028.32031,0.80153,-1.80153,3.29771,40.05000,-21.90000,170.85001,880.37109,262.20703,-312.98828,1.35878,-9.06107,-13.12214,-27.15000,-19.35000,47.55000,59.57031,-18.55469,1019.04297,1.29008,1.22137,-0.03817,-6.60000,-52.65000,106.65000,
270627,109,101,84,-1.46484,0.48828,1015.13672,0.67176,-0.69466,0.70992,40.05000,-21.90000,170.85001,894.53125,271.48437,-307.12891,1.64122,-8.13740,-10.31298,-26.25000,-19.20000,46.95000,73.73047,-20.50781,1021.97266,0.34351,-0.74046,-0.06870,-6.60000,-52.65000,106.65000,
275627,108,100,83,-10.74219,1.46484,1026.36719,-1.29008,0.35115,-0.66412,40.05000,-21.90000,170.85001,888.67187,270.01953,-318.35937,0.97710,-6.05344,-8.58015,-26.25000,-19.20000,46.95000,56.64063,-22.46094,1011.23047,-0.34351,-1.22901,-0.35115,-6.60000,-52.65000,106.65000,
280627,109,103,79,-7.32422,10.74219,1022.46094,-2.17557,0.05344,-1.03053,40.05000,-21.90000,170.85001,895.01953,257.32422,-295.41016,0.16794,-8.65649,-7.20611,-27.90000,-19.35000,46.35000,57.61719,-21.97266,1006.83594,-1.51145,2.74046,-0.38168,-6.60000,-52.65000,106.65000,
285628,111,92,83,0.97656,-0.97656,1016.60156,0.92366,-1.20611,0.85496,41.55000,-22.35000,171.14999,903.80859,255.37109,-289.06250,1.04580,-8.16794,-4.70992,-27.90000,-19.35000,46.35000,68.35938,-15.62500,1015.13672,-1.29008,2.15267,-1.48092,-7.35000,-54.15000,108.00000,
290629,108,92,78,3.90625,-1.46484,1020.50781,1.33588,-3.64885,2.83969,41.55000,-22.35000,171.14999,916.50391,269.04297,-295.89844,-0.25191,-9.91603,-6.04580,-27.90000,-19.35000,46.35000,78.61328,-4.39453,1008.78906,-0.34351,2.40458,1.16794,-7.35000,-54.15000,108.00000,
295629,108,99,78,2.92969,-3.90625,1011.71875,-1.78626,-0.65649,-1.92366,41.85000,-22.35000,172.20000,906.73828,265.13672,-291.01562,3.10687,-7.35115,-5.61832,-27.90000,-19.35000,46.35000,71.28906,-9.27734,1002.92969,-0.75573,0.12214,-1.05344,-7.35000,-54.15000,108.00000,
300626,110,99,79,-1.95312,-9.76562,1025.39063,-1.32824,3.00000,0.27481,41.85000,-22.35000,172.20000,912.59766,279.78516,-290.03906,4.52672,-8.32824,-4.35878,-26.70000,-17.70000,48.45000,77.14844,-15.62500,1014.16016,1.32824,-0.32061,4.34351,-7.35000,-54.15000,108.00000,
305631,108,94,79,3.41797,-5.85937,1023.92578,0.10687,-0.22901,2.04580,40.95000,-22.20000,171.75000,933.59375,270.01953,-292.96875,1.66412,-8.87023,-4.72519,-26.70000,-17.70000,48.45000,71.77734,-21.48438,1021.48437,-0.16031,3.74046,-1.77099,-6.90000,-54.90000,107.40000,
310627,109,93,85,0.48828,3.41797,1023.92578,1.28244,-2.58015,1.60305,40.95000,-22.20000,171.75000,919.43359,269.53125,-294.92187,2.86260,-7.82443,-5.30534,-25.80000,-17.10000,47.55000,61.03516,-11.23047,1011.23047,-1.98473,0.13740,-1.16031,-6.90000,-54.90000,107.40000,
315628,110,94,76,11.23047,4.39453,1020.50781,0.22901,-0.18321,-1.83969,41.55000,-21.60000,170.85001,918.45703,260.74219,-287.10937,4.21374,-7.84733,-3.37405,-25.80000,-17.10000,47.55000,60.54688,-17.08984,1019.53125,-1.99237,0.29008,-0.95420,-7.35000,-53.40000,107.70000,
320628,107,91,78,-4.39453,9.76562,1018.06641,-1.87023,-1.51908,-1.70992,41.55000,-21.60000,170.85001,908.20312,259.27734,-276.36719,2.51145,-5.04580,-3.28244,-25.80000,-17.10000,47.55000,67.87109,-8.78906,1004.39453,-1.48855,-0.03053,-2.28244,-7.35000,-53.40000,107.70000,
325689,115,95,75,-3.41797,-5.37109,1021.97266,-1.71756,2.93893,-3.70992,41.55000,-21.60000,170.85001,910.15625,256.34766,-269.04297,1.19084,-6.87786,-3.58015,-25.80000,-17.10000,47.55000,64.45313,-14.16016,1022.94922,-1.76336,3.43511,0.64885,-6.75000,-55.05000,108.60000,
330694,106,93,77,-6.34766,2.44141,1016.60156,1.41221,-2.08397,-0.16031,41.55000,-21.60000,170.85001,911.13281,270.99609,-261.71875,3.30534,-4.23664,-2.80916,-28.05000,-18.75000,46.65000,66.40625,-15.13672,1017.08984,-0.33588,2.64885,-1.84733,-6.75000,-55.05000,108.60000,
335698,108,92,76,-7.32422,3.41797,1020.50781,1.67939,-0.83206,1.83206,41.85000,-21.60000,170.85001,925.78125,268.06641,-268.55469,3.80916,-3.96947,-3.84733,-28.05000,-18.75000,46.65000,74.21875,-25.39063,1012.69531,0.03053,0.45802,0.75573,-7.65000,-54.15000,109.05000,
340699,109,94,83,-3.41797,-5.85937,1007.32422,-0.44275,1.87023,-0.35878,41.85000,-21.60000,170.85001,921.87500,252.44141,-265.13672,2.85496,-3.06107,-2.45802,-27.00000,-17.70000,45.90000,77.14844,-20.50781,1020.01953,0.98473,-0.53435,0.99237,-7.65000,-54.15000,109.05000,
345698,109,94,77,-7.81250,-2.92969,1031.25000,-1.94656,0.45802,-3.00000,40.80000,-21.90000,170.85001,921.87500,272.94922,-264.16016,4.38931,-5.16794,0.63359,-27.00000,-17.70000,45.90000,85.44922,-19.53125,1004.39453,-0.39695,1.38931,-1.20611,-7.65000,-54.15000,109.05000,
350699,109,92,76,-11.23047,-7.32422,1012.20703,-0.45802,-0.89313,0.09160,40.80000,-21.90000,170.85001,925.29297,270.01953,-260.74219,4.12977,-3.70992,-2.07634,-26.25000,-17.25000,46.95000,62.01172,-10.25391,1024.41406,0.03817,-0.02290,2.64122,-7.65000,-54.15000,109.05000,
355699,117,93,78,-0.97656,-0.48828,1022.94922,3.14504,-1.12977,3.62595,40.65000,-21.00000,169.64999,907.71484,263.67187,-268.06641,4.76336,1.09160,-2.01527,-26.25000,-17.25000,46.95000,75.19531,-18.06641,1013.18359,-2.80153,3.34351,-0.64122,-7.05000,-54.00000,107.55000,
360698,118,93,75,-11.71875,12.69531,1020.99609,-0.82443,3.54962,-4.37405,40.65000,-21.00000,169.64999,928.71094,278.32031,-266.60156,4.38168,-0.11450,1.52672,-26.25000,-17.25000,46.95000,74.21875,-6.34766,1024.41406,-0.85496,2.46565,-1.48855,-7.05000,-54.00000,107.55000,
365699,109,92,78,-11.71875,8.30078,1007.32422,-1.06107,0.03817,-1.40458,40.65000,-21.00000,169.64999,912.10937,273.92578,-263.18359,3.09924,-0.52672,1.83206,-26.25000,-17.25000,46.95000,70.31250,-17.57813,1005.85937,-1.26718,2.48855,-1.55725,-7.05000,-54.00000,107.55000,
370699,110,94,79,4.88281,2.44141,1020.99609,1.50382,-1.33588,0.78626,40.65000,-21.00000,169.64999,916.01562,282.71484,-276.85547,2.08397,-0.47328,2.17557,-26.10000,-17.85000,46.05000,63.47656,-12.69531,1015.13672,-0.21374,-1.28244,-3.29008,-7.05000,-54.00000,107.55000,
375699,117,93,75,0.00000,0.97656,1017.57812,0.09160,-2.79389,2.45802,41.55000,-20.55000,170.85001,904.78516,282.71484,-260.74219,2.17557,0.54198,1.22901,-26.10000,-17.85000,46.05000,70.31250,-6.83594,1014.16016,-0.22137,1.90840,-0.08397,-6.00000,-54.30000,108.15000,
380695,109,93,85,4.39453,3.90625,1020.50781,-1.90840,1.03817,-1.70992,41.55000,-20.55000,170.85001,900.87891,286.13281,-274.90234,1.46565,2.34351,1.98473,-27.90000,-18.60000,45.30000,76.17188,-5.85937,1021.97266,0.29008,0.39695,-1.58779,-6.00000,-54.30000,108.15000,
385697,107,93,85,-6.83594,13.67187,1013.67187,-1.68702,0.94656,-0.76336,40.80000,-21.90000,171.14999,894.53125,280.76172,-271.48437,0.47328,-0.34351,3.20611,-27.90000,-18.60000,45.30000,78.12500,-16.11328,1014.16016,-1.01527,2.09160,-1.31298,-5.25000,-53.55000,106.80000,
390699,106,93,83,6.34766,-8.78906,1024.41406,1.52672,-2.27481,3.05344,40.80000,-21.90000,171.14999,907.71484,283.69141,-263.67187,-0.45038,3.34351,3.61069,-27.90000,-18.60000,45.30000,63.47656,-8.78906,1020.99609,-2.73282,1.39695,1.10687,-5.25000,-53.55000,106.80000,
395699,108,94,77,-7.32422,8.30078,1028.32031,1.83969,0.47328,0.20611,41.10000,-21.60000,169.80000,898.92578,286.13281,-280.27344,1.73282,3.41221,6.45802,-27.90000,-18.60000,45.30000,53.71094,-17.08984,1008.78906,-0.03053,1.88550,0.14504,-7.05000,-54.00000,107.85000,
400701,119,94,78,9.27734,11.71875,1023.92578,-2.03053,1.30534,-0.57252,41.10000,-21.60000,169.80000,907.22656,282.71484,-275.87891,1.70229,3.54198,8.15267,-27.15000,-17.40000,46.35000,67.38281,-20.99609,1005.85937,1.33588,-0.87786,-0.91603,-7.05000,-54.00000,107.85000,
405705,110,93,76,7.32422,3.41797,1019.04297,-2.32824,4.22137,1.86260,41.10000,-22.65000,170.10001,900.39062,284.17969,-278.32031,0.17557,3.19084,8.43511,-27.15000,-17.40000,46.35000,85.44922,-20.01953,1028.80859,0.47328,0.39695,-0.54198,-6.75000,-55.05000,109.65000,
410708,110,91,75,4.88281,-11.71875,1030.76172,1.64122,-1.26718,-0.12214,41.10000,-22.65000,170.10001,903.80859,285.64453,-289.06250,2.22901,1.45038,12.00763,-27.15000,-18.60000,47.85000,66.89453,-9.27734,1014.16016,0.63359,-0.42748,-0.08397,-6.75000,-55.05000,109.65000,
415709,106,101,82,8.30078,5.85937,1015.62500,0.46565,-3.21374,-0.37405,41.10000,-22.65000,170.10001,907.22656,280.76172,-277.83203,2.84733,5.03817,12.64122,-27.15000,-18.60000,47.85000,73.73047,-21.97266,1005.85937,0.09160,1.52672,0.97710,-6.75000,-54.30000,108.60000,
420709,118,93,83,-16.60156,-9.27734,1017.08984,-1.38168,0.06107,-0.03817,41.10000,-22.65000,170.10001,905.76172,291.50391,-279.29687,0.55725,6.54962,11.90076,-26.10000,-18.60000,45.30000,87.40234,-13.18359,1021.97266,-0.54198,2.37405,-1.40458,-6.75000,-54.30000,108.60000,
