,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
Timestamp (uS),CH1,CH2,CH3,Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),
2868205,104,94,75,-7.32422,5.37109,1015.13672,0.13740,-2.04580,0.54198,-45.60000,-21.00000,11.10000,40.03906,410.64453,916.01562,1.08397,0.61832,-0.74809,15.30000,-75.60000,56.10000,-4.39453,-203.61328,1006.83594,1.08397,1.18321,-0.48092,-20.70000,42.90000,19.20000,
2873205,105,88,77,-12.20703,1.46484,1014.16016,1.25954,-0.42748,0.65649,-45.60000,-20.70000,9.30000,41.01563,416.50391,915.52734,2.46565,2.38931,-0.22137,15.15000,-76.50000,55.50000,-10.25391,-194.33594,1001.95312,-0.91603,0.90840,2.45802,-20.70000,42.90000,19.20000,
2878205,106,93,75,-12.20703,4.88281,1016.11328,-3.44275,3.16794,0.01527,-45.60000,-20.70000,9.30000,39.06250,420.41016,917.96875,-0.35115,0.14504,1.85496,15.15000,-76.50000,55.50000,7.32422,-198.24219,1002.44141,-0.03817,1.16031,-1.43511,-20.40000,42.15000,19.65000,
2883204,105,88,76,-19.53125,1.95312,1024.41406,-0.89313,1.14504,-2.49618,-45.60000,-20.70000,9.30000,27.83203,423.82812,928.71094,2.84733,2.96947,0.56489,15.15000,-74.70000,54.75000,-11.71875,-198.73047,999.51172,-1.59542,1.08397,-0.32824,-20.40000,42.15000,19.65000,
2888203,105,88,136,-15.13672,5.37109,1012.69531,0.27481,-2.41221,1.38168,-45.60000,-20.70000,9.30000,37.59766,416.99219,921.38672,0.54962,1.63359,-1.25954,15.15000,-74.70000,54.75000,1.46484,-192.38281,1016.60156,-0.91603,-0.61832,0.99237,-21.60000,43.80000,18.45000,
2893210,105,89,76,1.95312,0.00000,1024.41406,1.90840,-1.32824,0.58015,-45.90000,-21.45000,10.35000,25.87891,415.03906,926.26953,2.25954,1.00763,0.23664,15.15000,-74.70000,54.75000,-1.95312,-193.84766,1018.06641,-0.35878,-1.38168,0.36641,-21.60000,43.80000,18.45000,
2898207,105,94,78,-11.71875,-2.44141,1026.85547,-2.11450,0.85496,-0.06107,-45.90000,-21.45000,10.35000,29.29688,431.15234,924.80469,-0.96947,1.75573,1.12977,15.15000,-74.70000,54.75000,-17.08984,-194.82422,1000.97656,0.70992,-0.76336,1.08397,-20.25000,43.80000,19.80000,
2903208,105,87,76,-8.30078,22.46094,1024.90234,-1.06107,0.06870,-2.86260,-47.40000,-20.25000,11.10000,41.01563,429.68750,917.48047,0.44275,3.05344,2.20611,15.60000,-75.60000,55.65000,-15.62500,-199.21875,997.07031,-2.13740,1.15267,-0.95420,-20.25000,43.80000,19.80000,
2908209,105,95,75,-21.48438,0.48828,1015.62500,0.87786,-1.63359,2.04580,-47.40000,-20.25000,11.10000,27.83203,412.10937,911.62109,1.29008,1.59542,-0.47328,15.60000,-75.60000,55.65000,-7.32422,-199.21875,1004.39453,0.19084,1.19084,1.13740,-20.55000,42.00000,18.45000,
2913209,105,89,73,-3.41797,7.32422,1024.41406,-0.32061,-0.87786,0.42748,-46.05000,-21.60000,10.95000,32.71484,422.85156,896.97266,0.66412,1.28244,1.47328,14.55000,-74.10000,56.10000,-8.78906,-193.35937,990.72266,-1.80916,1.69466,-3.58015,-20.55000,42.00000,18.45000,
2918209,107,89,83,0.00000,6.34766,1020.99609,-0.67939,1.30534,0.42748,-46.05000,-21.60000,10.95000,27.34375,425.78125,914.55078,0.64122,-0.90076,-2.04580,14.55000,-74.10000,56.10000,-1.46484,-195.80078,1010.25391,0.90840,0.61832,-0.41985,-20.40000,43.20000,19.95000,
2923204,107,89,75,-26.36719,3.90625,1023.92578,-1.39695,2.87023,-1.79389,-46.50000,-21.15000,10.20000,25.39063,414.55078,919.92187,1.06870,-0.55725,3.06107,15.45000,-76.20000,55.80000,-11.71875,-192.87109,1010.25391,2.23664,2.21374,-0.22901,-20.40000,43.20000,19.95000,
2928204,105,90,77,-14.16016,-2.44141,1015.13672,0.89313,-1.06870,0.16794,-46.50000,-21.15000,10.20000,36.13281,423.33984,918.45703,-0.13740,2.27481,0.40458,15.45000,-76.20000,55.80000,-17.57813,-183.59375,1002.92969,-1.12977,0.48092,0.73282,-21.30000,42.00000,19.05000,
2933205,105,91,78,-27.83203,-3.41797,1026.36719,1.71756,-0.91603,1.07634,-46.50000,-21.15000,10.20000,21.97266,428.22266,919.43359,2.90840,0.65649,-0.03053,15.45000,-76.20000,55.80000,-8.30078,-184.57031,1015.62500,-0.03817,-0.47328,0.83206,-21.30000,42.00000,19.05000,
2938205,110,89,77,0.00000,12.69531,1025.39063,-1.70992,-0.93893,0.18321,-46.50000,-21.15000,10.20000,28.80859,434.57031,931.15234,1.58779,1.48092,0.54198,15.45000,-76.20000,55.80000,-11.71875,-187.50000,1000.97656,-0.36641,3.18321,1.59542,-21.30000,42.00000,19.05000,
2943202,105,91,77,-9.27734,2.44141,1015.13672,-1.47328,0.32824,2.67939,-45.60000,-21.45000,11.10000,32.71484,412.59766,916.01562,3.21374,0.03053,0.24427,14.70000,-75.45000,55.80000,-5.85937,-204.58984,1003.90625,-0.17557,0.33588,-1.01527,-21.30000,42.00000,19.05000,
2948203,111,91,76,-12.20703,5.37109,1023.43750,-0.02290,0.25954,-0.96183,-45.60000,-21.45000,11.10000,47.85156,428.22266,911.13281,0.70992,0.81679,-1.59542,14.70000,-75.45000,55.80000,-17.57813,-196.77734,1006.83594,-1.32061,1.80153,-1.31298,-20.25000,42.30000,19.05000,
2953210,105,89,74,0.00000,-8.30078,1020.99609,0.09924,-0.68702,2.77099,-46.35000,-20.25000,10.05000,38.08594,425.78125,920.89844,-0.47328,-0.19847,0.24427,16.65000,-76.65000,55.35000,-12.69531,-196.77734,1001.95312,-1.50382,0.13740,0.35878,-20.25000,42.30000,19.05000,
2958208,115,91,77,-11.71875,8.78906,1016.11328,0.01527,0.51908,-2.94656,-46.35000,-20.25000,10.05000,38.08594,419.92187,913.08594,1.00000,0.03053,1.13740,16.65000,-76.65000,55.35000,-9.27734,-185.54687,991.21094,0.26718,0.47328,-0.06870,-21.30000,42.75000,20.55000,
2963208,106,88,75,-21.97266,12.69531,1021.48437,-0.74046,1.23664,-1.35878,-46.65000,-21.75000,10.80000,29.78516,410.64453,913.57422,-1.58015,0.46565,-0.58015,16.65000,-76.65000,55.35000,-16.11328,-194.33594,1004.88281,0.09160,0.96947,-1.11450,-21.30000,42.75000,20.55000,
2968209,105,93,77,-13.18359,3.90625,1019.04297,0.07634,-2.79389,3.36641,-46.65000,-21.75000,10.80000,36.62109,422.36328,927.24609,0.03817,1.30534,0.54198,16.65000,-76.65000,55.35000,-13.67187,-187.50000,1000.00000,-1.51145,3.74046,-0.77099,-21.75000,43.20000,19.95000,
2973208,107,86,76,-3.90625,14.64844,1029.78516,1.16031,-1.86260,0.99237,-46.95000,-20.70000,10.80000,33.69141,410.64453,920.89844,1.26718,0.67176,-0.25954,16.50000,-74.70000,56.25000,-12.20703,-191.40625,1001.95312,-0.72519,1.10687,0.38931,-21.75000,43.20000,19.95000,
2978209,106,91,78,-30.76172,7.81250,1024.41406,-1.29008,0.16794,0.04580,-46.95000,-20.70000,10.80000,11.71875,415.52734,926.26953,0.64122,-0.52672,1.73282,16.50000,-74.70000,56.25000,-7.81250,-189.94141,1011.23047,-0.39695,1.91603,-2.02290,-20.85000,43.50000,18.00000,
2983209,107,88,76,-2.44141,15.62500,1029.78516,-1.03817,0.62595,-1.18321,-46.95000,-20.70000,10.80000,31.73828,426.75781,916.01562,0.57252,0.79389,-0.67939,14.70000,-75.75000,56.25000,-11.71875,-188.96484,1006.34766,1.35878,-1.64122,1.09160,-20.85000,43.50000,18.00000,
2988208,115,88,73,-0.48828,14.16016,1030.76172,1.29008,-2.22137,3.17557,-46.95000,-20.70000,10.80000,24.41406,425.29297,910.64453,1.39695,-1.19084,-0.87786,14.70000,-75.75000,56.25000,-2.92969,-199.21875,1007.81250,0.77863,1.17557,0.15267,-21.30000,42.75000,19.50000,
2993209,109,87,77,-9.76562,-3.90625,1019.04297,-0.51908,0.25191,1.34351,-45.75000,-20.55000,9.90000,33.20313,422.85156,915.52734,-0.37405,1.29008,0.71756,15.45000,-75.45000,56.55000,-11.23047,-192.38281,1018.55469,0.88550,0.28244,-0.44275,-21.30000,42.75000,19.50000,
2998210,103,89,78,-9.27734,12.20703,1016.11328,-2.49618,0.59542,-0.10687,-45.75000,-20.55000,9.90000,31.73828,422.36328,916.50391,1.03817,0.11450,-0.12214,15.45000,-75.45000,56.55000,-7.81250,-191.40625,1005.85937,-0.30534,1.45038,0.24427,-21.45000,43.95000,18.90000,
3003209,108,87,73,-16.60156,-4.39453,1030.76172,-0.78626,2.48092,-0.74809,-46.35000,-21.00000,11.85000,23.92578,411.13281,918.45703,0.24427,0.47328,0.94656,15.45000,-75.45000,56.55000,7.32422,-184.57031,995.11719,0.27481,0.81679,-0.77863,-21.45000,43.95000,18.90000,
3008209,104,89,73,-0.97656,6.34766,1031.25000,1.12977,-0.95420,2.09924,-46.35000,-21.00000,11.85000,25.39063,413.08594,913.57422,1.58779,1.74046,1.14504,15.45000,-75.45000,56.55000,-11.71875,-203.61328,998.04687,-2.45038,0.21374,1.77863,-21.45000,43.95000,18.90000,
3013209,108,87,74,-2.92969,7.32422,1013.67187,1.93130,-0.20611,-1.64885,-46.05000,-20.55000,10.20000,29.29688,423.33984,920.89844,0.63359,1.69466,-0.12214,14.85000,-75.60000,55.35000,-1.95312,-192.38281,989.74609,-1.71756,1.68702,0.07634,-21.45000,43.95000,18.90000,
3018209,102,89,74,1.46484,-0.48828,1025.39063,-0.37405,0.85496,-1.08397,-46.05000,-20.55000,10.20000,25.39063,414.06250,921.87500,0.74046,1.19084,0.58015,14.85000,-75.60000,55.35000,-6.34766,-183.59375,1006.34766,-0.62595,-0.09924,1.25954,-20.70000,43.65000,21.30000,
3023209,109,89,76,-24.90234,9.76562,1022.46094,-0.11450,0.67176,-2.40458,-45.45000,-20.85000,10.65000,35.15625,419.92187,914.55078,1.54962,1.28244,-0.27481,14.70000,-76.20000,57.00000,-8.30078,-197.75391,1004.88281,-0.84733,0.96947,-0.85496,-20.70000,43.65000,21.30000,
3028209,107,90,77,-3.90625,-7.81250,1019.04297,3.07634,-1.19084,1.45038,-45.45000,-20.85000,10.65000,36.62109,414.06250,921.87500,-0.20611,-0.03053,-1.79389,14.70000,-76.20000,57.00000,-11.23047,-195.31250,1000.00000,-1.09924,-2.07634,2.84733,-20.70000,43.65000,21.30000,
3033208,115,88,76,-2.44141,-1.95312,1022.46094,3.19084,-0.29771,3.45038,-45.45000,-20.85000,10.65000,33.20313,428.22266,919.92187,-1.02290,0.99237,-0.86260,16.20000,-75.45000,54.75000,-13.67187,-185.54687,1013.67187,-2.89313,0.89313,0.41985,-20.70000,43.65000,21.30000,
3038209,106,92,75,-16.60156,0.48828,1020.50781,-3.18321,-0.62595,-3.36641,-45.45000,-20.85000,10.65000,40.03906,407.71484,916.01562,-0.85496,1.44275,0.45802,16.20000,-75.45000,54.75000,-4.88281,-191.40625,1004.39453,-0.48855,-0.54198,-0.37405,-21.30000,42.00000,19.50000,
3043208,105,92,76,-10.25391,5.85937,1019.04297,-0.61069,3.78626,-0.80916,-45.60000,-20.70000,10.80000,19.04297,419.43359,913.57422,0.49618,1.35115,1.93893,14.85000,-75.15000,55.35000,-7.81250,-193.35937,1003.90625,-0.96183,1.23664,-3.38168,-21.30000,42.00000,19.50000,
3048208,107,91,77,-5.85937,-5.85937,1022.46094,1.32061,-2.59542,1.03817,-45.60000,-20.70000,10.80000,44.92188,423.33984,913.08594,0.52672,-0.55725,-1.48092,14.85000,-75.15000,55.35000,-15.62500,-201.66016,1010.25391,-0.31298,0.54198,-0.44275,-20.85000,43.05000,19.50000,
3053209,105,92,77,-12.69531,10.25391,1017.57812,1.17557,-0.20611,1.64122,-44.85000,-21.75000,10.05000,38.57422,420.41016,921.38672,-0.19084,1.32061,3.45802,16.05000,-76.35000,55.35000,-5.37109,-191.40625,1009.76562,1.08397,1.85496,1.88550,-20.85000,43.05000,19.50000,
3058209,106,89,76,6.34766,4.88281,1014.64844,-1.81679,0.18321,-0.45802,-44.85000,-21.75000,10.05000,19.04297,411.13281,916.99219,-1.79389,1.98473,1.06870,14.70000,-75.45000,55.50000,-13.18359,-208.98437,998.53516,1.41985,-1.11450,-1.38168,-22.05000,42.30000,20.55000,
3063207,109,87,76,-13.18359,1.95312,1015.62500,0.00763,-0.82443,-2.61832,-45.75000,-20.10000,8.85000,25.39063,420.89844,911.13281,3.03817,0.83206,-1.34351,14.70000,-75.45000,55.50000,1.95312,-182.61719,1014.16016,-0.90840,-1.11450,1.25954,-22.05000,42.30000,20.55000,
3068209,105,87,78,-15.13672,-0.48828,1025.87891,2.08397,-1.16031,2.64122,-45.75000,-20.10000,8.85000,12.20703,422.36328,907.22656,1.90076,1.54198,0.19847,14.70000,-75.45000,55.50000,0.97656,-188.47656,1003.41797,-0.63359,1.74046,-1.33588,-21.45000,42.45000,17.85000,
3073209,106,90,77,1.46484,2.44141,1021.48437,0.91603,0.85496,0.70992,-45.75000,-20.85000,9.15000,47.36328,416.50391,913.08594,1.39695,-0.28244,-0.19084,14.70000,-75.45000,55.50000,-8.30078,-188.96484,998.04687,-0.74046,0.59542,-0.07634,-21.45000,42.45000,17.85000,
3078209,106,89,76,-10.25391,8.30078,1029.29688,0.16031,0.26718,1.73282,-45.75000,-20.85000,9.15000,21.97266,422.36328,913.57422,0.06870,1.18321,0.73282,14.70000,-75.45000,55.50000,-10.25391,-183.10547,1006.34766,-2.41221,1.80153,-1.75573,-21.45000,42.45000,17.85000,
3083208,107,87,83,-20.99609,15.62500,1025.87891,-1.28244,2.41221,-3.14504,-45.75000,-20.85000,9.15000,21.48438,420.41016,920.41016,2.22901,0.01527,1.30534,14.70000,-74.70000,55.50000,0.00000,-193.35937,1012.20703,0.90840,0.51145,1.09924,-21.45000,42.45000,17.85000,
3088206,107,92,82,-18.55469,7.81250,1016.60156,1.14504,-3.26718,1.06870,-45.75000,-20.85000,9.15000,25.39063,415.52734,923.33984,1.33588,1.69466,1.78626,15.60000,-74.85000,56.40000,-8.30078,-191.40625,995.11719,-0.42748,1.97710,-0.61069,-19.80000,43.05000,19.05000,
3093205,107,87,78,-11.71875,1.46484,1020.50781,0.38931,2.45038,-2.00763,-45.60000,-20.25000,10.05000,31.25000,420.89844,909.66797,0.09924,-0.35115,-1.84733,15.60000,-74.85000,56.40000,-8.78906,-203.12500,1006.34766,1.32824,-0.88550,-2.56489,-19.80000,43.05000,19.05000,
3098205,109,89,77,-12.69531,0.48828,1018.55469,-2.68702,0.58779,0.05344,-45.60000,-20.25000,10.05000,31.25000,432.12891,911.13281,1.38931,0.87023,0.72519,14.70000,-75.00000,55.80000,-5.37109,-193.35937,1007.81250,-0.95420,0.32824,-1.92366,-19.80000,43.05000,19.05000,
3103204,103,90,79,-16.60156,9.76562,1022.46094,2.00000,-2.74809,-0.81679,-46.35000,-21.00000,10.80000,29.29688,426.26953,908.20312,1.35115,0.96947,1.51145,14.70000,-75.00000,55.80000,-15.62500,-190.42969,1008.30078,0.45802,1.33588,-0.64885,-19.80000,43.05000,19.05000,
3108210,105,89,75,-14.16016,0.97656,1028.32031,3.12977,-0.61069,3.16794,-46.35000,-21.00000,10.80000,38.57422,426.75781,917.96875,-1.66412,2.02290,-0.12214,14.70000,-75.00000,55.80000,-7.32422,-187.98828,1008.78906,-0.10687,-0.48855,0.39695,-21.45000,43.20000,18.90000,
3113211,105,88,76,-27.34375,-0.97656,1033.69141,0.25191,-1.65649,0.70992,-46.05000,-19.35000,9.90000,40.03906,422.85156,922.36328,1.03817,1.03817,-0.01527,14.70000,-75.00000,55.80000,-6.83594,-201.66016,1013.67187,1.08397,-0.47328,-0.07634,-21.45000,43.20000,18.90000,
3118211,105,91,77,-3.41797,10.74219,1018.55469,-0.72519,1.36641,-2.50382,-46.05000,-19.35000,9.90000,33.69141,415.52734,925.29297,2.44275,1.85496,-2.06107,15.60000,-76.65000,56.40000,-4.88281,-202.14844,1009.76562,-2.02290,2.25954,2.61069,-21.15000,42.45000,18.90000,
3123209,105,87,78,-15.13672,6.34766,1026.36719,-1.39695,1.25191,1.41221,-46.05000,-19.35000,9.90000,33.20313,418.94531,927.73437,0.05344,1.41985,1.25954,15.60000,-76.65000,56.40000,-6.83594,-191.40625,1001.46484,-0.11450,0.41985,0.93130,-21.15000,42.45000,18.90000,
3128210,111,90,76,-23.43750,5.37109,1025.39063,-0.85496,-0.78626,0.18321,-46.05000,-19.35000,9.90000,26.36719,420.89844,924.31641,0.37405,1.54198,-0.24427,14.40000,-76.20000,55.80000,-15.62500,-200.68359,1007.81250,1.67939,0.71756,-2.81679,-20.85000,41.55000,19.05000,
3133210,104,89,77,-3.90625,22.46094,1027.83203,-1.39695,0.28244,-1.97710,-48.30000,-21.90000,10.95000,33.20313,426.75781,901.85547,2.18321,-1.13740,0.09924,14.40000,-76.20000,55.80000,2.44141,-189.45312,995.11719,-3.14504,1.07634,-0.77863,-20.85000,41.55000,19.05000,
3138210,104,90,73,-7.32422,-1.46484,1021.48437,0.55725,-1.33588,-3.27481,-48.30000,-21.90000,10.95000,35.64453,418.45703,921.38672,2.16794,2.37405,2.40458,14.55000,-75.60000,54.30000,-10.74219,-199.21875,994.62891,-0.09160,0.13740,0.22137,-20.85000,43.80000,19.05000,
3143210,105,92,75,-3.41797,9.76562,1010.25391,1.24427,-0.87023,2.22137,-46.50000,-21.15000,9.60000,27.83203,421.87500,913.08594,-0.70229,-0.15267,-0.12977,14.55000,-75.60000,54.30000,-12.20703,-186.03516,1004.39453,0.28244,1.97710,-2.07634,-20.85000,43.80000,19.05000,
3148210,104,69,75,-5.85937,0.00000,1021.48437,1.27481,-0.37405,0.67939,-46.50000,-21.15000,9.60000,37.59766,428.71094,924.80469,0.93893,-0.14504,-0.67176,14.85000,-75.60000,56.40000,-13.67187,-199.70703,1009.76562,-0.53435,3.22901,-0.12977,-20.85000,43.80000,19.05000,
3153208,104,93,83,-17.57813,8.30078,1011.71875,-0.19847,0.25191,-3.12214,-46.05000,-20.85000,10.20000,24.90234,429.68750,907.71484,1.09160,0.54962,-0.38931,14.85000,-75.60000,56.40000,-3.90625,-192.38281,1006.83594,-0.11450,1.11450,-0.59542,-20.85000,43.80000,19.05000,
3158209,105,88,76,-5.37109,7.32422,1025.39063,0.43511,1.87023,-3.00000,-46.05000,-20.85000,10.20000,36.13281,407.71484,915.52734,0.72519,-0.87786,-0.11450,15.30000,-75.60000,55.65000,-14.16016,-200.68359,1003.90625,0.60305,-0.09160,3.25954,-20.85000,43.50000,19.05000,
3163208,107,90,78,-7.32422,0.97656,1025.87891,0.70229,-0.25191,0.69466,-45.30000,-20.25000,9.30000,32.71484,409.66797,908.69141,1.12214,1.29008,1.80153,15.30000,-75.60000,55.65000,-14.16016,-196.28906,1003.90625,-1.61069,-0.25954,0.47328,-20.85000,43.50000,19.05000,
3168208,107,89,76,-10.25391,-6.34766,1026.85547,2.25954,-2.49618,1.39695,-45.30000,-20.25000,9.30000,29.29688,420.89844,926.75781,0.63359,1.86260,0.14504,14.40000,-74.70000,56.25000,-14.16016,-193.84766,1003.41797,0.16794,1.81679,-0.67176,-20.85000,43.50000,19.05000,
3173209,104,89,77,-5.37109,-4.39453,1032.22656,0.34351,0.66412,-1.87786,-45.30000,-20.25000,9.30000,32.22656,429.68750,928.71094,0.26718,1.15267,0.31298,14.40000,-74.70000,56.25000,-10.25391,-188.96484,1000.97656,-2.71756,-0.04580,2.57252,-20.85000,43.50000,19.05000,
3178209,105,88,77,-9.76562,-5.85937,1022.46094,-2.37405,1.70992,-2.47328,-45.30000,-20.25000,9.30000,18.55469,420.89844,916.01562,0.00763,0.08397,-0.93893,14.40000,-74.70000,56.25000,-6.83594,-180.66406,1005.37109,0.12977,-0.13740,-0.45038,-20.85000,42.75000,18.75000,
3183208,104,88,74,-16.60156,0.48828,1025.39063,0.80153,-2.66412,-0.49618,-46.35000,-21.00000,10.35000,29.29688,425.78125,908.20312,0.03817,-0.12214,0.27481,14.40000,-74.70000,56.25000,-2.92969,-183.10547,1000.97656,1.38168,-0.66412,0.43511,-20.85000,42.75000,18.75000,
3188209,105,89,75,-14.16016,10.25391,1024.90234,1.30534,-1.00000,1.49618,-46.35000,-21.00000,10.35000,32.22656,420.89844,920.89844,2.56489,0.45038,2.44275,14.55000,-75.15000,56.70000,-6.34766,-195.31250,1006.83594,0.44275,0.82443,-0.29771,-21.75000,42.15000,18.90000,
3193209,103,90,78,-2.44141,-4.88281,1020.50781,-1.77863,1.26718,0.38168,-46.05000,-20.85000,10.65000,44.43359,425.78125,920.41016,0.12214,1.68702,0.49618,14.55000,-75.15000,56.70000,-3.90625,-194.82422,1011.23047,-1.51908,3.16031,2.03053,-21.75000,42.15000,18.90000,
3198209,108,92,75,-3.90625,15.62500,1026.85547,-2.89313,-1.13740,-2.90076,-46.50000,-20.10000,10.95000,22.94922,420.89844,928.22266,0.99237,0.48092,0.96183,15.60000,-76.35000,55.35000,-36.62109,-195.31250,1017.08984,-1.31298,0.92366,-0.25954,-22.20000,44.70000,21.30000,
3203209,105,89,75,-14.16016,1.95312,1014.64844,0.61069,-0.60305,1.07634,-46.50000,-20.10000,10.95000,51.26953,410.64453,923.82812,2.07634,0.50382,-0.37405,15.60000,-76.35000,55.35000,-17.57813,-188.96484,1012.69531,-1.12977,0.85496,-0.90840,-22.20000,44.70000,21.30000,
3208209,106,92,77,-19.04297,10.25391,1024.41406,1.26718,0.17557,4.45802,-46.05000,-20.85000,11.25000,27.34375,416.99219,936.03516,1.00000,0.90840,-2.44275,13.95000,-76.50000,55.80000,3.41797,-199.70703,1000.97656,0.86260,1.87023,-0.77863,-20.55000,44.25000,18.75000,
3213208,109,89,78,-5.37109,5.85937,1013.67187,-1.07634,1.00763,-6.48855,-46.05000,-20.85000,11.25000,35.64453,424.80469,918.45703,1.16794,2.83969,1.91603,13.95000,-76.50000,55.80000,-0.48828,-185.05859,999.51172,-0.22901,-0.40458,-0.50382,-20.55000,44.25000,18.75000,
3218209,106,88,79,-6.34766,7.32422,1028.32031,-2.70992,0.47328,-0.18321,-46.05000,-20.85000,11.25000,31.25000,414.06250,909.66797,-0.86260,2.68702,1.15267,13.95000,-76.50000,55.80000,-0.48828,-194.33594,1000.97656,0.51145,-0.71756,0.80153,-21.30000,43.05000,19.05000,
3223209,111,87,77,-7.32422,1.46484,1019.04297,0.93130,-0.05344,0.55725,-46.05000,-20.85000,11.25000,33.69141,425.78125,910.64453,-1.00000,0.16794,1.75573,13.95000,-76.50000,55.80000,-5.37109,-202.14844,1012.20703,1.34351,-1.52672,2.33588,-21.30000,43.05000,19.05000,
3228208,107,99,73,3.41797,2.92969,1035.15625,1.19847,-1.60305,1.13740,-46.35000,-21.00000,9.75000,20.99609,432.12891,912.10937,1.98473,1.37405,-0.33588,16.05000,-75.60000,56.40000,-16.11328,-196.28906,1003.41797,-0.30534,3.06870,1.38168,-20.70000,43.65000,19.20000,
3233209,103,88,76,-11.71875,-5.37109,1015.62500,-0.51908,2.19084,-2.30534,-46.35000,-21.00000,9.75000,33.20313,422.36328,921.87500,0.69466,0.41221,3.05344,16.05000,-75.60000,56.40000,-7.81250,-203.61328,1017.57812,-1.79389,1.26718,-0.70229,-20.70000,43.65000,19.20000,
3238209,106,91,77,-20.99609,12.69531,1015.13672,-0.91603,0.26718,-0.71756,-46.50000,-20.85000,10.20000,20.99609,415.52734,920.41016,1.67939,0.22901,-0.19084,15.45000,-75.75000,54.75000,-4.39453,-191.89453,1008.30078,0.10687,2.90076,-1.10687,-20.70000,43.65000,19.20000,
3243209,107,88,76,-7.81250,2.92969,1022.46094,0.96183,0.59542,0.29008,-46.50000,-20.85000,10.20000,24.41406,418.94531,931.64062,2.22901,1.70229,-0.65649,15.45000,-75.75000,54.75000,-10.25391,-188.47656,1005.85937,1.51145,0.19847,-0.58015,-20.70000,43.65000,19.20000,
3248209,103,88,75,4.88281,1.95312,1032.22656,1.22901,-1.09924,2.01527,-47.40000,-20.70000,11.10000,25.87891,418.94531,917.48047,0.14504,0.48092,2.00763,14.70000,-74.70000,55.20000,0.97656,-187.50000,1007.81250,0.60305,0.25191,-0.58015,-21.45000,43.65000,19.65000,
3253210,107,88,74,-15.62500,2.92969,1020.50781,0.29008,1.28244,0.19084,-47.40000,-20.70000,11.10000,27.34375,422.85156,921.87500,2.51908,0.48855,2.25954,14.70000,-74.70000,55.20000,-7.81250,-200.68359,1011.71875,0.86260,-1.31298,0.93893,-21.45000,43.65000,19.65000,
3258210,115,87,81,-8.30078,7.81250,1029.29688,-0.41985,1.63359,-0.63359,-46.50000,-20.85000,11.55000,29.29688,421.38672,903.32031,0.34351,1.39695,-0.64885,16.65000,-75.90000,56.40000,-6.34766,-181.64062,1000.97656,-0.96183,3.66412,1.33588,-20.55000,43.50000,19.05000,
3263209,104,87,77,0.00000,10.25391,1028.32031,0.07634,-0.70992,1.46565,-46.50000,-20.85000,11.55000,27.83203,418.94531,919.92187,1.66412,-0.48092,1.52672,16.65000,-75.90000,56.40000,-4.88281,-192.87109,1004.39453,-1.17557,1.80916,0.62595,-20.55000,43.50000,19.05000,
3268205,107,74,76,-4.39453,-0.48828,1028.32031,0.41985,-2.41221,0.89313,-46.50000,-20.85000,11.55000,28.32031,420.89844,927.24609,-0.09160,0.88550,0.40458,16.05000,-74.85000,54.60000,-3.90625,-186.52344,1006.34766,-1.29771,2.09160,0.47328,-21.45000,43.65000,19.20000,
3273205,111,90,77,-20.99609,9.76562,1032.22656,-1.88550,1.23664,-1.47328,-46.50000,-20.85000,11.55000,35.15625,419.92187,918.45703,-1.67176,-0.03053,-0.45038,16.05000,-74.85000,54.60000,-14.16016,-185.05859,992.18750,1.64885,1.99237,2.25191,-21.45000,43.65000,19.20000,
3278205,108,89,78,1.95312,10.74219,1002.92969,-2.91603,2.34351,-1.30534,-46.05000,-20.55000,9.90000,41.50391,406.73828,921.87500,1.58779,1.12214,2.03817,14.85000,-75.15000,54.30000,-7.81250,-187.98828,1011.23047,-0.35115,1.48092,1.58015,-20.70000,43.20000,18.15000,
3283204,107,88,76,-8.78906,1.46484,1015.13672,1.70229,-2.01527,0.51145,-46.05000,-20.55000,9.90000,23.92578,418.45703,922.85156,0.51145,0.87786,-1.06107,14.85000,-75.15000,54.30000,-0.48828,-196.28906,1009.76562,-0.13740,2.77099,1.37405,-20.70000,43.20000,18.15000,
3288205,105,89,74,-5.85937,13.67187,1015.62500,2.42748,-0.60305,-1.23664,-45.75000,-21.15000,10.20000,35.64453,422.85156,914.06250,0.91603,1.00000,1.27481,14.85000,-75.15000,54.30000,-13.67187,-186.52344,991.21094,0.90840,1.03817,0.58015,-20.85000,43.50000,19.05000,
3293205,107,87,75,-8.78906,0.97656,1021.97266,-2.40458,2.32824,-3.44275,-45.75000,-21.15000,10.20000,24.41406,423.82812,913.57422,0.38168,0.81679,-0.32061,14.85000,-75.15000,54.30000,-6.34766,-191.89453,1001.95312,-0.05344,-0.01527,-0.12977,-20.85000,43.50000,19.05000,
