,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
Timestamp (uS),CH1,CH2,CH3,Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),
6,119,105,78,
514,111,108,84,
728,105,103,77,
949,108,107,78,
1147,110,104,79,
1363,109,105,79,
1561,120,107,79,
1759,109,108,83,
1965,121,108,77,
2182,111,104,83,
2381,116,104,75,
2579,111,111,84,
2778,106,112,83,
2983,109,115,87,
3182,111,109,83,
3380,107,106,83,
3579,119,108,79,
3798,118,107,79,
4004,107,102,88,
4202,110,103,78,
4401,102,103,79,
4600,111,108,83,
4799,111,105,78,
5004,110,107,86,
5203,111,105,84,
5402,114,107,76,
5601,110,107,83,
5799,111,108,81,
6005,109,105,83,
6203,108,107,83,
6402,111,104,82,
6601,109,116,81,
6800,111,105,78,
7031,109,107,79,
7230,111,107,83,
7429,112,107,80,
7627,111,107,77,
7832,111,107,78,
8031,107,109,77,
8229,110,109,78,
8428,107,104,77,
8627,109,105,82,
8825,120,107,80,
9031,109,110,83,
9229,109,106,79,
9428,109,105,76,
9627,108,105,78,
9825,116,108,79,
10031,133,107,76,
10229,111,107,81,
10428,111,107,73,
10627,110,106,79,
10832,109,107,77,
11031,109,116,83,
11229,112,103,77,
11428,109,105,76,
11627,108,103,76,
11832,111,108,73,
12031,107,107,76,
12229,109,107,87,
12428,107,107,77,
12627,111,107,83,
12825,113,105,76,
13031,115,106,75,
13229,111,107,75,
13467,111,103,77,
13666,117,106,75,
13872,107,105,77,
14070,116,107,75,
14269,110,105,79,
14468,107,105,84,
14667,111,108,77,
14872,109,105,77,
15071,110,104,78,
15270,110,107,79,
15469,110,111,78,
15667,107,105,77,
15873,107,103,79,
16072,112,105,79,
16270,109,108,76,
16469,111,104,77,
16668,115,104,79,
16874,106,103,77,
17072,108,109,77,
17271,111,106,75,
17471,111,103,85,
17669,109,102,77,
17875,109,103,83,
18073,112,103,77,
18272,106,104,79,
18471,119,102,76,
18670,108,103,84,
18875,108,105,76,
19074,107,107,77,
19272,111,102,79,
19472,107,105,77,
19670,106,103,78,
19876,109,102,76,
20075,111,101,77,
20273,105,107,76,
20472,111,103,83,
20671,106,102,77,
20876,107,101,79,
21075,109,107,78,
21274,105,103,83,
21474,110,101,76,
21673,110,101,78,
21878,111,107,77,
22077,107,103,77,
22275,107,102,77,
22476,109,103,83,
22674,109,102,85,
22880,111,106,82,
23079,109,107,87,
23277,107,101,77,
23476,107,103,77,
23675,111,103,76,
23881,109,103,77,
24079,116,103,78,
24278,111,101,77,
24477,107,105,79,
24675,111,99,79,
24881,109,100,78,
25080,106,103,79,
25278,111,108,79,
25477,116,99,78,
25676,108,101,85,
25882,106,103,76,
26080,111,103,79,
26342,109,103,83,
26540,107,101,78,
26739,109,100,77,
26945,107,101,77,
27143,107,101,76,
27342,110,101,85,
27541,109,102,78,
27740,105,100,76,
27945,107,103,85,
28144,114,102,78,
28345,108,103,77,
28544,106,103,83,
28742,105,99,76,
28948,107,99,76,
29146,109,102,78,
29347,117,101,83,
29545,107,99,74,
29744,109,100,77,
29950,107,100,76,
30148,107,103,77,
30347,117,101,75,
30545,109,103,77,
30744,108,102,83,
30949,115,101,79,
31148,115,102,79,
31347,108,95,77,
31545,111,103,79,
31744,107,99,77,
31950,107,99,86,
32148,116,98,83,
32347,108,107,79,
32546,107,101,85,
32744,105,102,75,
32950,106,99,77,
33149,116,101,77,
33348,111,101,75,
33547,108,99,82,
33745,110,99,84,
33951,109,102,75,
34150,107,106,78,
34348,109,101,77,
34547,108,103,84,
34746,106,99,84,
34951,110,99,79,
35150,105,99,78,
35349,109,100,78,
35548,117,101,76,
35746,112,94,76,
35952,107,93,78,
36150,109,103,71,
36349,110,99,77,
36548,107,99,77,
36746,108,102,77,
36953,109,101,79,
37154,119,105,76,
37355,106,98,78,
37556,105,100,77,
37756,110,99,78,
37963,115,98,76,
38164,107,101,79,
38367,109,103,78,
38568,107,95,79,
38768,107,103,86,
38976,116,99,77,
39177,111,101,76,
39378,109,102,79,
39578,107,95,75,
39779,107,95,85,
39986,109,100,77,
40187,107,98,77,
40388,109,100,84,
40589,108,97,76,
40789,109,95,83,
40997,109,99,79,
41198,108,99,79,
41399,115,101,85,
41600,108,101,79,
41800,108,101,77,
42008,107,95,75,
42209,107,101,77,
42410,109,95,83,
42610,109,94,79,
42811,109,102,78,
43019,107,99,78,
43220,109,92,83,
43421,107,98,82,
43621,107,99,79,
43822,109,95,83,
44030,112,100,82,
44231,111,94,79,
44433,106,103,76,
44634,107,95,84,
44842,111,103,86,
45043,107,100,83,
45244,109,104,78,
45445,108,99,77,
45645,105,94,79,
45853,107,101,77,
46054,105,95,76,
46254,106,93,78,
46455,109,97,86,
46656,108,99,84,
46864,109,105,79,
47064,109,98,78,
47265,107,99,84,
47466,118,103,76,
47667,110,98,78,
47874,106,93,76,
48075,107,95,78,
48276,108,102,83,
48478,105,95,78,
48679,107,95,83,
48887,107,93,79,
49087,109,95,77,
49288,107,94,75,
49489,109,98,77,
49690,106,101,77,
49898,108,100,77,
50098,110,99,78,
50299,111,97,76,
50500,107,96,75,
50700,111,95,85,
50908,107,94,79,
51109,107,95,77,
51310,108,93,78,
51511,120,92,76,
51711,109,95,75,
51919,110,99,79,
52254,111,99,76,
52455,106,95,79,
52656,107,94,82,
52863,108,101,79,
53064,106,95,77,
53265,115,92,83,
53466,108,93,79,
53667,109,93,75,
53875,109,92,85,
54075,119,95,79,
54276,105,98,79,
54478,116,93,83,
54679,112,92,82,
54887,105,99,76,
55088,109,94,77,
55289,111,93,77,
55490,110,95,75,
55691,107,98,78,
55899,109,94,78,
56100,106,94,77,
56300,106,101,76,
56502,106,99,77,
56702,105,103,79,
56909,107,91,82,
57110,109,93,79,
57311,112,92,79,
57512,108,93,84,
57713,112,93,79,
57921,116,95,77,
58122,107,93,77,
58322,107,93,77,
58523,107,90,78,
58725,105,101,77,
58933,109,101,84,
59134,107,99,77,
59335,117,92,78,
59535,116,93,77,
59736,107,93,78,
59944,108,102,79,
60145,107,95,77,
60348,106,93,79,
60548,107,92,77,
60749,110,95,81,
60957,110,94,79,
61157,107,95,76,
61359,107,92,81,
61559,107,94,78,
61760,111,99,79,
61968,111,98,78,
62169,117,95,77,
62370,108,92,77,
62570,107,94,76,
62771,108,92,84,
62979,109,93,84,
63179,108,97,79,
63381,107,92,79,
63582,108,99,77,
63782,107,92,78,
63990,108,93,82,
64191,106,93,78,
64392,108,91,83,
64593,112,93,75,
64794,108,93,78,
65001,115,93,77,
65202,108,93,84,
65404,107,93,77,
65605,110,92,78,
65805,109,94,77,
66013,105,92,75,
66214,110,94,84,
66415,107,93,76,
66616,107,93,81,
66817,105,100,82,
67024,108,93,77,
67225,108,97,79,
67426,108,97,85,
67627,108,99,78,
67836,106,93,84,
68036,108,94,78,
68237,105,93,79,
68438,108,93,77,
68639,106,92,78,
68847,105,93,79,
69047,108,91,77,
69248,108,92,79,
69449,109,99,76,
69650,111,91,82,
69857,108,93,86,
70059,105,92,84,
70259,116,93,77,
70461,107,94,77,
70662,109,93,83,
70869,107,95,78,
71070,108,98,76,
71271,104,91,78,
71473,111,90,82,
71674,107,93,77,
71881,110,93,78,
72082,107,91,77,
72283,109,91,77,
72484,108,99,77,
72685,105,91,83,
72893,109,91,79,
73093,105,91,77,
73295,105,92,84,
73497,109,90,83,
73698,109,98,83,
73906,109,97,75,
74106,106,91,76,
74307,107,91,78,
74508,109,92,84,
74709,103,91,83,
74917,107,89,77,
75118,107,89,82,
75319,105,92,78,
75520,109,89,75,
75720,108,92,76,
75928,108,91,77,
76129,109,94,78,
76330,107,90,81,
76531,105,91,85,
76732,104,95,77,
76940,110,92,77,
77140,109,93,77,
77341,107,93,79,
77542,107,93,83,
77743,105,89,77,
77951,108,90,84,
78152,107,89,76,
78353,107,93,79,
78554,108,99,77,
78755,106,91,76,
78963,107,93,83,
79164,107,93,76,
79367,106,89,78,
79568,105,92,81,
79769,109,91,83,
79976,115,93,83,
80177,110,90,78,
80378,110,93,79,
80579,110,93,76,
80780,115,89,85,
80987,111,91,79,
81188,109,94,84,
81389,115,93,79,
81590,106,98,77,
81791,108,94,77,
81999,106,92,78,
82200,107,92,81,
82401,107,91,77,
82602,109,92,83,
82802,111,92,83,
83011,105,90,77,
83211,107,91,79,
83414,108,94,78,
83615,117,92,76,
83815,106,94,79,
84024,106,91,79,
84224,105,89,76,
84425,108,91,77,
84626,108,95,78,
84834,109,93,77,
85035,114,91,77,
85236,107,92,82,
85437,105,90,76,
85638,108,93,86,
85845,105,82,76,
86046,109,93,76,
86247,105,98,77,
86448,106,94,79,
86649,106,91,83,
86857,108,91,77,
87057,105,93,77,
87258,106,93,81,
87459,105,91,76,
87660,107,90,75,
87868,109,92,77,
88068,105,97,75,
88269,104,91,82,
88471,106,89,77,
88671,107,92,77,
88879,111,90,75,
89080,104,102,77,
89280,105,93,79,
89482,105,92,75,
89682,107,91,81,
89890,105,89,81,
90091,106,89,79,
90292,104,89,79,
90493,107,91,85,
90694,105,91,78,
90901,108,92,84,
91102,110,95,82,
91303,106,89,83,
91504,107,91,78,
91705,107,91,77,
91913,110,92,77,
92114,115,89,79,
92314,107,101,79,
92515,107,91,78,
92716,109,91,79,
92924,119,91,81,
93125,110,89,78,
93325,107,90,77,
93526,105,93,83,
93728,105,90,83,
93935,126,93,79,
94136,108,89,76,
94337,105,97,75,
94538,107,89,77,
94739,106,92,78,
94947,108,100,83,
95147,109,91,83,
95349,107,101,76,
95551,107,91,73,
95751,108,90,76,
95959,105,88,77,
96160,107,91,77,
96361,106,89,83,
96562,107,93,79,
96762,107,88,73,
96971,108,87,79,
97171,108,90,78,
97373,107,91,83,
97574,106,89,79,
97774,107,90,79,
97982,105,93,78,
98183,109,88,79,
98384,115,90,77,
98585,109,93,85,
98786,107,91,79,
98993,108,95,78,
99194,110,89,78,
99395,111,93,79,
99596,108,92,84,
99797,107,93,78,
100005,107,92,78,
100206,106,91,87,
100407,109,91,84,
100607,108,92,77,
100809,107,90,79,
101016,107,90,83,
101217,109,89,83,
101418,107,89,83,
101619,114,93,78,
101820,110,92,79,
102028,108,91,82,
102228,106,90,77,
102430,106,91,82,
102631,107,94,77,
102839,106,92,82,
103040,107,91,83,
103241,109,93,77,
103442,107,92,75,
103642,107,91,79,
103850,105,90,82,
104376,110,88,77,
104577,106,91,77,
104778,109,91,78,
104985,107,93,76,
105186,110,90,77,
105387,107,90,77,
105588,109,89,82,
105789,105,92,83,
105997,108,91,77,
106198,107,90,77,
106399,108,93,82,
106600,107,88,77,
106801,107,91,84,
107008,106,90,82,
107209,107,88,83,
107410,104,88,85,
107611,109,91,79,
107812,108,88,78,
108020,109,99,77,
108220,110,89,77,
108422,100,99,76,
108623,111,98,79,
108824,105,89,77,
109031,107,90,81,
109232,107,88,79,
109434,110,91,83,
109634,103,99,85,
109843,110,89,82,
110044,108,89,75,
110244,107,90,73,
110445,111,90,84,
110646,111,89,79,
110854,111,91,77,
111055,109,91,79,
111255,106,93,78,
111457,107,89,83,
111658,100,90,78,
111865,107,89,84,
112066,106,92,77,
112267,116,90,77,
112468,107,90,75,
112669,117,89,77,
112877,117,90,79,
113077,112,89,77,
113278,108,91,77,
113479,107,94,77,
113680,107,89,83,
113888,105,91,78,
114089,107,89,77,
114290,109,90,79,
114491,108,90,76,
114692,107,99,78,
114900,109,90,75,
115101,109,91,79,
115302,105,91,77,
115503,109,107,78,
115703,109,99,85,
115912,114,89,83,
116112,109,89,82,
116313,109,89,77,
116514,116,89,78,
116715,111,89,79,
116923,109,94,77,
117123,105,88,84,
117324,107,79,77,
117526,107,89,85,
117726,108,89,79,
117934,106,90,76,
118135,107,91,79,
118336,114,91,77,
118537,106,92,77,
118738,110,93,77,
118945,109,91,79,
119146,111,99,77,
119349,106,91,83,
119549,118,92,78,
119750,109,91,85,
119958,109,91,83,
120159,107,90,81,
120360,107,89,78,
120561,108,90,78,
120762,111,91,79,
120969,105,90,79,
121169,108,89,78,
121370,109,90,77,
121571,109,88,78,
121772,107,93,82,
121979,108,90,84,
122180,105,92,78,
122381,111,98,77,
122582,107,92,79,
122782,107,94,81,
122990,109,90,77,
123191,109,89,78,
123392,105,88,78,
123593,105,87,85,
123794,106,98,86,
124002,106,92,81,
124202,106,90,79,
124403,107,89,83,
124604,107,91,77,
124805,106,89,79,
125013,109,89,76,
125214,106,88,78,
125415,105,89,81,
125616,107,91,79,
125817,107,99,78,
126024,108,89,85,
126225,105,89,74,
126426,106,88,79,
126627,110,88,75,
126835,107,92,84,
127036,108,89,83,
127237,107,88,83,
127438,106,89,76,
127638,107,89,77,
127847,107,89,79,
128047,106,88,79,
128248,108,90,81,
128449,107,88,84,
128650,109,88,82,
128858,108,91,77,
129058,106,91,79,
129259,107,91,77,
129461,108,91,75,
129661,113,92,77,
129869,109,90,79,
130070,109,91,77,
130271,105,87,77,
130472,110,89,77,
130673,107,89,85,
130881,110,90,76,
131082,111,90,76,
131282,105,100,78,
131484,108,90,77,
131684,107,94,77,
131892,105,98,75,
132093,104,89,78,
132294,107,93,84,
132497,106,91,77,
132698,107,89,77,
132905,105,92,75,
133106,109,91,77,
