,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
45578,111,101,78,-15.13672,5.85937,1015.62500,-3.49618,0.72519,0.09160,-66.75000,1.80000,22.35000,52.73438,259.27734,977.05078,-0.77863,-0.39695,0.57252,78.60000,-248.55000,-34.20000,3.41797,-114.25781,1012.20703,0.28244,0.13740,2.67939,4.95000,-37.35000,-12.90000,
50571,111,102,78,-15.13672,10.25391,1023.43750,-2.08397,1.23664,-0.72519,-66.75000,1.80000,22.35000,50.29297,250.00000,978.51562,1.18321,0.92366,4.09160,78.60000,-248.55000,-34.20000,3.41797,-111.32813,1025.39063,-0.92366,2.99237,-2.35878,4.95000,-37.35000,-12.90000,
55562,117,99,76,-7.81250,13.67187,1016.11328,1.05344,-3.08397,0.14504,-66.60000,2.70000,20.40000,47.85156,261.71875,982.91016,1.64885,0.71756,-0.77863,79.35000,-247.50000,-32.70000,14.64844,-116.69922,1022.94922,-0.96947,1.65649,-0.38931,5.85000,-39.00000,-12.75000,
60555,114,99,83,-5.37109,1.95312,1013.18359,1.70992,-2.31298,-1.19084,-66.60000,2.70000,20.40000,40.52734,257.81250,971.67969,-0.00763,1.35115,1.25954,79.35000,-247.50000,-32.70000,9.76562,-130.85937,1027.34375,-0.46565,-0.06107,1.85496,5.85000,-39.00000,-12.75000,
65551,116,94,77,-20.01953,6.34766,1024.41406,-0.51908,2.46565,-0.91603,-66.60000,2.70000,20.40000,35.15625,261.71875,971.67969,-1.33588,1.49618,-0.12214,79.20000,-248.39999,-33.60000,2.92969,-102.53906,1017.08984,-0.62595,-0.32061,0.14504,4.35000,-39.30000,-12.00000,
70548,117,94,77,-10.74219,11.71875,1022.46094,-1.83969,-0.25954,-0.45802,-66.60000,2.70000,20.40000,52.24609,266.11328,974.60937,0.05344,1.40458,1.67176,79.20000,-248.39999,-33.60000,2.92969,-114.74609,1023.43750,-0.23664,-1.35878,0.90076,4.35000,-39.30000,-12.00000,
75545,115,93,79,-11.23047,15.62500,1028.32031,1.08397,-1.73282,1.77863,-69.00000,1.35000,20.55000,41.50391,271.97266,980.46875,0.73282,0.52672,-1.56489,79.50000,-248.39999,-33.30000,2.44141,-105.95703,1022.94922,1.24427,-0.75573,0.03817,6.75000,-38.85000,-12.30000,
80538,109,94,79,-23.92578,9.27734,1010.25391,1.96183,0.51908,1.15267,-69.00000,1.35000,20.55000,36.13281,262.20703,979.49219,-0.90840,0.31298,1.46565,79.50000,-248.39999,-33.30000,5.37109,-117.67578,1014.64844,-1.39695,2.48092,2.32061,6.75000,-38.85000,-12.30000,
85574,110,92,75,-6.34766,18.55469,1025.39063,-2.22137,0.91603,-1.62595,-67.35000,3.00000,22.05000,39.06250,263.67187,966.30859,0.89313,1.88550,-0.80153,79.50000,-248.39999,-33.30000,12.69531,-119.14063,1018.55469,-2.30534,-0.05344,-1.83969,4.80000,-38.55000,-13.50000,
90568,109,101,78,-13.18359,5.37109,1019.04297,-1.00000,1.25191,-1.51908,-67.35000,3.00000,22.05000,45.41016,259.27734,986.32812,1.57252,-1.08397,0.07634,79.50000,-248.39999,-33.30000,1.46484,-106.44531,1017.08984,-0.70229,1.41221,0.02290,4.80000,-38.55000,-13.50000,
95560,108,91,75,-16.11328,6.83594,1021.97266,0.75573,-0.74809,2.54962,-67.05000,3.00000,21.00000,53.22266,262.20703,984.86328,-0.44275,2.10687,1.45802,77.85000,-246.30000,-33.45000,-2.44141,-110.83984,1017.08984,0.38931,1.85496,-1.44275,4.80000,-38.55000,-13.50000,
100556,118,91,79,-0.97656,12.69531,1018.55469,2.40458,-1.81679,0.28244,-67.05000,3.00000,21.00000,38.57422,258.30078,976.56250,1.78626,0.09160,0.63359,77.85000,-246.30000,-33.45000,16.60156,-115.23438,1000.00000,-0.00763,-1.32061,0.54198,4.80000,-38.55000,-13.50000,
105552,110,92,81,-9.27734,13.18359,1012.20703,-1.19847,1.21374,-0.69466,-67.05000,3.00000,21.00000,41.01563,270.99609,979.98047,0.73282,0.06870,1.49618,79.20000,-247.64999,-33.30000,8.30078,-102.53906,1015.62500,0.13740,2.22901,-2.36641,2.85000,-38.10000,-13.35000,
110550,108,95,83,-4.88281,5.37109,1028.80859,-1.49618,2.91603,-2.98473,-67.05000,3.00000,21.00000,49.31641,265.13672,979.00391,1.51908,3.26718,-0.77863,79.20000,-247.64999,-33.30000,-0.97656,-111.32813,1014.64844,0.58779,-2.25954,-1.51145,2.85000,-38.10000,-13.35000,
115550,108,91,77,-12.69531,11.71875,1029.29688,1.64885,-1.03053,3.16794,-67.50000,4.05000,21.30000,34.66797,263.67187,973.14453,1.68702,2.73282,-0.89313,79.35000,-247.05000,-32.70000,1.95312,-104.98047,1003.90625,1.25191,1.69466,-0.15267,2.85000,-38.10000,-13.35000,
120550,109,91,77,-4.39453,4.88281,1029.29688,0.83969,0.40458,-1.40458,-67.50000,4.05000,21.30000,42.96875,250.00000,965.33203,-0.41985,1.27481,-0.93130,79.35000,-247.05000,-32.70000,5.85937,-111.81641,1018.55469,-1.39695,-0.18321,-0.88550,2.85000,-38.10000,-13.35000,
125550,110,94,76,-18.06641,11.71875,1029.29688,-3.20611,1.73282,1.19847,-67.65000,2.70000,20.70000,42.48047,256.34766,993.65234,1.36641,-1.32824,-1.46565,77.55000,-247.80000,-32.40000,7.81250,-103.51563,1016.11328,-0.38168,1.77863,-0.03817,4.05000,-39.00000,-12.45000,
130553,109,90,76,-5.85937,9.27734,1015.62500,-1.10687,2.27481,-0.92366,-67.65000,2.70000,20.70000,44.92188,261.23047,977.53906,0.14504,1.07634,1.22137,77.55000,-247.80000,-32.40000,0.48828,-117.18750,1013.67187,-0.81679,-1.13740,0.93893,4.05000,-39.00000,-12.45000,
135552,110,91,77,-9.27734,11.71875,1033.20313,0.90076,-2.06107,0.83969,-68.10000,3.00000,21.00000,38.57422,264.64844,973.14453,-0.83969,-0.09160,1.91603,79.50000,-247.64999,-32.85000,7.32422,-118.16406,1010.25391,3.35115,1.20611,0.16794,3.75000,-39.00000,-13.05000,
140553,108,91,76,-6.83594,17.57813,1020.50781,0.38168,-1.34351,2.48092,-67.35000,2.40000,19.65000,55.66406,261.71875,966.30859,1.34351,-1.05344,1.25191,79.50000,-247.64999,-32.85000,16.11328,-117.18750,1020.01953,0.44275,1.96947,-0.57252,3.75000,-39.00000,-13.05000,
145553,110,91,82,-7.81250,2.92969,1023.43750,-1.03053,2.16794,0.09924,-67.35000,2.40000,19.65000,48.33984,264.64844,971.19141,0.38168,3.10687,1.55725,78.60000,-247.05000,-33.00000,-1.95312,-117.18750,1012.69531,0.35878,2.74809,2.31298,5.10000,-37.95000,-12.45000,
150550,109,90,83,-13.67187,6.83594,1028.80859,2.34351,-0.88550,-1.26718,-67.35000,2.40000,19.65000,48.33984,266.60156,974.12109,0.00763,2.06870,0.27481,78.60000,-247.05000,-33.00000,-4.39453,-105.46875,1018.06641,-2.08397,2.77863,-2.86260,5.10000,-37.95000,-12.45000,
155554,106,91,77,-5.37109,7.81250,1030.76172,-0.25954,-0.05344,0.77863,-67.35000,2.40000,19.65000,38.57422,250.48828,984.37500,-1.16794,2.67176,-1.06870,78.60000,-247.05000,-33.00000,-2.44141,-113.28125,1017.57812,-1.03053,0.22901,-0.77863,4.65000,-38.40000,-13.35000,
160557,109,89,78,-11.71875,6.83594,1014.64844,2.58015,0.38931,3.38168,-68.25000,2.40000,19.65000,43.45703,262.69531,977.05078,0.37405,-0.03817,0.66412,78.60000,-247.05000,-33.00000,0.97656,-111.81641,1011.23047,0.20611,1.88550,2.04580,4.65000,-38.40000,-13.35000,
165599,107,91,77,0.48828,9.27734,1024.90234,-2.41985,-0.04580,-1.90076,-68.25000,2.10000,20.85000,36.62109,262.69531,976.07422,2.45038,0.88550,3.50382,78.00000,-248.10001,-33.60000,-1.46484,-118.16406,1022.46094,-2.08397,1.90840,0.13740,4.80000,-39.00000,-15.15000,
170595,103,91,79,-10.25391,11.23047,1020.99609,-1.53435,2.00000,-1.23664,-66.75000,2.55000,20.55000,40.52734,260.25391,982.91016,0.68702,-0.05344,-2.01527,78.00000,-248.10001,-33.60000,7.32422,-109.86328,1017.57812,0.00000,-0.15267,-1.22901,4.80000,-39.00000,-15.15000,
175578,105,89,75,-23.92578,8.78906,1024.41406,1.17557,-0.39695,2.77863,-66.75000,2.55000,20.55000,45.89844,258.78906,979.98047,3.45802,3.15267,0.89313,77.55000,-247.05000,-33.00000,4.39453,-102.53906,1013.18359,2.03817,-0.34351,0.96947,5.70000,-38.40000,-13.35000,
180567,107,95,76,-5.85937,0.48828,1006.83594,-0.04580,-0.49618,2.03817,-68.55000,2.85000,20.85000,33.69141,260.74219,978.51562,0.22137,-0.93130,-0.08397,77.55000,-247.05000,-33.00000,-5.37109,-106.93359,1009.27734,0.44275,1.39695,-1.06107,5.70000,-38.40000,-13.35000,
185559,109,94,79,-23.92578,10.74219,1022.46094,0.94656,0.54198,-3.41985,-68.55000,2.85000,20.85000,48.33984,257.81250,974.12109,1.28244,-0.10687,2.15267,77.70000,-246.89999,-32.10000,-2.44141,-107.42188,1015.13672,-1.46565,0.51145,-1.32061,5.70000,-38.40000,-13.35000,
190554,107,91,77,-9.27734,6.83594,1031.25000,0.07634,-1.98473,1.77863,-67.35000,2.70000,21.45000,39.06250,267.57812,981.44531,1.25191,-0.75573,0.63359,77.70000,-246.89999,-32.10000,5.37109,-103.02734,1028.32031,0.67176,1.92366,-2.74809,5.70000,-38.40000,-13.35000,
195553,106,89,77,-10.25391,5.37109,1028.32031,1.78626,-1.30534,0.71756,-67.35000,2.70000,21.45000,48.82813,262.69531,993.65234,0.77099,-0.51908,-1.53435,77.70000,-246.89999,-32.10000,7.81250,-118.16406,1011.23047,0.92366,-1.27481,-0.27481,4.80000,-37.95000,-13.50000,
200549,107,90,77,-11.23047,10.25391,1021.97266,0.27481,0.78626,-1.08397,-67.35000,2.70000,21.45000,54.68750,267.57812,986.32812,1.94656,0.75573,2.19847,77.70000,-246.89999,-32.10000,0.97656,-115.23438,1021.48437,0.36641,0.00763,1.15267,4.80000,-37.95000,-13.50000,
205546,116,88,75,-20.99609,20.01953,1016.60156,-2.38168,2.90076,-0.57252,-67.35000,2.70000,21.45000,40.52734,253.41797,967.77344,-0.23664,3.09924,-0.32061,78.60000,-246.75000,-32.70000,-8.30078,-102.05078,1009.76562,-0.27481,0.97710,1.63359,4.65000,-37.65000,-12.90000,
210539,105,91,77,-7.32422,21.97266,1017.57812,1.45038,0.57252,-1.70229,-67.05000,3.45000,21.00000,49.80469,252.92969,970.70312,2.16794,0.97710,-0.22137,78.60000,-246.75000,-32.70000,-3.90625,-104.00391,1005.37109,-2.98473,1.83969,-2.44275,4.65000,-37.65000,-12.90000,
215539,111,89,76,-8.78906,3.90625,1021.48437,2.18321,-2.69466,-1.60305,-67.05000,3.45000,21.00000,41.50391,262.20703,965.82031,-0.85496,1.67939,-1.05344,79.50000,-247.20000,-33.90000,3.41797,-121.58203,1015.13672,-2.07634,0.30534,-1.11450,3.75000,-37.95000,-12.75000,
220541,109,89,79,-15.62500,-0.97656,1027.34375,-0.65649,0.51145,-1.12977,-67.50000,1.05000,21.30000,45.41016,249.02344,975.58594,-1.14504,0.06107,2.70992,79.50000,-247.20000,-33.90000,11.23047,-106.44531,1019.53125,-2.39695,0.27481,-1.44275,3.75000,-37.95000,-12.75000,
225539,107,86,85,0.97656,3.90625,1030.76172,-0.38168,0.67939,-0.47328,-67.50000,1.05000,21.30000,51.75781,273.43750,972.65625,1.42748,-0.62595,1.74809,79.50000,-247.20000,-33.90000,-4.39453,-107.91016,1017.08984,-0.19084,-0.54198,-0.14504,4.05000,-39.00000,-13.05000,
230537,109,89,76,-24.41406,9.27734,1019.53125,0.60305,-2.63359,0.79389,-66.60000,1.65000,20.70000,37.59766,257.32422,975.58594,2.43511,-0.85496,-0.95420,79.50000,-247.20000,-33.90000,-2.92969,-117.18750,1011.71875,1.12977,1.09924,-0.47328,4.05000,-39.00000,-13.05000,
235540,109,91,78,-9.76562,10.25391,1024.90234,1.12214,1.75573,3.30534,-66.60000,1.65000,20.70000,44.43359,262.20703,978.02734,0.68702,1.45038,-2.00763,78.00000,-246.89999,-34.35000,0.97656,-114.74609,1027.83203,-0.74046,-0.40458,0.42748,5.10000,-37.95000,-12.75000,
240542,108,88,77,7.32422,20.01953,1012.69531,-2.39695,2.01527,-0.87786,-67.95000,2.10000,20.85000,21.97266,262.69531,966.79687,0.17557,2.32061,1.21374,78.00000,-246.89999,-34.35000,3.41797,-103.51563,1013.67187,-1.00000,1.40458,0.95420,5.10000,-37.95000,-12.75000,
245541,106,89,79,-6.34766,-0.97656,1024.41406,-0.66412,2.87023,-0.56489,-67.95000,2.10000,20.85000,46.87500,259.76562,967.77344,-0.67939,1.28244,-0.52672,79.35000,-248.25000,-33.45000,-9.76562,-126.46484,1015.13672,-2.33588,0.12977,-4.01527,5.85000,-38.55000,-12.45000,
250540,119,86,84,-9.27734,12.20703,1018.06641,1.66412,0.33588,1.54198,-67.95000,2.10000,20.85000,39.06250,262.69531,969.23828,0.35115,0.03817,-0.35878,79.35000,-248.25000,-33.45000,-1.46484,-113.28125,1010.74219,0.06107,2.70229,-1.68702,5.85000,-38.55000,-12.45000,
255543,108,91,83,-20.01953,2.44141,1025.39063,1.82443,-0.80916,0.44275,-67.95000,2.10000,20.85000,51.26953,262.69531,975.58594,1.47328,-0.45802,0.16794,78.90000,-248.25000,-33.45000,3.41797,-105.46875,1002.44141,-0.66412,0.46565,0.79389,5.85000,-38.55000,-12.45000,
260541,109,94,77,-4.88281,-1.95312,1023.92578,-3.39695,-0.70992,1.61069,-68.10000,3.45000,20.40000,47.36328,258.78906,980.95703,1.54198,0.49618,1.05344,78.90000,-248.25000,-33.45000,0.97656,-125.97656,1002.44141,0.79389,1.31298,-1.90840,5.85000,-38.55000,-12.45000,
265542,111,91,79,-12.20703,16.11328,1011.71875,-0.84733,2.32061,2.86260,-68.10000,3.45000,20.40000,37.59766,258.78906,969.23828,0.67939,-0.29008,0.08397,78.90000,-248.25000,-33.45000,5.37109,-114.25781,1005.85937,0.23664,-0.70992,0.33588,4.05000,-39.30000,-13.80000,
270542,105,89,77,-20.99609,0.97656,1025.39063,-0.44275,-2.41221,4.59542,-67.50000,2.10000,21.30000,49.80469,252.92969,982.42187,0.93130,-0.12214,1.96183,78.90000,-248.25000,-33.45000,6.83594,-103.51563,1024.90234,-0.12214,1.14504,1.74046,4.05000,-39.30000,-13.80000,
275542,107,89,79,-4.39453,-5.85937,1025.39063,0.88550,-1.33588,3.95420,-67.50000,2.10000,21.30000,57.61719,250.97656,977.53906,-0.03053,0.89313,0.00000,80.25000,-247.20000,-33.90000,6.83594,-121.09375,1003.90625,-1.12214,-0.28244,-1.93893,4.05000,-39.30000,-13.80000,
280542,107,91,79,-8.30078,9.76562,1021.97266,-2.00763,3.16031,-2.58779,-67.65000,1.65000,21.00000,41.01563,265.13672,975.09766,0.70992,0.43511,0.72519,80.25000,-247.20000,-33.90000,1.95312,-113.28125,1016.11328,-0.73282,1.80153,0.74809,4.05000,-39.30000,-13.80000,
285541,106,89,76,-12.69531,24.41406,1027.34375,-1.96183,1.44275,-0.33588,-67.65000,1.65000,21.00000,60.54688,252.44141,964.84375,1.29771,2.30534,1.51145,78.75000,-248.85001,-33.30000,6.83594,-99.60938,1016.60156,-0.91603,2.50382,-0.87786,4.35000,-36.75000,-11.70000,
290541,107,87,86,-25.39063,8.78906,1021.97266,-0.32061,1.73282,1.01527,-67.65000,2.70000,19.65000,38.08594,269.04297,976.56250,-0.58015,0.13740,1.38168,78.75000,-248.85001,-33.30000,7.81250,-97.65625,1020.01953,-0.67176,0.89313,-0.27481,4.35000,-36.75000,-11.70000,
295543,116,90,83,-12.20703,5.37109,1012.20703,1.38168,-0.55725,1.10687,-67.65000,2.70000,19.65000,47.36328,256.83594,973.14453,-1.83969,-0.17557,2.41985,78.75000,-248.85001,-33.30000,-15.62500,-104.98047,1007.81250,-0.42748,2.06870,-2.28244,4.80000,-38.25000,-13.50000,
300544,107,97,77,-17.57813,6.34766,1029.29688,-2.44275,2.10687,-0.58015,-67.65000,2.70000,19.65000,42.96875,263.67187,978.02734,0.52672,-0.25954,-0.02290,78.75000,-248.85001,-33.30000,4.88281,-101.56250,1018.06641,-1.61069,-0.80916,-1.79389,4.80000,-38.25000,-13.50000,
305544,105,102,79,-11.23047,8.78906,1027.83203,-0.91603,2.57252,-1.64122,-67.65000,2.70000,19.65000,48.33984,256.34766,977.05078,1.48092,0.43511,0.55725,79.20000,-247.64999,-32.10000,3.41797,-126.95313,1007.32422,-1.09160,2.35878,1.82443,4.80000,-37.95000,-13.05000,
310542,107,88,77,-6.34766,17.57813,1020.01953,0.06870,-0.85496,1.86260,-67.20000,2.85000,21.60000,47.36328,256.34766,985.35156,-0.78626,1.06870,-0.48855,79.20000,-247.64999,-32.10000,-1.46484,-103.02734,1020.50781,-0.61069,1.48092,-2.51145,4.80000,-37.95000,-13.05000,
315542,110,90,79,-11.23047,16.11328,1021.97266,-1.06107,0.18321,-0.25954,-67.20000,2.85000,21.60000,49.80469,266.11328,981.44531,0.64885,-0.32061,2.00000,79.50000,-247.64999,-32.55000,0.48828,-104.98047,1020.50781,-0.90840,0.48092,0.70992,5.10000,-39.00000,-13.80000,
320542,105,91,79,-7.32422,2.44141,1018.06641,0.16794,0.58015,-3.35878,-67.20000,1.05000,19.50000,56.15234,269.53125,981.44531,0.12977,0.49618,0.29771,79.50000,-247.64999,-32.55000,0.48828,-117.18750,1009.27734,-0.55725,0.96183,-1.63359,5.10000,-39.00000,-13.80000,
325607,108,91,76,-10.74219,-6.34766,1013.18359,-1.87786,0.93893,-1.09160,-67.20000,1.05000,19.50000,42.48047,249.51172,970.21484,2.06107,0.96947,-0.32824,77.40000,-248.85001,-32.85000,1.95312,-117.18750,1018.55469,-1.55725,3.58779,-2.14504,5.10000,-39.00000,-13.80000,
330604,105,89,76,-20.01953,0.00000,1017.57812,-1.32824,0.86260,-1.93893,-67.35000,2.40000,19.95000,47.85156,250.00000,984.37500,-0.27481,0.86260,-0.18321,77.40000,-248.85001,-32.85000,3.41797,-100.58594,1014.64844,0.49618,0.84733,-1.95420,5.10000,-39.00000,-13.80000,
335603,111,56,72,-16.60156,-2.44141,1018.06641,1.01527,-0.83969,-0.30534,-67.35000,2.40000,19.95000,47.85156,254.88281,968.75000,0.32061,1.96183,1.20611,77.40000,-248.85001,-32.85000,10.74219,-92.28516,1009.76562,1.18321,0.08397,3.72519,4.95000,-37.65000,-11.85000,
340603,107,87,77,-18.06641,0.48828,1020.01953,3.66412,-2.77863,1.66412,-67.65000,1.20000,20.70000,57.61719,252.92969,983.39844,0.70229,-1.00763,1.57252,77.40000,-248.85001,-32.85000,-6.34766,-119.62891,1010.74219,-0.45038,1.69466,-2.04580,4.95000,-37.65000,-11.85000,
345602,104,91,76,-7.32422,18.06641,1022.46094,-3.22901,2.30534,0.54198,-67.65000,1.20000,20.70000,49.80469,275.39062,970.70312,1.67176,1.60305,-0.22901,79.50000,-247.64999,-31.80000,-3.90625,-109.86328,1020.99609,0.02290,1.86260,0.63359,4.95000,-37.65000,-11.85000,
350602,106,90,76,-0.97656,8.30078,1025.87891,-2.33588,0.80153,-0.38168,-67.65000,1.20000,20.70000,42.48047,262.20703,989.74609,2.69466,-1.18321,1.67176,79.50000,-247.64999,-31.80000,3.41797,-103.51563,1009.76562,-0.45802,0.14504,0.93893,4.95000,-37.65000,-11.85000,
355601,107,87,85,-14.16016,6.34766,1017.08984,1.16794,-1.90840,-2.12977,-67.65000,1.20000,20.70000,44.43359,259.27734,980.46875,2.48092,1.72519,0.03817,78.60000,-249.00000,-32.40000,-5.85937,-123.53516,1020.01953,-0.80916,1.64122,0.09924,5.55000,-38.25000,-12.75000,
360600,106,91,79,-20.50781,4.39453,1027.34375,-1.03817,-3.31298,2.67939,-68.70000,1.95000,19.95000,43.45703,267.08984,977.53906,0.88550,1.12214,1.77099,78.45000,-247.64999,-33.30000,-9.27734,-109.37500,1000.97656,0.60305,1.20611,-0.95420,5.55000,-38.25000,-12.75000,
365600,105,93,79,-1.95312,7.32422,1010.74219,-0.59542,-1.13740,0.21374,-68.70000,1.95000,19.95000,45.41016,255.37109,971.19141,1.59542,1.87786,-0.03817,78.45000,-247.64999,-33.30000,-1.95312,-106.93359,1009.27734,0.80153,0.09160,-0.45802,4.80000,-37.50000,-12.75000,
370600,108,90,77,1.46484,2.92969,1021.97266,-1.92366,2.60305,-2.12977,-69.45000,2.40000,20.70000,46.38672,255.37109,976.56250,2.22901,1.96183,-1.15267,78.45000,-247.64999,-33.30000,2.44141,-115.23438,1009.27734,-1.41985,0.19847,1.28244,4.80000,-37.50000,-12.75000,
375599,107,89,76,-5.85937,5.37109,1018.06641,1.73282,-2.40458,1.18321,-69.45000,2.40000,20.70000,40.52734,257.32422,974.12109,0.53435,-0.02290,-1.03817,77.70000,-247.20000,-32.10000,-2.44141,-96.67969,1017.57812,-2.62595,-0.41985,-1.00000,4.65000,-37.35000,-13.35000,
380589,105,86,79,-7.81250,-5.85937,1007.81250,0.90840,-0.84733,0.89313,-68.25000,2.10000,20.25000,36.13281,251.46484,979.49219,2.07634,0.64122,-1.00000,79.50000,-247.20000,-32.10000,-3.90625,-126.95313,1013.67187,-0.05344,-0.41221,-2.89313,4.65000,-37.35000,-13.35000,
385580,116,90,93,-19.04297,-2.92969,1015.62500,-0.19084,0.97710,0.22137,-68.25000,2.10000,20.25000,43.94531,270.99609,988.76953,1.87786,0.70992,2.94656,79.50000,-248.10001,-33.30000,5.37109,-109.37500,1019.53125,-1.58779,1.56489,0.25191,4.05000,-38.25000,-12.00000,
390578,105,87,79,0.00000,0.48828,1015.13672,-2.13740,1.19847,-2.08397,-68.25000,2.10000,20.25000,42.48047,258.30078,974.12109,-1.10687,0.95420,0.89313,78.60000,-248.25000,-33.75000,-2.44141,-112.79297,1023.92578,-1.14504,-0.48092,0.53435,4.05000,-38.25000,-12.00000,
395574,105,88,76,-20.99609,-0.97656,1021.97266,0.19847,-0.93893,1.89313,-68.25000,2.10000,20.25000,42.48047,255.37109,978.02734,0.84733,2.09160,-0.61832,78.60000,-248.25000,-33.75000,13.67187,-109.86328,1019.04297,0.61832,-1.04580,-1.48855,4.05000,-38.25000,-12.00000,
400574,110,90,84,-12.20703,13.18359,1014.16016,-1.61069,0.65649,-1.07634,-67.35000,2.40000,21.45000,61.52344,255.37109,983.39844,-0.95420,1.76336,-1.13740,78.60000,-248.25000,-33.75000,-6.34766,-101.07422,1016.60156,-0.79389,0.54962,-1.58015,4.05000,-38.25000,-12.00000,
405574,108,92,77,-10.74219,6.83594,1029.29688,-2.09924,1.93130,-1.00000,-67.35000,2.40000,21.45000,63.47656,265.62500,991.69922,0.56489,-0.66412,0.57252,78.60000,-248.25000,-33.75000,12.20703,-114.25781,1014.64844,-0.81679,2.00763,-2.33588,4.20000,-37.35000,-12.90000,
410573,106,92,77,-7.32422,5.37109,1012.69531,1.22137,-0.61832,-0.83206,-67.05000,3.75000,20.40000,63.96484,262.69531,976.07422,0.51145,-1.96947,-0.29771,79.35000,-248.55000,-33.00000,-11.23047,-110.35156,1021.97266,-1.86260,-0.64122,-1.44275,4.20000,-37.35000,-12.90000,
415573,109,94,79,-9.76562,7.81250,1020.99609,0.11450,-1.02290,2.72519,-67.05000,3.75000,20.40000,59.08203,255.85937,974.60937,1.35878,0.80916,0.58779,79.35000,-248.55000,-33.00000,0.97656,-104.49219,1012.69531,-0.67176,0.47328,1.06870,4.20000,-37.35000,-12.90000,
420574,107,92,78,-12.69531,-9.76562,1016.11328,-0.28244,1.83206,-0.72519,-67.05000,1.95000,20.40000,35.15625,263.67187,978.51562,0.77863,0.51145,-0.55725,78.30000,-249.30000,-33.00000,14.16016,-115.72266,1024.41406,0.51145,-0.41221,0.93130,4.20000,-37.35000,-12.90000,
425573,107,88,77,1.95312,2.44141,1021.48437,-1.17557,2.74046,-1.87786,-67.05000,1.95000,20.40000,53.71094,255.85937,980.95703,0.25191,0.69466,2.36641,78.30000,-249.30000,-33.00000,-3.41797,-113.76953,1015.13672,0.24427,-0.77863,-0.93893,4.05000,-38.55000,-13.50000,
