,0
0.0,-0.04875958083795241
0.007042303114810668,-0.0678899428765524
0.014084606229621335,-0.07236412249482177
0.021126909344432003,-0.060624190741402316
0.02816921245924267,-0.04231737844379133
0.03521151557405334,-0.02570265031470268
0.042253818688864006,-0.013661673144771631
0.049296121803674674,-0.00865887917967794
0.05633842491848534,-0.011572647882606629
0.063380728033296,-0.019183725353584865
0.07042303114810668,-0.0269018569511257
0.07746533426291735,-0.031069560223892432
0.08450763737772801,-0.03294788765607344
0.09154994049253867,-0.0401550254603214
0.09859224360734935,-0.055607049151233476
0.10563454672216002,-0.06899480188936201
0.11267684983697068,-0.06831593143471702
0.11971915295178134,-0.05388440341956159
0.126761456066592,-0.03494363172364569
0.1338037591814027,-0.019074498616927855
0.14084606229621335,-0.0078472333640781
0.14788836541102401,-0.0006180318807217974
0.1549306685258347,-0.0001121116759882179
0.16197297164064536,-0.008778673877680145
0.16901527475545602,-0.022415618718055298
0.17605757787026668,-0.03389288937462109
0.18309988098507735,-0.039890850723453386
0.19014218409988803,-0.0424367986055348
0.1971844872146987,-0.0450449452090883
0.20422679032950936,-0.04715481719990071
0.21126909344432004,-0.04550026273976586
0.2183113965591307,-0.040320828090994146
0.22535369967394137,-0.03633121636266997
0.23239600278875203,-0.03652411371351249
0.2394383059035627,-0.036315308164138735
0.24648060901837338,-0.02616911171743254
0.253522912133184,0.0007875640626058061
0.2605652152479947,0.041241268205816056
0.2676075183628054,0.0780612016253819
0.274649821477616,0.09232694825312496
0.2816921245924267,0.08205569957418833
0.2887344277072374,0.06154615888486265
0.29577673082204803,0.04312187783995574
0.3028190339368587,0.02640527407821872
0.3098613370516694,0.008109815708525198
0.31690364016648004,-0.007341283826768269
0.3239459432812907,-0.015062942948113823
0.33098824639610136,-0.01747350489163972
0.33803054951091205,-0.019223520055511794
0.34507285262572274,-0.021399244490233452
0.35211515574053337,-0.023220250826962774
0.35915745885534406,-0.02482917090309444
0.3661997619701547,-0.025267301271207993
0.3732420650849654,-0.021610429436130528
0.38028436819977607,-0.01303664319608797
0.3873266713145867,-0.0036957415417851673
0.3943689744293974,-4.52919447615093e-05
0.4014112775442081,-0.004367840481616545
0.4084535806590187,-0.011719455720031509
0.4154958837738294,-0.01447672300032242
0.4225381868886401,-0.008282277553821661
0.4295804900034507,0.004874898311921296
0.4366227931182614,0.014637128368197663
0.44366509623307204,0.009750121900772181
0.45070739934788273,-0.0041593358304424875
0.4577497024626934,-0.009074377410760998
0.46479200557750405,-0.001351387013373711
0.47183430869231474,0.007067171237798957
0.4788766118071254,0.008242776470354169
0.48591891492193606,0.0027290051172391733
0.49296121803674675,-0.004170055058391288
0.5000035211515574,-0.004188144255309984
0.507045824266368,0.007202649527310587
0.5140881273811787,0.02337009905792063
0.5211304304959894,0.0274626479310494
0.5281727336108001,0.003839488441236676
0.5352150367256108,-0.04066451063464444
0.5422573398404215,-0.07177526267978179
0.549299642955232,-0.06489703383001229
0.5563419460700427,-0.03468305580126605
0.5633842491848534,-0.010071413022448898
0.5704265522996641,-0.0007903689600086909
0.5774688554144748,0.0012303953734944947
0.5845111585292854,0.003737660192309723
0.5915534616440961,0.006225855687674522
0.5985957647589067,0.006926071906782158
0.6056380678737174,0.009734749080312566
0.6126803709885281,0.01782679018952052
0.6197226741033388,0.024607354565148884
0.6267649772181494,0.02073004604134077
0.6338072803329601,0.008669332928248537
0.6408495834477708,-0.0002150560827132112
0.6478918865625815,-0.0012772813024419427
0.6549341896773921,0.000427753956735768
0.6619764927922027,-0.0010007991168635415
0.6690187959070134,-0.007933208692349956
0.6760610990218241,-0.019163501435801745
0.6831034021366348,-0.029676107474177666
0.6901457052514455,-0.03433027257064056
0.697188008366256,-0.03187672569984951
0.7042303114810667,-0.02371924842632439
0.7112726145958774,-0.012197881514011582
0.7183149177106881,0.0005667938198050699
0.7253572208254988,0.013157464623789215
0.7323995239403094,0.022675015829934447
0.7394418270551201,0.024188446339939062
0.7464841301699308,0.014350591738626801
0.7535264332847414,-0.003242447729750297
0.7605687363995521,-0.01762958690310918
0.7676110395143628,-0.018182504034019685
0.7746533426291734,-0.00197982426169271
0.7816956457439841,0.025278516348796576
0.7887379488587948,0.051867444875465026
0.7957802519736055,0.0643050056967439
0.8028225550884162,0.05628822388394327
0.8098648582032267,0.03497767146388528
0.8169071613180374,0.012643642332409862
0.8239494644328481,-0.004949224614576877
0.8309917675476588,-0.017817653373188563
0.8380340706624695,-0.02561459782748298
0.8450763737772802,-0.026303311597697353
0.8521186768920908,-0.01895665520650077
0.8591609800069014,-0.008445426227269152
0.8662032831217121,-0.007254799187573994
0.8732455862365228,-0.026025762641422753
0.8802878893513335,-0.05793516818984507
0.8873301924661441,-0.0801331783984033
0.8943724955809548,-0.08061426409360797
0.9014147986957655,-0.07413200520665675
0.9084571018105762,-0.07852657154925874
0.9154994049253868,-0.08764625179506676
0.9225417080401974,-0.08175534254459499
0.9295840111550081,-0.05640886258256084
0.9366263142698188,-0.028046741956619083
0.9436686173846295,-0.013172051572080614
0.9507109204994402,-0.012313205987382272
0.9577532236142507,-0.01493087449735097
0.9647955267290614,-0.012760364914829663
0.9718378298438721,-0.005608452153510407
0.9788801329586828,0.003172584045122964
0.9859224360734935,0.012017861166920116
0.9929647391883042,0.020223633507279192
1.0000070423031149,0.027163998613662768
1.0070493454179255,0.03450785804520025
1.014091648532736,0.0428578656214556
1.0211339516475468,0.046526738176701374
1.0281762547623574,0.03896440690384716
1.0352185578771682,0.022324821034839563
1.0422608609919788,0.006078827050844701
1.0493031641067896,-0.003504200760149346
1.0563454672216002,-0.008883514074748789
1.0633877703364107,-0.01548838277881279
1.0704300734512215,-0.025764483579314882
1.0774723765660321,-0.042141668442069354
1.084514679680843,-0.06572202503612785
1.0915569827956535,-0.08647179202601124
1.098599285910464,-0.08942832823501677
1.1056415890252749,-0.07438226579225257
1.1126838921400855,-0.0543646304011778
1.1197261952548963,-0.03774689304710174
1.1267684983697068,-0.024244990044487907
1.1338108014845174,-0.012765061368086451
1.1408531045993282,-0.005012094937395882
1.1478954077141388,-0.003204442913687053
1.1549377108289496,-0.007285104297148402
1.1619800139437602,-0.015362147469049072
1.1690223170585707,-0.026107361846831222
1.1760646201733815,-0.038164587166713164
1.1831069232881921,-0.04688022351394761
1.190149226403003,-0.04488258743635087
1.1971915295178135,-0.028692988754304045
1.204233832632624,-0.004072460868386005
1.2112761357474349,0.01651916199315012
1.2183184388622454,0.021765839132154814
1.2253607419770562,0.010719958488358645
1.2324030450918668,-0.005280486712047578
1.2394453482066776,-0.014400742925228225
1.2464876513214882,-0.014163379107016424
