Timestamp (uS),IMU1_X,IMU1_Y,IMU1_Z
1.0,0.0,0.0,0.0
5472.0,-4.071532590000001e-06,5.029542855e-06,0.00049792456116
10539.0,-1.6525636605000003e-05,-9.580053600000008e-07,0.00099584912232
15560.0,-2.3231688840000003e-05,5.748046875e-06,0.0015000007330350001
20546.0,-2.4429200445000004e-05,3.8320312499999995e-06,0.001997925294195
25565.0,-3.3769777230000006e-05,8.38256652e-06,0.00249872387634
30556.0,-3.424877991000001e-05,6.706052235e-06,0.0029959299285750004
35544.0,-3.3290774550000006e-05,2.1555169649999995e-06,0.0034976865209850007
40528.0,-3.855981874500001e-05,-2.3950134000000104e-07,0.003998006100450001
45548.0,-4.0236333030000006e-05,-3.1135223250000016e-06,0.004497607175895001
50541.0,-4.861889955000001e-05,-3.832026345000002e-06,0.004993615721430001
55526.0,-5.508545044500001e-05,-3.353023665000002e-06,0.0054960908178600006
60518.0,-6.083349732000001e-05,-3.832026345000002e-06,0.0059985659142900005
65516.0,-6.586304017500001e-05,-2.874020985000002e-06,0.006494813961165
70511.0,-6.8976567405e-05,2.3950232099999992e-06,0.006989864496435
75503.0,-6.562353883500001e-05,3.832036154999999e-06,0.0074865915459900005
80492.0,-6.9216068745e-05,8.622072765e-06,0.007986432122775
85518.0,-7.616162722500001e-05,9.340576785e-06,0.00848291967099
90513.0,-8.286767946000001e-05,1.3651610715e-05,0.00898060473081
95510.0,-7.927514955000002e-05,1.7962644645e-05,0.009482600824560001
100507.0,-8.454419374500002e-05,2.3950192860000003e-05,0.009978609370095001
105501.0,-8.813672365500002e-05,2.7782224110000004e-05,0.010476533931255002
110493.0,-8.933423526000002e-05,3.3290769645e-05,0.010973739983490001
115484.0,-8.478369999000002e-05,3.1374754020000004e-05,0.011471425043310002
120472.0,-8.885523258000002e-05,3.3769772325e-05,0.011967433588845002
125464.0,-9.508228213500002e-05,3.4488276345e-05,0.012464160638400001
130465.0,-9.771680178000003e-05,3.3051263400000005e-05,0.012962564202240002
135465.0,-0.00010298584597500003,3.808080625500001e-05,0.013458333246435002
140466.0,-0.00010801538883000003,3.784130491500001e-05,0.013956257807595003
145467.0,-0.00011280542544000003,3.2332759380000005e-05,0.014455619381700003
150468.0,-0.00011903247499500003,3.0416743755000006e-05,0.014951867428575003
155470.0,-0.00012214600222500003,3.0416743755000006e-05,0.015453384519645003
160466.0,-0.00012621753481500004,3.424877500500001e-05,0.015954183101790004
165506.0,-0.00013268408571000004,3.592528929000001e-05,0.016455700192860002
170507.0,-0.00013124707276500005,3.951781920000001e-05,0.016956738276345
175499.0,-0.00013675561830000005,4.718188170000001e-05,0.017451309808935
180491.0,-0.00014034814821000006,5.173241697000001e-05,0.01794827635983
185489.0,-0.00014346167544000007,4.885839598500001e-05,0.018449314443315
190487.0,-0.00014992822633500008,4.742138304000001e-05,0.01895011302546
195485.0,-0.00015735278749500007,4.334985045000001e-05,0.019447079576355
200484.0,-0.00015759228883500007,5.412744018000001e-05,0.01994763865716
205473.0,-0.00016310083437000007,5.604345580500001e-05,0.02044963475091
210462.0,-0.00016573535401500007,6.179150268e-05,0.02094803831475
215455.0,-0.00017890796205000006,6.562353393e-05,0.021452429426805
220451.0,-0.00018465600892500006,6.777905089500001e-05,0.02194867747368
225447.0,-0.00018776953615500007,6.921606384000001e-05,0.0224475600402
230446.0,-0.00019064355714000007,7.232959107000001e-05,0.02294644260672
235446.0,-0.00019519409241000008,7.185058839000001e-05,0.023442690653595003
240449.0,-0.00019399658080500009,7.735913392500001e-05,0.023943489235740002
245447.0,-0.0001971101080350001,7.807763794500001e-05,0.024441413796900003
250444.0,-0.0002028581549100001,7.759863526500001e-05,0.024946044410295003
255445.0,-0.0002045346691950001,7.975415223000002e-05,0.025442052955830005
260448.0,-0.00020645068482000008,8.526269776500002e-05,0.025942372535295005
265447.0,-0.0002150727575850001,8.909472901500002e-05,0.026439578587530006
270447.0,-0.0002141147522250001,9.604028749500001e-05,0.026937263647350006
275447.0,-0.0002258503473150001,0.00010130933169000001,0.027433751195565008
280447.0,-0.0002344724200800001,0.00010011182008500001,0.027933591772350008
285446.0,-0.0002399809656150001,9.867480714e-05,0.028433432349135007
290450.0,-0.0002447710022250001,0.00010011182008500001,0.02893039890003001
295448.0,-0.0002543510803500001,0.00010250683839000001,0.029431915991100007
300448.0,-0.0003245251544550001,8.646020937000001e-05,0.029957383275030006
305447.0,-0.0003767365790100001,9.244775758500001e-05,0.030450996802260006
310450.0,-0.0002735112366000001,4.5265870980000004e-05,0.030952992896010004
315449.0,-0.00021100122499500008,1.0777589729999997e-05,0.031449240942885
320449.0,-0.0002040556665150001,9.101075444999997e-06,0.031949081519670006
325509.0,-0.0002040556665150001,1.7244140625e-05,0.032442216039315006
330517.0,-0.0002040556665150001,1.580712768e-05,0.032937745582170004
335520.0,-0.0002076481964250001,1.580712768e-05,0.03343806516163501
340522.0,-0.0002126777392800001,1.556762634e-05,0.03393383420583001
345520.0,-0.0002145937549050001,1.987866027e-05,0.03443080075672501
350522.0,-0.0002205813031200001,2.778222411e-05,0.034929683323245
355520.0,-0.0002177072821350001,2.9458738395000002e-05,0.035434553442885
360520.0,-0.0002227368249900001,3.472778259e-05,0.035933436009405
365520.0,-0.00022585035222000012,3.520678527e-05,0.036425852025029994
370520.0,-0.00022968238347000013,3.616479063e-05,0.03692689010851499
375522.0,-0.00022800586918500013,3.664379331e-05,0.037426730685299996
380520.0,-0.00023638843570500013,3.664379331e-05,0.037922499729495
385522.0,-0.00023614893436500013,4.07153259e-05,0.03841970578173
390523.0,-0.00024022046695500014,4.526586117e-05,0.03892098337146
395522.0,-0.00025075855534500014,3.5925284385e-05,0.039421542452265
400525.0,-0.00025435108525500015,3.7362297329999996e-05,0.039920904026370004
405528.0,-0.00024956104864500017,5.0295404025e-05,0.040418110078605005
410528.0,-0.00024956104864500017,5.532494688e-05,0.040919148162090004
415530.0,-0.00024860304328500017,5.939647947e-05,0.041415156707625
420530.0,-0.0002509980615900002,5.6282952239999994e-05,0.041913560271465
425532.0,-0.0002572251111450002,5.867797054499999e-05,0.042408371305395
430535.0,-0.0002603386383750002,6.251000179499999e-05,0.04290797238084
435535.0,-0.0002665656879300002,6.586303036499999e-05,0.043408770962985004
440534.0,-0.0003060835120350002,7.783812679499999e-05,0.043905498012540005
445537.0,-0.0003156635901600002,7.0413565635e-05,0.044408212610310006
450537.0,-0.0003147055848000002,7.688011653e-05,0.04490038912459501
455539.0,-0.0002900368830150002,6.897655269e-05,0.045408851769240005
460538.0,-0.00026920021248000016,5.6282947335000004e-05,0.045914919395580005
465542.0,-0.00026872120980000016,5.3408926350000005e-05,0.04642074752058001
470544.0,-0.0002701582227450002,5.2929923670000004e-05,0.04691747457013501
475545.0,-0.00027758278390500017,4.143382992e-05,0.04742545821210001
480543.0,-0.0002732717499750002,4.83793884e-05,0.047920987754955006
485545.0,-0.0003820056379200002,-1.1496098655000015e-05,0.04837436495406001
490545.0,-0.0004040398200600002,-1.5567631245000016e-05,0.04886893648665001
495546.0,-0.0004342170673800002,-1.8681158475000015e-05,0.049363029016560006
500553.0,-0.0004358935816650002,-1.5567631245000016e-05,0.04985927706343501
505552.0,-0.0004138593995250002,-2.0597174100000014e-05,0.05036007564558001
510558.0,-0.00038847219372000017,-1.4370124545000015e-05,0.05085368917281001
515563.0,-0.00037218605845500016,-9.580087935000013e-06,0.05135257173933001
520558.0,-0.00035853444774000017,-9.810000014198132e-12,0.051846185266560006
525565.0,-0.0003626059803300002,-2.155526775000014e-06,0.05234602584334501
530564.0,-0.0003547024164900002,6.945548669999986e-06,0.05284610592147001
535563.0,-0.0003570974347950002,8.382561614999986e-06,0.05334738351120001
540565.0,-0.0003654800013150002,9.340566974999987e-06,0.05384626607772001
545564.0,-0.0003729045624750002,1.3172598224999987e-05,0.054344669641560005
550561.0,-0.0003702700428300002,1.5088613849999987e-05,0.05484618673263
555560.0,-0.0003700305414900002,2.155516474499999e-05,0.05534530880049
560568.0,-0.00037362307140000023,3.0177237509999992e-05,0.055844909875935
565573.0,-0.00035997146068500024,3.137474911499999e-05,0.056342115928170004
570574.0,-0.0003444038343450002,3.1614250454999993e-05,0.056846507040225
575574.0,-0.0003638034919350002,2.562670223999999e-05,0.05734323408978
580573.0,-0.0003717070557750002,3.113524777499999e-05,0.05784834371076
585574.0,-0.0003475173566700002,4.9337398665e-05,0.058355608848705005
590574.0,-0.0003477568580100002,6.203100402000001e-05,0.05884994087995501
595574.0,-0.0003839216535450002,5.340893125500001e-05,0.05934906294781501
600572.0,-0.0003695515339050002,7.448510313000001e-05,0.05984315547772501
605574.0,-0.0004026028022100002,6.682104063000002e-05,0.06034587007549501
610573.0,-0.0004220024598000002,6.131249509500002e-05,0.06084714766522501
615574.0,-0.0004160149115850002,6.706054197000002e-05,0.06134962276165501
620574.0,-0.00042703200265500023,7.137157590000002e-05,0.06184826582683501
625573.0,-0.00042583449105000024,7.759862545500002e-05,0.06235169893353001
630574.0,-0.00041673341560500025,8.693920224000002e-05,0.06285249751567501
635574.0,-0.00044140211739000025,7.568260983000001e-05,0.06335209859112001
640573.0,-0.00044451564462000026,8.023314510000001e-05,0.06385385518353001
645691.0,-0.00045984376962000025,7.520360224500001e-05,0.06435273775005002
650696.0,-0.00047636940622500023,6.514452144000001e-05,0.06485018330853001
655696.0,-0.0004907395258650002,5.676195492000001e-05,0.06534930537639001
