timestamps,x,y,z
1,0.04486100521759012,-0.39446745967191316,-0.13148915322397106
5476,0.3719447904761017,-3.2328359035457024,-1.0796745428011003
10539,1.4025963735740687,-12.024395073506986,-4.0250192312532675
15568,3.1952208602461956,-26.94996228645994,-9.031622940169928
20563,4.94411417870467,-40.91541200036345,-13.66074534989543
25585,5.608059503594833,-45.44830309854882,-14.923617684884428
30574,5.109622855700723,-40.662525286886826,-12.808695907045296
35563,4.394341397768538,-34.80559620458968,-10.340484301964704
40556,4.279254511550155,-34.12758447895712,-10.036648642165085
45578,4.691501397475184,-37.18087462885061,-11.589583626463465
50571,5.067742393446284,-39.16778033402491,-13.105687119641544
55562,5.11390403378102,-38.37472631324722,-13.462614832562661
60555,5.025700272140009,-36.90013217411854,-13.010602782104403
65551,5.13027866119945,-36.972049638479064,-12.60387555661661
70548,5.416329775880083,-38.44416231898484,-12.556606130187445
75545,5.497242881817945,-39.69766667492588,-12.567024403458817
80538,5.209044683842938,-39.787022169488665,-12.35136368293564
85574,5.050109012625982,-39.14917507736675,-12.072962816846418
90568,5.504110006025418,-38.65076763672964,-12.114239268768713
95560,6.103490111205944,-38.58427916586132,-12.602362370544075
100556,5.940556948389866,-38.66994209034906,-13.264118502654476
105552,5.000426230407552,-38.63305951437074,-13.690064943464867
110550,4.133052857107331,-38.48406217806445,-13.702112235313587
115550,3.764774704875043,-38.33523875235907,-13.470809464959279
120550,3.495023891228511,-38.211775183724434,-13.287380718968016
125550,3.0174322641399813,-38.113077449727875,-13.266650789157666
130553,2.6882684710916473,-38.1214164827029,-13.276046863270839
135552,2.9581023053749003,-38.34315424734811,-13.115413907128127
140553,3.6714467322418733,-38.740258242567855,-12.786194783147874
145553,4.211326338983272,-39.076824340215474,-12.555745007696778
150550,4.2626497605917155,-39.09178243420354,-12.631756155048084
155554,4.184404184166126,-38.732035048940155,-12.843723903681296
160557,4.448260592926941,-38.23031446933721,-12.888287644025192
165599,4.9293502508227185,-37.958239166153696,-12.831448828951418
170595,5.114376070619197,-38.12384114811496,-13.07830238543096
175578,4.881469781427986,-38.576580153285605,-13.817867945424844
180567,4.672742033334998,-38.94260727830315,-14.650072966941524
185559,4.898700184082616,-38.95021589743653,-14.865068090773986
190554,5.452164683554488,-38.644982770185784,-14.20481256315094
195553,5.8737972223780845,-38.31876411293935,-13.261127422523309
200549,5.846519319397758,-38.196062504980034,-12.862834724167783
205546,5.436365275239655,-38.206070829445004,-13.157467102363364
210539,4.941196059531812,-38.125726193055016,-13.565593043166196
215539,4.614789026197873,-37.89169246139146,-13.539369072983966
220541,4.480781312801272,-37.67118913621083,-13.10987376689405
225539,4.349676388062331,-37.659443687710045,-12.70436446097611
230537,4.081801539632296,-37.90607104880067,-12.625898876119868
235540,3.8233254587831587,-38.31797042717578,-12.81284229658542
240542,3.8696454650893095,-38.69387068427382,-13.007609013646366
245541,4.317921177729946,-38.77112101366875,-13.022104052062033
250540,4.961544964900453,-38.471036573588734,-12.851134187210004
255543,5.5084895706981785,-38.112824276481156,-12.619507677721323
260541,5.815688467335569,-38.1110008897396,-12.455667932320903
265542,5.8945255997430515,-38.460777828263275,-12.417866489560854
270542,5.744433067470068,-38.80170796255035,-12.540415533401976
275542,5.2866783737789875,-38.94950098699293,-12.882659484964549
280542,4.5649858539275225,-39.05403987515009,-13.414151128948347
285541,3.9211858445439978,-39.214458748541496,-13.871110130859343
290541,3.739160691656445,-39.185095151811986,-13.871040177469219
295543,4.021552912679428,-38.61702050061186,-13.256918909584762
300544,4.41730121664633,-37.63412815276569,-12.391122618491316
305544,4.646556221780208,-36.98538328280623,-12.018758414933258
310542,4.722351712096537,-37.263298879751446,-12.526942957560737
315542,4.77521485315137,-38.0948180601469,-13.387064479124525
320542,4.851328098977836,-38.60774476893079,-13.755460310455284
325607,4.933543465740669,-38.57339212982874,-13.53436270404061
330604,5.019269983611603,-38.51997943786985,-13.348990313478154
335603,5.098799912143021,-38.791237641181766,-13.558664518908534
340603,5.128381621735841,-39.04786825797742,-13.77117988484619
345602,5.079419356401468,-38.79598833471532,-13.403973130921116
350602,4.986638194204149,-38.076085679821766,-12.465234413121387
355601,4.926358922941103,-37.44623098126732,-11.616879950549464
360600,4.966590067116735,-37.36827656674615,-11.477830216139278
365600,5.1280468630962535,-37.76178292252805,-12.012767518287298
370600,5.325743897924691,-38.158824480333315,-12.67036942267314
375599,5.363497481934971,-38.169379183047816,-12.981554181051388
380589,5.119069944456671,-37.79375125866952,-12.943790713486882
385580,4.7334458170171985,-37.3733129166843,-12.88051949189437
390578,4.461560504957254,-37.265883322002644,-12.959853651812583
395574,4.352885956867642,-37.55784140353871,-12.944527121757158
400574,4.250979368323225,-38.035145103126645,-12.56154197241079
405574,4.084403535367319,-38.36815599400703,-11.99999646588243
410573,3.971364672912103,-38.34596421154822,-11.770815177878541
415573,4.019332799539762,-37.996505625752974,-12.107081651841481
420574,4.165042142801593,-37.539274436315196,-12.712241770860379
425573,4.260069311198777,-37.2460688715327,-13.111105495587012
430574,4.2367613884491195,-37.29823953460486,-13.1477469867235
435573,4.156372784781153,-37.68779497678313,-13.084744346826291
440573,4.163378836676227,-38.16036947238844,-13.223211015497393
445576,4.396315756928405,-38.33151392023426,-13.525874231089338
450578,4.802464082954701,-38.14783168282192,-13.682428828152844
455580,5.054496306659009,-38.163197685064254,-13.47334514372032
460580,4.891352052048211,-38.86822263560501,-13.008517713048022
465588,4.5324157979801205,-39.82054362275879,-12.632754030728371
470590,4.477579838250813,-40.06252029518684,-12.616644272325406
475590,4.89299455689787,-39.363718539385744,-12.942925592797334
480591,5.4059903887805865,-38.47503043442061,-13.363610275674759
485591,5.525542800255182,-38.1566288643817,-13.618501654744946
490591,5.166485662538396,-38.40278438365826,-13.625688102881785
495592,4.709638646159423,-38.690911337750336,-13.506490516344046
500591,4.547276655709309,-38.66601556063536,-13.4242796597297
505591,4.661360210343649,-38.38888462119513,-13.413749347301929
510592,4.712281503638015,-38.06117534715281,-13.387851329559144
515591,4.459309510159717,-37.75733334330873,-13.276286814489483
520591,4.0324969067898975,-37.50907287043074,-13.114790553557246
525592,3.8199358154878835,-37.48486466983663,-13.008500515954074
530592,4.098896344646194,-37.845390068217675,-13.04308088629875
535591,4.7731641995613545,-38.440450682930106,-13.228712925505077
540592,5.434756609479025,-38.85390613472824,-13.474457511062285
545592,5.6596063424784315,-38.80486626174521,-13.617041408027475
550591,5.34571960414973,-38.460655645895685,-13.570813515927595
555592,4.8149509382210365,-38.30927807131829,-13.455126028434984
560592,4.496821048983513,-38.63591635427882,-13.462222246454596
565591,4.519129869081543,-39.17377709949006,-13.617288693632103
570592,4.684671033713637,-39.42589409092041,-13.80674959756391
575592,4.780203798216047,-39.25348682334071,-14.003833087771364
580591,4.781499202447484,-38.95926043597546,-14.273175359543943
585592,4.775050771695061,-38.840609460729056,-14.550510522944046
590592,4.8078227214889875,-38.81585995328161,-14.6007328479124
595591,4.867162833500383,-38.54964181074284,-14.245301687208238
600592,4.943785625230365,-37.95918857292066,-13.542615080574029
605592,5.047234657579642,-37.474158659216165,-12.738920978901708
610591,5.153717403997082,-37.59014757691651,-12.143032525425784
615592,5.178275526566072,-38.24109584201709,-12.024917370076539
620592,5.040494850207098,-38.84159088624826,-12.419977823599963
625591,4.7568989113614,-38.91283584457638,-12.988823571709533
630590,4.451089927309139,-38.52258230259541,-13.283942422832718
635591,4.273953779190567,-38.12445705042931,-13.192069800762374
640590,4.308533319821689,-38.05609898958733,-12.955587646963382
645695,4.528678128885085,-38.25745001466378,-12.796761839154133
650703,4.815881643178807,-38.451759277559226,-12.71173227529917
655703,5.008748781108453,-38.482709388188525,-12.637971664376927
660703,4.976080545855219,-38.419556552700115,-12.656731426741914
665703,4.683127316705212,-38.39452220436015,-12.929005539870957
670703,4.211420979293384,-38.3936266657015,-13.441013857892862
675703,3.7424632960619344,-38.24895997561288,-13.896983757900617
680703,3.549647029999876,-37.899261889134635,-13.954764451341479
685703,3.890289456123724,-37.59336184300071,-13.559248997001122
690703,4.627284149369167,-37.671744435600196,-13.02124576754131
695703,5.043991609550719,-38.16448725722738,-12.772892411987609
700703,4.541626344914983,-38.73921493231244,-12.978036032309166
705703,3.5068114397564423,-39.03857148541355,-13.380750741111706
710703,2.9554436213045876,-38.99717857089898,-13.646872798398146
715703,3.333538314447321,-38.82990272431294,-13.78381709720652
720703,4.109327562238382,-38.760820894647665,-14.023038200865162
725703,4.535210249414608,-38.80057912072432,-14.366756622106534
730703,4.479712306680728,-38.746578164519306,-14.514045536123774
735705,4.391153337265619,-38.38307489921965,-14.24119286010832
740706,4.56563929880561,-37.80163223672531,-13.667371739491987
745706,4.726018196571887,-37.47869894275262,-13.11807152155452
750704,4.550412386066034,-37.73698082910803,-12.863058454460834
755706,4.338128098973126,-38.20148761381467,-13.003579411419658
760708,4.605133612694464,-38.237001820858204,-13.430104804991094
765717,5.1749583996986965,-37.84664549889452,-13.819879255472719
770736,5.34875377709887,-37.617594131034565,-13.840811338276943
775750,4.944680423232503,-37.82731409667618,-13.443941311073303
780762,4.544852847879557,-38.11312061397133,-12.90011491152603
785768,4.662901758933123,-38.063287403721745,-12.54108133029117
790781,5.136936054553341,-37.74129559682865,-12.482768563073758
795788,5.4630518718479095,-37.512846489507446,-12.591258565742597
800792,5.4412003109307925,-37.60203342701385,-12.6953061443103
805803,5.3105366771753015,-37.951996281421444,-12.774456556907438
810808,5.348891553472019,-38.363607129329225,-12.898138952355941
815814,5.525395277162336,-38.63725392103721,-13.04705093416124
