IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
-1.95312,-3.41797,1019.53125,-0.0274456515534612,0.0251807377831481,-0.0059953805135257
0.48828,-13.18359,1014.64844,0.0034639549664331,-0.0579555776746489,0.0295773967018471
0.0,-9.76562,1018.55469,0.0369049870334201,-0.0174532925199432,0.0427671989250186
0.97656,-3.41797,1010.74219,-0.0495619402359577,0.0021317451483858,-0.0143890179522168
-5.85937,0.48828,1027.34375,-0.0305099261211876,0.0049295079393327,-0.0262466103573411
-2.44141,11.71875,1006.83594,0.0398360929792193,-0.0182526533173567,0.0358392889921523
-2.92969,-1.46484,1022.46094,0.040235773377926,-0.0147886983509235,0.016787100344457
-15.625,-0.48828,1020.99609,-0.0178529729186499,0.0191853572696224,0.0317089673173077
-2.44141,-1.46484,1021.97266,-0.0516936853843436,0.0599539796681824,0.0063950609122324
-6.83594,-4.39453,1030.27344,0.0010658725741929,-0.041834669505678,0.0139893375535101
11.71875,-2.44141,1004.88281,-0.0054625314928918,-0.0198513749121835,0.0054625314928918
-15.625,3.41797,1024.41406,0.016787100344457,-0.0215834396618626,-0.020117886688963
-4.88281,-7.32422,1016.60156,-0.037970859607613,0.0233155044115418,-0.0419678381276052
-24.41406,4.39453,1026.36719,0.0407687969314851,-0.0297105653237742,0.0255804181818548
4.88281,8.30078,1022.46094,0.0478300500192038,-0.0544916227082157,-0.03064326927604
-20.01953,2.44141,1022.94922,-0.0571562168772355,-0.0137228257767306,-0.0342403928644003
-6.34766,-2.44141,1014.64844,-0.0382373713843925,-0.0018652333716063,0.0091929982361045
0.48828,-21.48438,1020.01953,0.020117886688963,-0.0121241041819038,0.014522186574144
-11.23047,-2.44141,1030.76172,-0.0015987215948268,0.014522186574144,0.0241148652089552
-2.92969,-5.85937,1009.76562,-0.0157212277702641,0.0716784034513795,-0.0110582316077108
-9.76562,12.20703,1017.57812,-0.0255804181818548,0.0093261668580317,-0.0764747427687851
3.41797,15.13672,1016.60156,0.0166539317225298,-0.0202512298438154,0.0334410320669869
8.78906,11.71875,1018.06641,0.0126569532025376,-0.0567565364785288,0.0267794593779749
-16.60156,10.25391,1019.53125,0.0023980823922402,0.0225161436141284,-0.0307764378979672
