IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
3.90625,3.90625,1030.27344,0.0275788201753884,-0.0141225061754373,0.0750091897958855
17.57813,-1.95312,1020.01953,-0.0101255276554451,-0.0142556747973644,0.0349065850398865
-12.20703,-4.39453,1031.25,-0.0353062654385932,-0.0157212277702641,-0.0566231933236764
0.48828,7.32422,1004.39453,-0.0423675185263119,-0.0058622118915985,0.0142556747973644
13.18359,-1.95312,1020.01953,0.0476967068643514,-0.0341072242424731,0.0103920394322246
-3.90625,-1.46484,1015.625,0.0047963393174056,-0.0106585512090041,0.0582220894514284
-11.71875,-3.90625,1016.60156,0.0226493122360556,-0.0289112045263608,-0.0062618922903052
-10.74219,4.39453,1016.11328,-0.0059953805135257,0.0656830229378538,-0.0421010067495324
3.90625,-5.37109,1020.01953,-0.0090596550812521,-0.0139893375535101,0.0003996803987067
-5.85937,-1.95312,1012.69531,-0.0027979373238721,-0.0503614755662963,-0.0089264864593249
-7.32422,-0.97656,1026.85547,0.0187856768709157,-0.052493046181757,0.0138559943986577
-4.88281,0.48828,1023.92578,0.0161209081689708,-0.0353062654385932,-0.0138559943986577
-5.37109,0.97656,1020.99609,-0.0138559943986577,-0.013456313999951,-0.0311761182966739
-5.37109,-2.92969,1018.06641,-0.0434333911005048,0.0,-0.023981696587028
-2.92969,-1.95312,1017.08984,0.0006661921754862,-0.0097258472567384,0.0563568560798221
-1.95312,-2.92969,1014.16016,0.0207840788644492,-0.0283781809728018,0.0075941021083525
6.83594,0.0,1023.92578,-0.0193185258915496,0.0091929982361045,0.0119907610270514
-11.23047,4.39453,1015.13672,-0.0298437339457014,0.0070612530877186,-0.051827028539196
0.97656,-6.83594,1015.625,0.0035972981212855,-0.0011990411961201,0.0277121633302407
0.97656,7.8125,1017.57812,0.0472970264656447,-0.0447657754514773,0.0123904414257581
