IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ,IMU1_MagX,IMU1_MagY,IMU1_MagZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyrX,IMU2_GyrY,IMU2_GyrZ,IMU2_MagX,IMU2_MagY,IMU2_MagZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,IMU3_GyrX,IMU3_GyrY,IMU3_GyrZ,IMU3_MagX,IMU3_MagY,IMU3_MagZ
-874.51172,137.69531,-451.66016,-0.4588484566127108,-0.06634921511334,-0.9680582142587928,-9.45,27.75,15.6,-593.75,44.43359,838.86719,0.0552909835056291,0.0073277648644981,-0.0981913510525749,90.9,1.8,69.75,-977.05078,79.10156,221.67969,0.2049096826986934,-0.0766079113907123,-0.0483628990398376,60.3,20.85,1.5
-874.02344,101.5625,-416.99219,-0.5194686284563794,-0.0667488955120467,-0.9883092695696832,-9.45,27.75,15.6,-600.58594,43.94531,828.125,0.080871401687484,-0.0002665117767795,-0.0943277156874351,91.35,0.15,69.15,-979.98047,90.82031,224.12109,0.2158345711515519,-0.0634181091675407,-0.0913966097416358,60.6,21.0,0.6
-853.51562,80.07813,-399.41406,-0.4965528044435443,-0.0784731447623186,-0.9844456342045432,-8.25,28.65,15.75,-589.35547,24.90234,827.14844,0.0984578628293545,0.0523598775598298,-0.140026020558253,91.05,0.9,68.85,-976.07422,75.68359,223.14453,0.1965160452600023,-0.0401026047559989,-0.0098591904115907,58.5,19.35,0.15
-836.42578,51.26953,-388.18359,-0.4540521172953052,-0.0287778613715085,-1.050261825764324,-9.6,26.7,15.75,-573.73047,23.4375,853.51562,0.0812710820861907,0.0584886012282079,-0.1183094122744632,91.05,0.9,68.85,-984.375,71.77734,232.42187,0.2105053828135125,-0.0193185258915496,-0.0042633157638465,60.15,20.7,1.35
-872.55859,38.57422,-422.85156,-0.411018406593507,0.0119907610270514,-0.9332847978408336,-9.45,28.5,16.65,-548.33984,33.20313,922.36328,0.0479632186411309,0.0790061683158777,-0.05475795995207,91.05,0.9,68.85,-985.83984,70.3125,241.21094,0.1446891912537315,-0.0122572728038309,-0.0350397536618137,60.3,20.1,1.5
-915.52734,34.17969,-468.26172,-0.3565267838852912,-0.0584886012282079,-0.8235021916269885,-9.0,27.15,16.8,-544.43359,35.64453,922.36328,0.0286446927495813,0.0390367321818059,-0.0692803210591393,89.85,2.25,69.75,-989.74609,104.00391,250.97656,0.1528161423827179,-0.0106585512090041,-0.0476967068643514,60.3,20.1,1.5
-899.41406,-7.8125,-446.28906,-0.3595910584530177,-0.0269126279999021,-0.7955236910528934,-8.1,27.0,16.65,-540.03906,46.875,857.42187,0.0454317930940384,-0.0109248884528585,-0.0692803210591393,91.65,0.75,68.7,-986.81641,104.49219,257.8125,0.1417580853079322,-0.0066615726890119,-0.0774072721881257,59.25,20.1,0.15
-937.5,-50.29297,-447.26562,-0.3932986022967842,-0.070346019100407,-0.6339142308327776,-8.25,28.95,16.5,-554.19922,38.08594,824.70703,-0.0027979373238721,-0.0639509581881746,-0.0920628019171221,91.35,0.15,70.95,-979.00391,91.79688,258.30078,0.1263031947815224,-0.0480965617959833,-0.0203843984657425,59.1,21.45,1.05
-960.9375,-52.24609,-433.59375,-0.2376845225901941,-0.1244379614099161,-0.5495788741788604,-9.0,26.4,17.55,-560.05859,64.45313,816.89453,0.0377045223637587,-0.0133231453780239,-0.067015232755901,91.35,0.9,69.6,-960.44922,120.11719,266.60156,0.0771409349442713,-0.0479632186411309,-0.0427671989250186,59.1,21.45,1.05
-963.86719,-28.80859,-400.87891,-0.2268928027592628,-0.13776110678794,-0.4922894886796977,-7.65,26.55,15.6,-562.5,47.36328,827.14844,0.0106585512090041,-0.0443659205198454,-0.0390367321818059,90.15,1.5,69.0,-940.42969,101.5625,256.83594,0.0790061683158777,0.0436999028772844,-0.0646171503636608,59.85,21.0,1.05
-911.62109,-13.18359,-365.23437,-0.2244947203670226,-0.1140459219776914,-0.368117864513636,-7.65,26.55,15.6,-543.45703,34.66797,824.21875,-0.0198513749121835,-0.0314426300734534,-0.0126569532025376,90.45,0.3,69.0,-968.26172,97.16797,250.48828,0.096459460835821,0.1322985752950481,-0.0314426300734534,60.75,19.35,0.75
-865.72266,30.76172,-371.58203,-0.1593445464498027,-0.1322985752950481,-0.3794426078981264,-7.65,26.55,15.6,-555.66406,38.57422,829.58984,0.0235820161883213,-0.0166539317225298,0.0166539317225298,90.45,0.3,69.0,-985.35156,85.9375,229.00391,0.0488959225933967,0.1413584049092255,-0.068081105330094,59.1,20.7,2.4
-840.82031,38.57422,-343.26172,-0.1847917960097304,0.0067947413109391,-0.3794426078981264,-7.65,26.55,16.05,-575.68359,41.99219,832.51953,-0.0106585512090041,-0.0325085026476463,0.0085268060606182,90.45,1.5,70.5,-1006.34766,79.10156,216.79687,-0.0005328490206338,0.0787396565390981,0.0,60.0,19.05,0.15
-796.38672,62.5,-362.79297,-0.1449555284975858,0.0863337586474507,-0.3104287986157666,-7.95,26.4,16.8,-579.10156,44.43359,869.14062,0.0175864611418704,-0.0130566336012443,0.063684446411395,91.65,1.8,67.95,-998.04687,73.24219,222.16797,-0.0331745202902074,-0.0133231453780239,-0.0073277648644981,60.0,19.05,0.15
-849.60937,51.26953,-395.99609,-0.0933951862680945,0.1245711300318432,-0.1957166844625889,-7.5,25.35,17.25,-573.24219,45.41016,895.99609,-0.0334410320669869,0.0035972981212855,0.0126569532025376,91.65,1.8,68.7,-1003.41797,69.33594,233.39844,-0.0626187483701273,0.0137228257767306,0.0005328490206338,59.4,20.25,0.3
-919.92187,21.48438,-424.80469,-0.1136462415789847,0.2005130237799945,-0.1754656291516987,-8.25,27.9,17.85,-564.45312,15.625,890.625,-0.0394364125805126,-0.0141225061754373,0.0856677410048896,91.65,1.8,68.7,-995.60547,57.61719,219.72656,-0.0171867807431637,-0.034640073263107,-0.0021317451483858,59.4,20.25,0.3
