timestamps,ax_filtered1,ay_filtered1,az_filtered1
1,-0.8948834207186426,0.266046181404479,49.871600948371594
5460,-4.232337841214487,1.3974944067172013,258.0861115895446
10524,-8.817629242433002,3.0348973602710982,616.6867951824569
15547,-11.438055680352724,4.0415368185712115,946.4938417965095
20551,-11.388655150008125,4.711221271463066,1108.9175138361063
25580,-9.897403523032745,5.860857155829722,1117.6600063701921
30575,-8.31820527232211,6.651577878609921,1060.9648978792295
35571,-7.87711855805714,6.015994964786842,1012.5663972321114
40566,-8.282393477628332,4.74046370798861,998.0322595869584
45593,-9.205499247783962,3.4710575842387423,1007.3072175908161
50584,-11.289677521775253,2.5060177756632225,1020.8542321465318
55577,-12.834490475939438,3.6161559692575334,1026.6139439932758
60574,-11.879158362736591,5.741386465866661,1023.0760390310608
65570,-9.981158508945242,5.612168702892791,1015.4203197107024
70566,-9.040487735185259,4.498714201101716,1010.7239051786214
75565,-9.620517790346556,5.740232036965766,1012.7680788286248
80562,-11.243925267695746,8.592896410101645,1018.9774782942368
85595,-12.258330958082652,9.269577179963873,1022.9133740355663
90582,-11.95174620058849,6.887148535610459,1021.4635259536672
95577,-11.330869179338665,4.041018221139074,1018.0644812359033
100575,-12.46210580464679,2.7271642375070893,1017.0690879418197
105573,-15.472413703359413,4.473575677666164,1018.2476329553949
110571,-17.15407895763058,8.59713382236409,1019.7447400642764
115569,-15.47585190804932,11.290572347069942,1021.8813463181305
120568,-11.391648394241432,10.75095340895569,1024.2099451482916
125568,-7.634597265940392,7.729176253571853,1024.3530131611838
130570,-7.4282976108583,3.9489022585108575,1021.6451109167034
135571,-11.731803259748455,2.0930880110584393,1018.768348050818
140571,-17.63997717651533,3.5541461419421916,1018.1039937393778
145571,-20.538117702900333,7.038354414489129,1017.8001568918629
150571,-18.959647272638236,8.919361790124613,1015.4815424696752
155574,-14.955131864730738,7.067452591607801,1013.0041784590153
160576,-10.227899962342606,4.449393087084466,1013.3179163985952
165616,-6.167963787703377,4.672585222044204,1015.4257472790848
170615,-4.503287127351929,6.9825351064846455,1016.1785006650173
175603,-5.928439831421967,8.473300847791267,1014.9280336511018
180589,-9.513798649588637,8.193252509680235,1013.7978767582453
185585,-12.966443413802184,6.930918799227935,1013.9665883374828
190580,-15.743444336454484,5.13887800157109,1013.5917607323119
195579,-19.09279839167192,3.291955872502188,1012.5687183745979
200576,-21.23724593980528,2.94482246621894,1014.1552895556209
205574,-19.3619175274482,4.644146012606832,1018.4730493419203
210571,-14.894264815608393,6.629956801930447,1021.2290182834707
215571,-11.42469398407575,8.698478922261648,1019.6858121100424
220570,-11.139105747942047,12.179136152120467,1016.2309528717423
225571,-13.694801496390294,14.888065240160657,1015.3149910611832
230570,-15.707881349391638,13.697312572446373,1018.3048334482144
235570,-14.318256378708076,10.835438113842038,1022.8109911320267
240574,-11.388667288867847,10.284149045833754,1025.1384356388676
245578,-10.752869611152612,11.737304476354385,1023.5223123105293
250582,-12.51453764907301,11.915627563423879,1020.1376099703816
255585,-13.898950667170862,8.834635634806197,1017.7953430704597
260583,-14.79856670552745,4.581096071678401,1016.408602989893
265586,-17.80771354623722,3.2345703985355914,1015.0904306780874
270587,-22.27152145275755,5.802075343950781,1014.8542644104862
275587,-23.746441831089946,9.281551700741845,1016.418750202913
280585,-20.809098172710446,10.650685859223833,1017.6388538671679
285586,-15.751139537089413,9.061136564737186,1017.1370469855704
290587,-10.59789879285776,5.386292265816276,1017.1055076621167
295588,-8.693096996586386,2.3387175304850985,1019.5694286117434
300586,-12.126651769205496,2.1520033299964725,1023.1590745042719
305587,-16.804432865739447,4.106020902173714,1024.5224818099512
310588,-18.910454274976754,5.941415797267518,1022.5934751327787
315586,-19.276415631175237,5.890248305839971,1020.3331383723853
320587,-18.348286538722377,4.5807944105154785,1020.7366517428251
325647,-16.07182969766238,5.0407955298027565,1023.0449168603578
330661,-14.09892924805022,8.753021691095208,1024.6993723446558
335669,-13.021144888048898,12.735096956960932,1024.780648589621
340673,-12.731521639145525,12.640883435367186,1023.5337612901465
345677,-14.276079523754708,8.143148832465673,1021.3856395186236
350676,-15.93032478880581,3.071761495535129,1019.5751694175083
355676,-14.585042620187156,1.6266471123191062,1019.1091681415598
360675,-12.470433072911664,4.501975469217144,1020.0396754992348
365675,-13.330118042209786,8.319248021511415,1021.969698830048
370678,-15.083226563327596,9.853063807863247,1024.4920771916316
375677,-13.739429120119324,8.721714267663502,1027.1269442514115
380676,-10.689438986960255,6.744674048295212,1027.6830811500356
385675,-10.112085079292223,5.784775522666196,1024.787223786319
390675,-12.20106774470714,5.841130838670967,1021.4951646306796
395677,-14.029463085672937,6.229727943192156,1021.3099352688665
400679,-14.451255925272333,6.9693237129026375,1023.9301170408373
405682,-14.271085002449759,7.662739591607514,1026.7708725888028
410684,-14.721474365766928,7.6686448533838565,1027.666302840921
415684,-17.629214367392194,7.464118493954102,1026.4134661298972
420684,-22.07229332051594,6.858356451586382,1024.701765263284
425684,-23.26576998313842,5.0399886197460635,1023.4421216927592
430684,-19.85675185355067,3.1512928363265016,1021.4008946331764
435684,-15.894920730407275,2.3323018039745294,1018.1220847673708
440683,-13.997798051009752,1.6706721661101815,1015.7287271065243
445686,-12.75084303972833,0.24425347427168836,1016.0610615420718
450694,-10.794626526013428,-1.9120077374571889,1018.1690599368909
455703,-9.877891166764895,-3.370730714516604,1019.0415690407006
460706,-11.888863618745802,-1.5122160807695115,1017.6424624240497
465711,-15.77906714790889,3.276060098119257,1017.0302330847516
470723,-19.160326316146335,7.490382859734119,1019.1299781423951
475728,-19.90897858104031,9.383301347611887,1021.8272284330411
480736,-17.171841562794842,9.43035805183929,1022.569055353462
485745,-13.041419318586463,8.578939442276294,1021.1175472127964
