Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,Roll3,Pitch3,Yaw3
-0.003914059115683047,-0.011075726772138602,-0.0031751916899132246,0.011191864757453394,-0.005653942498162326,-0.0028631522055231743,0.011934725050518935,-0.0037776208314735716,-0.0005423734396745113
-0.00401376752523722,-0.011079034271855477,0.002061458062114151,0.000881051240787473,-0.011460927599953456,-0.002603138118298551,0.01163403260883067,-0.004112467524423206,0.002648432476790296
0.004881942141722825,-0.015074131555180116,0.0006863777970303677,-0.007048487806535934,-0.011085601321093791,0.0015350318714767365,0.012723651967963724,-0.0014196948019534008,-0.0011909976355001808
-0.004414197468809151,-0.008715502305855587,0.0024507157307103577,-0.011250048780288922,-0.006012952914259751,-0.0017093296770390749,0.011559729835048242,-0.0019724246418815726,0.001671561026272403
-0.009356930006627382,-0.004807538074448738,-0.0004270874423107366,-0.006298724860225854,-0.010018411665694824,-0.0013505993204686755,0.01157865302319733,-0.0023124795293902895,6.846634057152812e-05
-0.00973060287671624,-0.005793699142422393,-0.0014346180248946577,-0.0004502487995932033,-0.01042099154252633,-0.0014427090541596509,0.013641469206471591,-0.004788181212584645,0.00025896999442961597
0.0045563279234999005,-0.012095833159253389,0.0031827290511682593,-0.0007789137729749981,-0.012996229139241262,-0.00040449166066510036,0.011565528973769083,1.647572161645028e-05,-0.002717558336624286
-0.007718081059536326,-0.0058454310965713775,0.0010538337070768692,-0.012806561879050039,-0.005926730398815368,-0.002449717638099874,0.011783185827187806,-0.0016503208660766646,0.0021067003010720948
-0.0032147427642776464,-0.0075933479128599286,-0.00017535697680243778,-0.002274927457574154,-0.012602583398027296,0.0017025401925012834,0.011398338702965406,-0.004550044074817944,-0.0037409125882350057
0.004694799811815394,-0.011092781393352645,-0.0008248844696572977,-0.007837257633318613,0.006686481951559045,0.0011293126915691168,0.011631701123576347,-0.0007673718631280178,-0.0014046578925795987
-0.007906252849427576,-0.002952678261009642,-0.0015036162796645068,-0.004388071064370792,-0.011467535104358812,-0.0015491808719314442,0.01221216770604111,-0.002310182788234521,0.0005646438008862413
-0.00019239794242144852,-0.015042426249659395,0.0005954452560597537,-0.011613044452091888,-0.006627792828007987,0.0009243316799338631,0.013401501968497265,-0.0018376082857762758,0.0003280250914021442
0.0033760595271137106,-0.01148498182880201,-0.000313318366828266,-0.007210989481862141,-0.009876742282061288,-0.0010833484787527844,0.012713467055653991,-0.004824874026776213,-3.8705300137254124e-05
-0.011255740515454754,-0.005301484069559812,-0.0010223792624091275,-0.004791672524013634,-0.010657356394975396,0.0003363256398212677,0.010357199806461015,-0.002903799918159461,-0.0009391924559250831
-0.005919361982381018,-0.010204162784338854,-0.0007628328919366466,0.007501761192099783,-0.009484831468564721,-0.0001074909265454607,0.009423356750847925,-0.0033254874484011524,0.000724916530854001
-0.006102260978587865,-0.010589989914746686,-0.0007627960589531324,-0.0003992705433840637,-0.01076991106149178,0.0015496575254291553,0.01029874825502425,-0.002947219378830951,0.0006485851229743632
0.004928808602456293,-0.010234871243806643,-3.8610221967702504e-05,-0.009014816644116332,0.0074478178648502685,-0.0025349359128360198,0.012449480441270356,-0.0008602589296639253,0.0008319665395520551
-0.0024410463719870307,-0.008707843512584535,-0.0010303445041988906,-0.007002578203899187,-0.009923304830208302,0.0025196864030585285,0.012673198966772468,-0.00799931851182123,0.0008235453191546703
-0.01057370369035366,-0.004363074830166967,0.0009546025938598887,-0.010926522772151583,-0.007039222143735624,-0.00012146879679759532,0.01348324699666486,0.00046043512211958526,0.0019084541762442297
0.0037518188169489344,-0.01008709751929606,0.0009538697403784241,-0.004565990993538276,-0.011627349712379971,0.00047374330091342297,0.011652644387094024,-0.0038935231854187223,-0.00025230592655519756
-0.00858998588865746,-0.00724806407779554,-9.869667229872818e-05,-0.008085104421737587,-0.010293146529533065,5.416624166725921e-05,0.010699419132783406,-0.0031565079353279278,0.002732525276189986
-0.011030741686164277,-0.006226683279881759,-0.0005948206108626201,-0.0021709858907918967,-0.010572506676697976,5.364030064245487e-05,0.00975965341770447,0.001907112030484522,-0.0027021275725921485
0.0003845728628322898,-0.012331579458481684,-0.0017252313850368924,0.00046303830625576373,-0.012378363687762644,-0.0012366900180914376,0.01106389905671807,-0.002699940023362416,0.0008470693187945125
-0.009314465041292842,-0.0014153684411406567,0.0008321750468527668,-0.00018943310919471585,-0.011164556063771827,0.0007481084562927215,0.012597809145827707,-0.0046635063348926175,0.0018086473097045671
-0.0002924117087187221,-0.00971618031790205,-0.0006411952065013615,0.0048494261042427225,-0.011913641288951067,-0.0002295141760820948,0.011691796116621656,-0.0035348147920705644,0.00438894934010188
-0.00556398516401203,-0.01058501484502852,-6.055604533987018e-05,0.001749435510310109,-0.00998163475939717,-0.0009009123866536683,0.014229775570733972,-0.002510161818069964,0.0006867082925692476
0.001469008861032925,-0.013379451426765304,0.0008013584818318469,0.011066390540204406,-0.0022308706962348114,-0.0012521254406568114,0.01107905183418005,-4.407373065761935e-05,-0.001488554261095301
3.9051547995043334e-05,-0.012226676809736398,-0.0005038241667142862,0.004034969543583603,-0.012466215550479548,-0.0012523489572409102,0.00955224063042281,-0.0012522426064008414,0.0009159256142575442
-0.009280790813277854,-0.0074590057079144505,-0.0018848958936243964,0.0030090337771871423,-0.009097923969288203,-0.0012826789002705519,0.012925605675639187,-0.00024338942257707467,-0.0018702574534766195
-0.004889304157987884,-0.007532760683306702,-0.0016943385978594283,0.0030082960590407434,-0.013178076675034013,-0.00028278595529184245,0.013426828882384768,-0.0041711828606111265,0.001373561257488685
0.005471310870236986,-0.011625386627679089,0.0031063149312648354,-0.008244283366348915,-0.008322336328464318,-0.0012589412499210552,0.013645444943684238,-0.00545194287399556,0.0006711107882409052
-0.012475778685368078,0.0007413359181661248,0.002297629289184574,-0.0029237584716564993,-0.011367530537998775,0.0009926600380383002,0.010266545156594108,-0.0009644477642533147,0.0009083135926868065
-0.006059848175620748,-0.012028973970243986,-0.0009535638819521218,-0.01005278016410822,-0.00619352426934103,0.0024814633392673214,0.0126378318038351,-0.0040473300570276856,0.0004270336366080898
-0.013757492850833053,-0.003551648428391691,-0.002213313600271384,-0.011192437223595574,-0.007026774971122215,-0.002999313677051737,0.012738919533167336,-0.000719798339826869,-0.0007481700185635762
-0.0011486807508137543,-0.010365276006888118,-0.0024273760967564316,-0.0018082225957523756,-0.012717468157153439,-0.0020608693217035977,0.011357311493956995,-0.0022138169020332536,-0.0010689194141077722
