,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
45593,107,103,77,-25.39063,-4.39453,1017.08984,-2.74046,-0.19847,0.82443,22.20000,-15.15000,62.10000,1.95312,1.46484,998.04687,0.96183,2.48092,-1.12977,-4.65000,-31.95000,82.20000,-12.20703,-75.19531,1023.92578,-0.32061,-1.06870,1.40458,10.65000,12.15000,58.35000,
50584,107,99,75,-3.41797,20.50781,1022.46094,-3.39695,1.06870,1.50382,22.35000,-13.80000,61.95000,-20.01953,4.39453,1004.88281,1.93130,0.27481,1.54962,-4.65000,-31.95000,82.20000,-1.46484,-67.38281,1021.97266,-0.75573,2.06107,-0.56489,9.30000,11.85000,58.65000,
55577,117,101,76,-7.81250,0.97656,1006.83594,-1.22901,3.67176,-0.59542,22.35000,-13.80000,61.95000,-7.81250,11.23047,994.62891,2.20611,0.08397,-0.92366,-4.65000,-31.95000,82.20000,-9.27734,-71.28906,1014.16016,-2.03817,0.35878,-0.32824,9.30000,11.85000,58.65000,
60574,105,101,76,-12.69531,-3.41797,1009.27734,-0.39695,0.41985,0.31298,23.70000,-14.40000,61.80000,-11.23047,6.34766,1013.18359,1.57252,-0.09924,1.08397,-4.65000,-31.95000,82.20000,-11.71875,-59.08203,1007.32422,-1.47328,2.59542,0.03817,9.60000,11.10000,60.00000,
65570,106,93,77,-6.83594,9.27734,1015.13672,2.03053,-1.49618,1.02290,23.70000,-14.40000,61.80000,-16.11328,5.37109,1017.08984,1.16794,-0.21374,-0.33588,-5.70000,-32.70000,80.10000,-13.67187,-69.33594,1019.53125,0.88550,0.68702,0.93893,9.60000,11.10000,60.00000,
70566,110,95,78,-13.18359,11.23047,1024.90234,-1.51145,1.48092,0.76336,22.95000,-14.40000,63.90000,-3.41797,-3.90625,1012.69531,1.12214,1.93893,0.10687,-5.70000,-32.70000,80.10000,-20.99609,-74.21875,1008.78906,1.60305,0.20611,-0.72519,9.00000,13.05000,58.50000,
75565,108,95,76,-16.60156,15.13672,1029.29688,-1.61832,2.12214,0.76336,22.95000,-14.40000,63.90000,-28.32031,-5.37109,1012.20703,2.53435,-0.48855,-1.54962,-6.60000,-32.55000,80.55000,-6.34766,-54.68750,1017.57812,1.08397,1.62595,-0.64885,9.00000,13.05000,58.50000,
80562,108,95,78,-4.39453,-1.95312,1013.67187,-0.27481,-0.23664,0.03817,22.80000,-15.60000,63.30000,2.92969,3.90625,1013.67187,-0.15267,-0.57252,2.53435,-5.40000,-32.70000,81.45000,1.46484,-77.63672,1006.83594,-0.99237,1.07634,-0.83206,10.35000,11.10000,58.95000,
85595,104,94,75,-17.57813,2.92969,1013.18359,0.55725,-2.59542,1.03053,22.80000,-15.60000,63.30000,-4.39453,3.90625,1006.83594,-0.61069,1.35878,-2.51908,-5.40000,-32.70000,81.45000,-26.85547,-68.35938,1018.55469,-2.00763,3.80916,-0.82443,10.35000,11.10000,58.95000,
90582,109,99,77,-2.44141,8.30078,1017.08984,-0.41985,1.12977,-0.95420,22.80000,-15.60000,63.30000,-6.34766,10.25391,1020.99609,1.18321,1.00763,0.12214,-5.40000,-32.70000,81.45000,2.44141,-72.75391,1026.85547,-2.03053,-0.07634,-1.90840,10.20000,12.00000,57.75000,
95577,111,101,78,-24.90234,-5.37109,1025.87891,-1.33588,-1.11450,-0.95420,22.80000,-15.60000,63.30000,-20.01953,9.76562,1018.55469,-0.45802,1.32824,-0.47328,-5.55000,-32.25000,80.25000,-8.30078,-48.33984,1020.01953,-0.35878,1.95420,0.25191,10.20000,12.00000,57.75000,
100575,115,94,76,-20.01953,19.53125,1016.60156,0.58779,-0.95420,0.09924,22.80000,-14.55000,62.25000,-14.64844,12.69531,1021.97266,0.58015,1.63359,-0.05344,-4.65000,-31.95000,80.25000,-24.90234,-64.94141,1013.67187,0.00000,-0.94656,-2.73282,8.70000,11.25000,60.15000,
105573,107,95,83,-8.78906,13.18359,1017.57812,1.49618,-0.12977,0.59542,22.80000,-14.55000,62.25000,-4.88281,0.97656,1013.67187,-0.07634,-0.66412,-0.05344,-4.65000,-31.95000,81.90000,3.90625,-65.91797,1021.48437,1.67939,-1.22901,2.70229,8.70000,11.25000,60.15000,
110571,106,93,78,-15.62500,2.92969,1031.73828,-2.49618,1.06870,1.72519,22.35000,-16.05000,63.00000,-17.08984,-2.92969,1018.06641,1.47328,1.08397,1.23664,-6.45000,-32.70000,80.85000,-9.27734,-58.10547,1024.90234,0.25191,0.89313,-0.84733,8.70000,11.25000,60.15000,
115569,109,92,77,0.48828,13.67187,1022.94922,-2.13740,1.82443,-0.83206,22.35000,-16.05000,63.00000,-3.90625,-0.48828,1012.20703,1.61069,-0.20611,-0.74809,-6.45000,-32.70000,80.85000,-16.60156,-68.84766,1008.78906,-1.45802,1.97710,-1.80916,8.70000,11.25000,60.15000,
120568,115,97,75,-10.74219,-2.44141,1020.50781,2.83206,-1.45802,0.64122,23.85000,-14.25000,61.95000,-15.62500,-8.30078,1010.25391,0.52672,1.79389,0.22901,-6.45000,-32.70000,80.85000,-7.81250,-52.24609,1016.11328,-0.35878,1.83969,-4.38931,9.45000,11.25000,59.10000,
125568,107,95,83,-10.25391,1.95312,1014.16016,3.41985,-0.67176,0.06107,23.85000,-14.25000,61.95000,-11.71875,-2.44141,1012.20703,0.58779,-1.23664,0.90076,-6.45000,-32.70000,80.85000,-0.48828,-62.01172,1007.32422,-2.77099,2.41985,-0.68702,9.45000,11.25000,59.10000,
130570,105,103,75,-25.39063,5.85937,1018.06641,-4.04580,2.21374,-0.80153,23.40000,-16.35000,62.55000,-0.97656,-6.34766,1015.13672,0.25954,0.48855,1.25191,-5.85000,-31.80000,79.50000,-1.95312,-60.05859,1015.62500,0.37405,-0.32824,1.48855,9.90000,11.85000,57.30000,
135571,109,95,76,-20.50781,7.32422,1028.80859,-3.89313,1.43511,0.50382,23.40000,-16.35000,62.55000,-8.30078,-3.41797,1005.85937,0.32824,1.87023,1.25191,-5.85000,-31.80000,79.50000,-10.25391,-62.50000,1026.36719,1.75573,-0.60305,-0.91603,9.90000,11.85000,57.30000,
140571,105,101,77,-16.11328,15.13672,1006.83594,1.43511,-0.89313,1.88550,23.40000,-16.35000,62.55000,-23.92578,-4.88281,1017.08984,-0.71756,-2.12977,1.28244,-6.30000,-33.00000,81.00000,-5.85937,-65.91797,1016.60156,-1.51145,-0.77099,1.87023,10.20000,11.25000,59.10000,
145571,110,91,75,-9.76562,3.90625,1013.18359,0.63359,-3.10687,1.69466,23.40000,-16.35000,62.55000,-1.95312,-0.48828,1005.85937,-0.22901,2.06107,0.28244,-6.30000,-33.00000,81.00000,-4.39453,-66.89453,1007.81250,-1.99237,3.41985,-1.37405,10.20000,11.25000,59.10000,
150571,105,98,74,-18.06641,-5.37109,1008.30078,-2.20611,0.64122,-3.10687,23.70000,-15.15000,62.40000,-8.78906,7.32422,1021.97266,0.90840,-0.48092,1.25954,-5.70000,-31.20000,79.80000,-8.78906,-70.31250,1011.23047,-2.27481,4.03053,-0.67176,10.20000,12.00000,60.15000,
155574,115,93,76,2.92969,11.71875,1027.83203,1.35878,2.03817,-2.29771,23.70000,-15.15000,62.40000,-12.69531,0.00000,1007.32422,2.92366,-0.09160,-0.99237,-5.70000,-31.20000,79.80000,-1.46484,-83.49609,1011.71875,1.19084,0.76336,-0.90840,10.20000,12.00000,60.15000,
160576,105,92,82,-9.76562,6.83594,1010.25391,-0.51145,2.64122,0.95420,21.90000,-13.65000,61.80000,-5.85937,11.23047,1017.57812,-0.10687,0.89313,-2.48092,-5.70000,-31.20000,79.80000,-8.78906,-70.31250,1021.97266,-1.26718,2.62595,-0.42748,11.25000,11.55000,59.10000,
165616,104,93,77,-3.41797,14.16016,1016.11328,2.61832,0.86260,2.21374,21.90000,-13.65000,61.80000,-4.39453,6.34766,1006.83594,1.77099,0.50382,3.00000,-5.70000,-31.20000,79.80000,-5.85937,-52.24609,1016.60156,-1.35115,-0.55725,0.74809,11.25000,11.55000,59.10000,
170615,107,91,74,-11.71875,-0.48828,1008.78906,1.62595,-1.08397,2.42748,23.10000,-13.80000,62.25000,-5.37109,0.48828,1013.18359,0.77099,1.30534,2.06107,-6.30000,-31.50000,81.30000,-10.74219,-77.14844,1010.74219,-0.00763,0.63359,1.06870,9.90000,10.65000,58.35000,
175603,107,93,76,-17.08984,12.69531,1016.60156,-1.61832,2.64885,-0.38168,23.10000,-13.80000,62.25000,-10.74219,2.92969,1019.53125,1.08397,0.10687,-0.61832,-6.30000,-31.50000,81.30000,-14.16016,-67.87109,1016.60156,0.60305,2.22901,0.78626,9.90000,10.65000,58.35000,
180589,108,93,77,-9.27734,0.97656,1020.50781,0.06870,-0.90076,0.45038,23.70000,-14.70000,63.45000,-19.04297,2.92969,1008.30078,1.10687,1.38931,0.03053,-4.95000,-31.95000,80.85000,-6.83594,-76.17188,1014.64844,-0.95420,2.09924,-2.32824,9.90000,10.65000,58.35000,
185585,104,91,76,-18.55469,6.83594,1002.92969,0.42748,-1.28244,1.56489,23.10000,-14.55000,63.45000,-15.62500,-0.48828,1006.34766,-1.32061,-0.77099,-1.80153,-4.95000,-31.95000,80.85000,-8.30078,-76.17188,1002.92969,-0.21374,2.65649,-0.56489,9.90000,10.65000,58.35000,
190580,115,93,74,-30.27344,-3.41797,1012.20703,-0.93130,3.68702,-0.91603,23.10000,-14.55000,62.55000,-5.37109,8.30078,1014.16016,-0.34351,-0.50382,0.39695,-5.85000,-31.50000,80.55000,-12.69531,-65.91797,1019.04297,-0.29008,1.56489,-1.79389,9.45000,11.25000,58.50000,
195579,109,95,75,-16.11328,9.27734,1026.85547,-0.22901,-0.69466,0.06870,23.10000,-14.55000,62.55000,-11.71875,3.41797,1014.16016,0.15267,1.92366,1.74046,-5.85000,-31.50000,80.55000,-7.32422,-68.35938,1006.83594,-0.59542,0.19084,1.12214,9.45000,11.25000,58.50000,
200576,108,92,79,-8.30078,10.74219,1022.94922,0.64122,-3.21374,-1.32824,23.10000,-14.55000,62.55000,-15.62500,-4.88281,1017.57812,-0.15267,3.04580,-0.32061,-5.85000,-31.50000,80.55000,-7.32422,-62.98828,1019.04297,0.16031,0.64122,-1.40458,9.60000,12.45000,58.95000,
205574,108,90,76,-13.67187,0.00000,1018.06641,-0.61069,0.18321,-0.57252,23.10000,-14.55000,62.55000,-15.62500,2.44141,1020.01953,1.38168,1.41221,2.29008,-5.85000,-31.50000,80.55000,-7.81250,-62.01172,1023.43750,1.13740,-0.98473,2.50382,9.60000,12.45000,58.95000,
210571,109,89,76,-9.76562,15.62500,1009.27734,-2.83206,2.51145,-0.21374,23.40000,-14.25000,64.05000,-11.23047,3.41797,1009.27734,1.22901,0.94656,-0.88550,-5.85000,-30.30000,79.20000,-2.44141,-62.01172,1029.78516,-1.90840,-0.77099,0.17557,9.45000,12.30000,58.80000,
215571,111,91,78,-15.62500,19.53125,1014.64844,-1.63359,0.93130,-2.15267,22.95000,-13.95000,63.15000,-14.16016,-2.44141,1023.43750,3.01527,1.18321,0.87786,-5.85000,-30.30000,79.20000,-5.37109,-68.84766,1020.50781,-3.22901,0.96947,-1.24427,9.45000,12.30000,58.80000,
220570,105,94,76,-22.46094,16.60156,1022.94922,1.22137,-0.52672,1.77863,22.95000,-13.95000,63.15000,-5.85937,0.97656,1004.39453,-0.36641,-0.10687,0.27481,-4.20000,-32.40000,79.05000,-7.81250,-56.15234,1032.22656,-2.31298,-0.41221,-0.67939,8.70000,11.25000,58.80000,
225571,105,95,79,-10.25391,-5.37109,1023.92578,-0.35878,0.63359,1.73282,23.25000,-14.70000,62.10000,-15.13672,-4.88281,1014.16016,1.02290,0.11450,-0.77863,-4.20000,-32.40000,79.05000,-6.83594,-64.94141,1015.62500,-0.05344,-1.11450,-0.61069,8.70000,11.25000,58.80000,
230570,108,95,78,-6.83594,20.99609,1028.32031,-2.62595,2.14504,-0.83969,23.25000,-14.70000,62.10000,-16.11328,1.46484,1016.60156,-0.49618,-2.16031,1.53435,-5.85000,-31.80000,78.90000,-12.69531,-60.05859,1025.39063,-0.02290,-1.04580,-0.63359,8.70000,11.25000,58.80000,
235570,108,93,81,-8.30078,9.27734,1021.48437,-0.88550,3.66412,-2.54962,20.85000,-14.70000,62.40000,-5.85937,5.85937,1009.27734,3.26718,1.40458,0.72519,-5.85000,-31.80000,78.90000,-5.85937,-76.17188,1014.64844,-0.09924,-0.63359,0.56489,8.70000,11.25000,58.80000,
240574,107,99,75,-20.99609,19.04297,1013.67187,0.93130,0.80153,0.62595,20.85000,-14.70000,62.40000,-11.23047,0.97656,1000.48828,0.45038,1.70229,2.48092,-6.45000,-32.40000,81.15000,-14.64844,-73.73047,1027.34375,0.03053,1.33588,-0.69466,9.75000,11.55000,60.60000,
245578,103,90,79,-12.69531,3.90625,1020.99609,1.70992,-2.01527,-0.73282,20.85000,-14.70000,62.40000,-13.18359,15.62500,1015.62500,-0.06107,0.64122,2.18321,-6.45000,-32.40000,81.15000,-2.92969,-70.31250,1023.92578,-1.83969,1.43511,-1.54962,9.75000,11.55000,60.60000,
250582,108,91,75,-11.23047,1.46484,1019.04297,-1.91603,2.35115,-2.61832,20.85000,-14.70000,62.40000,-3.90625,0.48828,1010.25391,-0.05344,1.14504,-0.05344,-6.30000,-31.80000,79.20000,-17.08984,-66.40625,1008.30078,-1.27481,0.35115,0.48092,9.75000,11.55000,60.60000,
255585,109,90,78,-13.67187,0.00000,1013.67187,-0.56489,2.19084,-0.74046,22.80000,-14.85000,63.00000,-6.83594,7.81250,1010.25391,0.64885,2.35878,0.09160,-6.30000,-31.80000,79.20000,-3.90625,-59.08203,1023.92578,-0.06107,-0.61069,0.41221,9.75000,11.55000,60.60000,
260583,108,93,79,-31.25000,11.71875,1012.20703,1.48855,-0.29771,0.90076,22.80000,-14.85000,63.00000,-12.20703,4.39453,1012.20703,0.90840,-1.12214,0.07634,-5.40000,-33.15000,80.85000,-20.99609,-66.40625,1008.78906,1.48092,-0.16031,1.23664,9.90000,10.65000,58.95000,
265586,107,94,79,-26.85547,12.20703,1017.08984,0.75573,-3.67939,2.41221,23.25000,-14.70000,62.40000,-16.11328,8.78906,1020.01953,-1.18321,0.93130,-1.64885,-5.40000,-33.15000,80.85000,-12.69531,-64.45313,1020.01953,0.33588,-1.59542,-0.33588,9.90000,10.65000,58.95000,
270587,107,92,82,-13.18359,9.27734,1025.39063,0.02290,-0.64122,-3.63359,23.25000,-14.70000,62.40000,-14.16016,2.92969,1017.08984,0.36641,-1.43511,2.44275,-5.40000,-33.15000,80.85000,-4.39453,-62.50000,1017.08984,-0.29771,0.07634,-1.64122,9.90000,12.15000,58.35000,
275587,109,92,76,-14.64844,7.81250,1009.76562,-1.82443,0.59542,-3.60305,23.40000,-15.30000,61.50000,-10.74219,4.88281,1013.67187,1.51145,0.40458,-0.87023,-5.40000,-33.15000,80.85000,-8.30078,-79.10156,1016.11328,-2.05344,1.30534,0.76336,9.90000,12.15000,58.35000,
280585,109,92,76,-16.11328,6.34766,1015.13672,0.17557,0.20611,-1.71756,23.40000,-15.30000,61.50000,-15.62500,11.23047,1022.94922,-1.22901,-1.51908,1.65649,-5.85000,-31.05000,79.95000,-3.90625,-54.68750,1020.99609,-0.61832,0.19847,2.19847,9.45000,9.75000,59.10000,
285586,107,92,82,3.90625,-4.39453,1021.48437,1.42748,-1.27481,-2.13740,22.65000,-14.40000,62.85000,4.39453,4.88281,1028.32031,-0.00763,1.79389,-1.42748,-5.85000,-31.05000,79.95000,-1.95312,-63.47656,1012.69531,-1.23664,-0.41985,-0.38931,9.45000,9.75000,59.10000,
290587,115,91,77,-19.53125,6.34766,1025.87891,-0.56489,1.92366,1.64122,22.65000,-14.40000,62.85000,-13.67187,-1.46484,997.07031,0.19847,0.96183,-0.95420,-6.60000,-31.80000,81.00000,-2.92969,-62.50000,1019.04297,-0.93893,1.69466,-1.02290,9.90000,12.15000,58.65000,
295588,108,92,75,-27.34375,6.34766,1028.32031,-1.84733,1.43511,-1.95420,22.65000,-14.40000,62.85000,-11.71875,2.92969,1029.29688,0.29008,0.45038,0.06870,-6.60000,-31.80000,81.00000,-9.27734,-73.73047,1020.50781,-0.39695,2.25191,-2.13740,9.90000,12.15000,58.65000,
300586,108,91,76,-9.27734,5.37109,1017.08984,-0.29008,0.26718,2.67939,22.65000,-14.40000,62.85000,-6.83594,4.88281,1023.92578,0.05344,-0.43511,1.08397,-6.45000,-31.20000,80.85000,3.41797,-67.38281,1020.99609,0.96947,1.66412,0.26718,9.90000,12.15000,58.65000,
305587,107,95,76,-18.06641,8.78906,1017.08984,1.00763,-0.23664,1.99237,22.65000,-13.20000,62.40000,-3.41797,-2.92969,995.60547,0.61069,2.30534,0.37405,-6.45000,-31.20000,80.85000,-17.08984,-59.08203,1011.23047,-1.71756,1.14504,2.32061,9.90000,12.15000,58.65000,
310588,106,100,75,-24.41406,-1.46484,1020.99609,-1.52672,1.12977,0.38168,22.65000,-13.20000,62.40000,-10.74219,19.53125,1010.74219,2.87023,-0.45038,1.91603,-6.45000,-31.20000,80.85000,2.92969,-63.47656,1021.48437,-1.92366,0.68702,-0.03817,9.45000,11.25000,59.55000,
315586,107,93,84,-11.23047,3.90625,1029.29688,-2.55725,1.55725,-0.54198,21.45000,-14.40000,62.40000,-2.92969,3.41797,1011.23047,-0.19847,-0.06107,-0.93130,-6.45000,-31.20000,80.85000,-0.48828,-65.42969,1021.48437,-1.17557,-0.61069,-0.19847,9.45000,11.25000,59.55000,
320587,108,95,79,-12.20703,10.25391,1022.94922,-1.58015,1.92366,-1.11450,21.45000,-14.40000,62.40000,-2.92969,0.48828,1012.20703,1.36641,-1.00763,1.30534,-4.65000,-31.95000,80.10000,-19.04297,-70.80078,1031.73828,-0.98473,3.72519,-1.70229,9.45000,11.25000,59.55000,
325647,117,91,75,-17.57813,19.53125,1023.92578,-0.88550,1.73282,2.45802,22.35000,-14.55000,62.25000,-7.32422,3.41797,1015.13672,0.73282,3.04580,1.41221,-4.65000,-31.95000,80.10000,-1.95312,-60.05859,1014.16016,-3.15267,2.44275,0.53435,9.45000,11.25000,59.55000,
330661,104,95,77,-11.23047,13.18359,1022.94922,1.58015,-0.25954,0.99237,22.35000,-14.55000,62.25000,-5.85937,-3.41797,1011.71875,0.77863,1.77099,-3.19847,-6.75000,-32.40000,81.15000,-10.74219,-62.98828,1023.92578,-0.37405,2.66412,-1.67939,9.30000,12.15000,59.40000,
335669,107,93,76,-8.30078,1.46484,1023.43750,0.73282,-0.55725,1.67939,22.95000,-13.65000,62.40000,-10.25391,8.30078,1006.83594,-0.10687,-0.64885,-0.12977,-6.75000,-32.40000,81.15000,-6.34766,-62.01172,1012.20703,-0.41985,-1.45038,-0.41985,9.30000,12.15000,59.40000,
340673,115,92,75,-28.80859,1.95312,1013.67187,-3.64885,1.70229,-1.03817,22.95000,-13.65000,62.40000,-4.88281,18.06641,1008.30078,0.51908,0.41985,2.29008,-4.95000,-32.70000,80.85000,-11.23047,-63.96484,1020.50781,0.51908,0.23664,-0.52672,9.00000,10.50000,60.15000,
345677,107,89,74,-10.74219,-0.97656,1024.90234,-3.56489,1.13740,-1.74809,22.95000,-13.65000,62.40000,-16.60156,-0.48828,1016.60156,1.26718,1.03817,0.23664,-4.95000,-32.70000,80.85000,-8.30078,-66.40625,1013.18359,-0.70992,2.21374,-1.84733,9.00000,10.50000,60.15000,
350676,109,93,76,-2.44141,8.78906,1016.11328,1.74809,-1.37405,-0.32061,22.95000,-13.65000,62.40000,-8.30078,7.32422,1013.18359,-1.38168,2.88550,-2.38168,-4.50000,-32.25000,81.00000,-14.64844,-69.82422,1015.13672,0.00000,1.24427,1.54962,9.60000,12.15000,58.65000,
355676,105,95,75,-17.57813,14.64844,1024.90234,0.34351,-0.85496,0.62595,22.80000,-14.55000,61.50000,-3.90625,-1.46484,993.65234,1.75573,1.46565,3.01527,-4.50000,-32.25000,81.00000,-10.25391,-63.96484,1015.62500,-2.03053,2.23664,-0.48855,9.60000,12.15000,58.65000,
360675,107,91,75,-22.94922,3.90625,1023.92578,-1.91603,2.40458,-1.29771,22.80000,-14.55000,61.50000,-14.64844,-5.37109,1014.64844,-1.50382,0.45802,-2.38931,-5.10000,-32.55000,81.30000,-4.88281,-52.24609,1009.76562,-3.03053,0.67176,-0.34351,8.70000,12.00000,59.55000,
365675,109,90,83,-13.18359,12.20703,1024.90234,-1.82443,2.54198,0.90076,22.20000,-14.70000,63.15000,-4.39453,-11.23047,1021.97266,0.91603,-1.33588,1.70229,-5.10000,-32.55000,81.30000,-20.99609,-61.03516,1020.01953,-0.04580,1.06107,0.83206,8.70000,12.00000,59.55000,
370678,107,91,77,-0.48828,-0.48828,1036.13281,-0.67176,-1.53435,0.70229,22.20000,-14.70000,63.15000,-15.62500,6.83594,1021.97266,-1.32061,-0.45038,-4.92366,-5.55000,-30.75000,79.50000,-9.76562,-69.33594,1007.32422,0.69466,0.25191,-0.38168,8.70000,12.00000,59.55000,
375677,115,89,77,-12.20703,10.25391,1019.04297,2.23664,-0.71756,3.12214,22.95000,-13.65000,62.85000,-24.90234,-5.85937,1033.69141,0.23664,0.86260,-0.07634,-5.55000,-30.75000,79.50000,-17.08984,-70.80078,1018.55469,-0.48092,2.12977,-0.03053,8.70000,12.00000,59.55000,
380676,107,91,77,-17.08984,5.37109,1015.13672,-2.30534,3.03817,-2.37405,22.95000,-13.65000,62.85000,-17.57813,-10.74219,1006.83594,-0.39695,0.90076,0.92366,-5.55000,-30.75000,79.50000,-8.30078,-55.17578,1013.67187,0.03817,0.64122,1.97710,9.45000,11.25000,60.15000,
385675,104,90,77,-16.11328,7.32422,1025.39063,-1.41221,2.80916,-3.29008,23.25000,-15.15000,62.85000,-12.69531,5.37109,1014.16016,-0.34351,2.25191,1.94656,-5.55000,-30.75000,79.50000,5.37109,-62.98828,1012.20703,-0.32824,0.91603,0.24427,9.45000,11.25000,60.15000,
390675,107,95,79,-9.27734,4.39453,1025.39063,0.64885,-1.12977,-0.36641,23.25000,-15.15000,62.85000,-1.95312,1.95312,1011.71875,-0.03053,-0.67939,-0.54962,-5.85000,-31.05000,81.00000,-1.95312,-70.80078,1028.32031,0.34351,1.74809,-0.61832,9.45000,11.25000,60.15000,
395677,118,90,77,-16.11328,10.74219,1029.78516,2.75573,0.95420,3.43511,23.25000,-15.15000,62.85000,-4.88281,9.76562,1011.23047,1.43511,1.82443,-3.99237,-5.85000,-31.05000,81.00000,-9.76562,-62.98828,1019.04297,-1.58015,3.32824,0.09924,9.45000,11.25000,60.15000,
400679,107,149,76,-13.67187,7.81250,1025.39063,0.45038,1.24427,-1.34351,23.25000,-15.15000,62.85000,-16.60156,-1.95312,1018.55469,0.48855,-0.76336,-0.50382,-5.55000,-33.30000,79.95000,-7.81250,-59.57031,1023.43750,-0.40458,1.20611,0.20611,9.75000,12.30000,58.80000,
405682,115,89,83,-13.67187,2.44141,1027.83203,-1.67939,0.19847,-2.53435,22.80000,-14.85000,62.55000,-9.27734,1.95312,1014.16016,1.03053,1.91603,0.14504,-5.55000,-33.30000,79.95000,0.97656,-71.77734,1020.01953,-0.64885,2.69466,1.00763,9.75000,12.30000,58.80000,
410684,107,92,78,-28.32031,14.16016,1018.06641,2.06107,-2.24427,0.77863,22.80000,-14.85000,62.55000,1.46484,-9.27734,1012.69531,0.29008,2.38168,0.26718,-4.95000,-30.45000,80.40000,-20.01953,-62.50000,1017.57812,1.57252,0.54962,0.19084,11.10000,11.10000,58.35000,
415684,107,92,75,-31.25000,1.46484,1030.76172,2.54198,1.64122,1.51145,22.65000,-15.15000,62.40000,-13.67187,8.78906,1014.64844,1.25191,-1.16794,0.27481,-4.95000,-30.45000,80.40000,-15.62500,-62.98828,1024.41406,1.26718,0.14504,-1.16794,11.10000,11.10000,58.35000,
420684,109,95,76,-6.83594,0.48828,1019.04297,-3.32061,1.55725,-1.50382,22.65000,-15.15000,62.40000,-8.78906,-0.97656,1023.92578,-0.53435,0.94656,-0.01527,-4.95000,-30.45000,80.40000,-20.01953,-65.91797,1022.46094,-1.90076,2.09160,-0.13740,10.80000,12.30000,59.10000,
