Timestamp (uS),IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ
3818367,-42.96875,-1028.80859,18.55469,-9.76562,4.88281,1014.64844,-4.88281,-66.89453,1019.04297
3823367,-36.13281,-1028.32031,12.69531,-16.11328,-0.97656,1002.44141,-5.37109,-51.26953,1018.55469
3828366,-42.48047,-1030.76172,8.78906,-14.64844,-6.34766,1047.36328,-8.78906,-66.40625,1017.08984
3833366,-32.71484,-1020.99609,8.78906,-26.36719,13.18359,1034.66797,-10.74219,-48.33984,1018.06641
3838367,-39.0625,-1037.10938,7.8125,-11.23047,0.0,1034.17969,-6.34766,-64.45313,1012.69531
3843365,-43.45703,-1027.83203,3.41797,-16.60156,-1.46484,1012.69531,-24.41406,-64.94141,1023.4375
3848366,-50.78125,-1027.34375,-8.30078,-5.85937,10.74219,1009.76562,-15.13672,-58.59375,1020.01953
3853367,-46.38672,-1038.57422,-7.8125,-9.76562,1.95312,1026.85547,-19.53125,-53.71094,1017.57812
3858366,-58.59375,-1048.82813,-10.25391,-13.67187,-14.16016,1018.55469,-7.32422,-75.19531,1025.87891
3863366,-70.3125,-1040.52734,-29.29688,-18.06641,4.39453,1024.90234,-6.83594,-58.59375,1026.36719
3868366,-68.35938,-1020.01953,-48.33984,-3.90625,4.39453,1007.8125,-4.39453,-53.71094,1019.04297
3873366,-54.19922,-1000.97656,-38.08594,-17.57813,-4.88281,1022.94922,2.92969,-66.89453,1016.11328
3878367,-62.98828,-1005.37109,-18.55469,-9.27734,7.32422,1017.08984,-11.71875,-67.87109,1016.60156
3883367,-47.85156,-975.09766,4.88281,-12.20703,-8.30078,1013.18359,-5.85937,-67.87109,1027.34375
3888367,-50.78125,-952.63672,17.08984,-10.25391,4.39453,1017.57812,1.95312,-58.10547,1023.92578
3893368,-39.0625,-973.63281,57.12891,-7.8125,3.41797,1014.64844,-7.8125,-70.3125,1019.53125
3898368,-51.75781,-991.21094,74.21875,-18.55469,-7.32422,1020.99609,-2.44141,-61.03516,1018.55469
3903367,-45.41016,-976.5625,74.70703,-10.74219,-4.39453,1027.34375,-9.76562,-69.82422,1026.36719
3908368,-40.52734,-961.91406,73.24219,-9.76562,12.20703,1009.76562,-1.95312,-61.52344,1021.48437
3913368,-43.94531,-954.10156,90.33203,-20.99609,-0.97656,1021.48437,1.46484,-67.38281,1021.48437
3918368,-40.52734,-956.54297,62.5,-16.60156,-7.8125,1017.57812,-0.97656,-73.73047,1018.06641
3923368,-64.94141,-945.80078,40.52734,-23.92578,-2.92969,1025.87891,0.97656,-57.61719,1014.64844
3928368,-40.52734,-981.93359,59.08203,-7.32422,6.83594,1014.16016,-12.20703,-62.01172,1032.22656
3933368,-50.78125,-994.62891,44.43359,-9.76562,2.92969,1013.18359,-15.13672,-66.89453,1014.64844
3938368,-56.64063,-960.9375,54.6875,-16.60156,-0.48828,1017.08984,-6.83594,-78.61328,1015.625
3943368,-71.28906,-985.83984,84.96094,0.48828,-0.97656,1014.64844,-1.46484,-59.08203,1021.48437
3948368,-61.03516,-1000.0,97.16797,-3.90625,9.76562,1013.67187,-7.32422,-65.91797,1015.625
3953368,-62.98828,-1000.0,110.35156,-11.23047,9.27734,1012.20703,-4.88281,-68.35938,1024.41406
3958368,-81.05469,-1032.22656,135.74219,0.48828,5.85937,1017.08984,-11.71875,-58.10547,1030.27344
3963367,-92.77344,-1047.85156,146.97266,-7.32422,-1.46484,1002.44141,-5.85937,-53.71094,1024.41406
3968367,-84.47266,-1030.76172,174.80469,-16.11328,0.0,1015.13672,-2.92969,-59.57031,1020.99609
3973367,-79.10156,-1021.97266,184.08203,1.95312,12.69531,1008.78906,-10.74219,-68.84766,1013.18359
3978367,-90.82031,-1004.39453,206.54297,-20.50781,1.46484,1010.74219,-7.8125,-72.26563,1020.99609
3983366,-75.68359,-1000.97656,206.54297,2.92969,1.46484,1015.13672,-20.01953,-53.22266,1022.46094
3988367,-59.08203,-990.23437,220.21484,-0.48828,5.85937,1018.06641,-4.39453,-66.89453,1018.55469
3993367,-75.68359,-957.03125,187.5,-8.30078,7.32422,1012.20703,-4.88281,-66.89453,1020.50781
3998368,-94.23828,-955.07812,168.45703,-14.64844,-9.76562,1009.76562,-6.83594,-43.45703,1028.32031
4003367,-53.22266,-973.14453,162.10937,-14.16016,16.11328,1012.20703,-1.95312,-64.45313,1016.11328
4008367,-60.54688,-1010.25391,183.59375,-5.85937,1.95312,1004.39453,-11.23047,-62.98828,1017.57812
4013368,-96.67969,-1007.32422,211.42578,-20.50781,2.92969,1018.55469,-12.69531,-59.08203,1024.41406
4018369,-103.51563,-1010.25391,244.62891,-3.41797,12.20703,1024.41406,-4.88281,-65.91797,1026.36719
4023374,-85.44922,-1033.20313,258.30078,-20.99609,0.97656,1018.55469,-19.53125,-58.59375,1028.80859
4028378,-92.77344,-1017.57812,282.22656,-8.78906,5.37109,1028.32031,-4.88281,-49.80469,1020.99609
4033386,-119.14063,-1035.15625,330.07812,-7.8125,12.20703,1028.80859,6.83594,-60.54688,1006.83594
4038394,-128.90625,-1019.53125,335.44922,-14.64844,4.39453,1016.60156,-1.95312,-60.05859,1020.01953
4043400,-118.16406,-1014.16016,330.07812,-4.39453,1.95312,1018.55469,-7.32422,-65.42969,1030.76172
4048412,-122.07031,-997.55859,303.71094,-3.41797,3.90625,1020.50781,-11.23047,-63.96484,1029.78516
4053423,-107.42188,-991.69922,313.96484,-17.08984,5.85937,1009.76562,0.97656,-68.84766,1013.18359
4058437,-84.47266,-971.19141,311.03516,-8.30078,-13.67187,1019.53125,0.0,-70.3125,1023.4375
4063450,-89.84375,-986.32812,311.03516,-1.95312,5.37109,1009.76562,-13.18359,-67.87109,1008.78906
4068456,-109.375,-945.80078,304.19922,-12.20703,7.32422,1010.74219,-7.32422,-56.64063,1022.46094
4073470,-126.95313,-936.03516,286.62109,-3.90625,2.44141,1013.18359,-2.92969,-59.08203,1017.57812
4078481,-204.58984,-947.26562,291.50391,-12.69531,5.37109,1009.27734,-2.92969,-51.26953,1023.92578
4083490,-89.35547,-1039.0625,418.45703,0.48828,-8.30078,1006.83594,-7.32422,-72.75391,1015.13672
4088498,-43.45703,-962.89062,436.52344,-5.85937,5.37109,1021.97266,8.78906,-66.89453,1024.41406
4093510,-16.60156,-937.01172,367.1875,-1.95312,-7.8125,1014.64844,0.97656,-75.68359,1014.64844
4098512,-156.73828,-936.03516,311.52344,-17.08984,6.83594,1018.55469,-11.71875,-61.03516,1022.46094
4103522,-170.41016,-938.96484,292.48047,-11.71875,-2.92969,1023.4375,-9.76562,-65.91797,1023.92578
4108537,-95.21484,-916.99219,235.35156,8.30078,2.92969,1023.92578,-2.92969,-70.3125,1018.06641
4113545,-92.77344,-986.32812,302.24609,-13.18359,8.78906,1012.20703,-11.71875,-67.38281,1027.34375
4118552,-81.54297,-979.00391,319.82422,-10.74219,-12.69531,1017.08984,1.95312,-62.5,1012.20703
4123570,-96.67969,-961.42578,320.80078,2.44141,8.78906,1013.67187,-8.30078,-69.33594,1019.04297
4128583,-145.01953,-979.98047,333.00781,-5.37109,-0.48828,1022.94922,-5.37109,-63.47656,1016.60156
4133590,-109.86328,-1027.83203,324.70703,3.90625,2.44141,1021.48437,-15.625,-65.91797,1016.11328
4138593,-86.42578,-1036.62109,347.65625,-11.71875,-2.92969,1017.57812,-8.30078,-56.15234,1021.97266
4143595,-85.44922,-917.96875,316.40625,-20.50781,0.48828,1013.67187,-9.76562,-70.80078,1018.06641
4148596,-134.27734,-923.82812,246.09375,-12.20703,-4.88281,1015.13672,-12.69531,-66.89453,1018.06641
4153596,-113.76953,-877.44141,242.1875,-5.37109,-7.32422,1021.48437,-2.92969,-69.82422,1022.94922
4158598,-102.53906,-913.08594,256.83594,-12.20703,0.48828,1015.13672,0.97656,-61.03516,1016.60156
4163603,-103.51563,-934.08203,247.07031,-12.69531,4.88281,1013.18359,-7.32422,-64.45313,1020.01953
4168612,-73.24219,-865.23437,238.76953,-3.90625,-2.44141,1010.25391,1.95312,-55.17578,1009.76562
4173615,-148.4375,-927.24609,257.8125,-9.76562,15.13672,1023.4375,-2.92969,-69.82422,1011.71875
4178619,-148.92578,-1007.32422,335.44922,-16.60156,-4.88281,1022.94922,-11.71875,-66.89453,1017.57812
4183628,-107.42188,-991.21094,326.17187,-9.27734,6.83594,1005.37109,-15.13672,-59.57031,1015.13672
4188650,-169.43359,-927.73437,232.91016,-6.34766,7.32422,1016.11328,0.97656,-66.40625,1025.87891
4193669,-203.61328,-980.95703,252.44141,-11.71875,-5.37109,1017.57812,-8.30078,-74.21875,1017.57812
4198680,-168.45703,-1011.23047,221.67969,-10.25391,-4.39453,1020.50781,-4.39453,-55.66406,1011.71875
4203686,-194.82422,-966.79687,210.9375,4.39453,3.90625,1020.50781,-16.60156,-68.84766,1019.04297
4208699,-159.17969,-1018.06641,289.55078,2.44141,6.83594,1016.60156,-9.76562,-68.35938,1023.4375
4213705,-247.07031,-977.53906,213.86719,-4.88281,0.97656,1011.71875,-2.92969,-61.52344,1017.57812
4218712,-148.92578,-870.11719,234.86328,-11.23047,8.30078,1012.20703,-15.625,-63.96484,1008.30078
4223727,-179.6875,-913.57422,271.48437,1.46484,7.32422,1020.50781,-21.48438,-65.91797,1016.11328
4228737,-140.13672,-898.4375,268.06641,-8.30078,-0.48828,1017.57812,-9.76562,-62.98828,1025.87891
4233752,-122.07031,-883.78906,304.19922,-3.41797,14.16016,1016.60156,-0.97656,-69.33594,1026.85547
4238763,-130.37109,-886.71875,354.00391,-7.8125,0.97656,1026.36719,-8.78906,-60.54688,1020.50781
4243769,-167.96875,-832.03125,357.42187,-6.83594,0.0,1015.13672,-17.08984,-62.01172,1024.90234
4248769,-182.12891,-807.61719,390.13672,-14.64844,5.85937,1019.53125,-15.625,-55.17578,1020.01953
4253773,-155.27344,-777.83203,461.91406,-3.90625,-5.85937,1023.92578,-9.76562,-55.17578,1020.99609
4258781,-172.36328,-770.99609,514.16016,-14.64844,4.39453,1017.57812,-7.8125,-71.28906,1014.64844
4263780,-148.4375,-802.24609,565.91797,-9.27734,4.39453,1017.08984,-4.39453,-76.66016,1026.85547
4268786,-185.05859,-809.08203,578.61328,-9.76562,7.32422,1018.55469,-23.92578,-70.3125,1022.46094
4273793,-150.39062,-753.41797,579.58984,-11.23047,-0.48828,1015.625,-10.25391,-64.94141,1020.01953
4278798,-174.80469,-758.78906,551.75781,-3.90625,-3.90625,1011.23047,7.32422,-60.54688,1024.90234
4283802,-178.71094,-770.01953,551.26953,-6.34766,7.8125,1008.78906,-13.18359,-55.17578,1016.11328
4288803,-166.01562,-766.11328,557.12891,-10.25391,19.53125,1023.92578,-8.78906,-64.45313,1016.60156
4293806,-166.50391,-750.48828,540.52734,-6.34766,13.18359,1010.74219,-12.20703,-58.59375,1009.76562
4298807,-201.66016,-772.94922,568.84766,-4.88281,1.95312,1008.78906,5.85937,-71.28906,1015.625
4303806,-193.84766,-774.90234,583.98437,-2.92969,5.85937,1015.625,1.95312,-60.05859,1023.92578
4308807,-196.77734,-734.86328,581.54297,1.95312,7.32422,1023.92578,-13.18359,-63.96484,1014.16016
4313807,-200.19531,-745.11719,570.80078,-4.39453,4.88281,1015.625,-2.44141,-65.91797,1021.48437
4318810,-159.17969,-686.03516,661.13281,-8.78906,-9.76562,1022.94922,0.48828,-62.01172,1023.4375
4323814,-166.99219,-670.41016,746.58203,-13.67187,-9.27734,1034.17969,1.46484,-74.70703,1017.57812
4328817,-149.41406,-655.76172,833.00781,-9.27734,1.95312,1015.13672,-9.76562,-69.82422,1024.41406
4333836,-162.10937,-621.58203,894.04297,-1.95312,-2.92969,1030.27344,-13.67187,-65.42969,1025.39063
4338861,-171.38672,-616.69922,941.40625,-13.18359,2.44141,1020.01953,-4.39453,-61.52344,1016.60156
4343867,-155.27344,-623.04687,955.56641,-8.78906,12.20703,1029.29688,-8.78906,-72.26563,1020.01953
4348882,-155.76172,-612.79297,958.49609,-3.90625,2.44141,1018.55469,-13.18359,-57.12891,1015.625
4353897,-178.22266,-594.72656,906.25,-15.625,4.88281,1023.92578,-12.20703,-52.24609,1022.46094
4358913,-192.38281,-601.5625,840.82031,-18.55469,-13.18359,1020.99609,-3.90625,-64.94141,1030.27344
4363922,-190.42969,-656.25,776.85547,-10.74219,-1.95312,1021.48437,-10.25391,-66.40625,1028.80859
4368930,-175.78125,-700.19531,709.47266,-9.27734,4.39453,1023.4375,-0.97656,-57.12891,1018.55469
4373948,-173.33984,-743.65234,650.39062,-13.18359,2.44141,1024.41406,-15.13672,-54.19922,1012.20703
4378959,-181.64062,-777.34375,616.21094,-17.08984,-6.34766,1010.74219,-2.92969,-62.98828,1017.57812
4383969,-192.38281,-789.0625,629.88281,1.46484,-0.97656,1018.55469,0.48828,-56.64063,1014.16016
4388984,-227.05078,-819.33594,648.4375,-7.8125,-9.27734,1023.92578,-11.23047,-50.29297,1016.11328
4393999,-228.51562,-844.72656,653.80859,-4.88281,4.39453,1021.97266,-5.37109,-64.45313,1025.39063
4399008,-232.42187,-840.33203,645.01953,-5.37109,11.71875,1019.53125,-0.48828,-69.82422,1018.06641
4404015,-206.54297,-831.05469,643.55469,-11.23047,1.46484,1014.64844,-4.39453,-61.03516,1010.25391
4409029,-198.24219,-795.89844,614.25781,-1.95312,12.20703,1017.08984,-5.37109,-70.3125,1030.76172
4414045,-191.40625,-772.46094,606.44531,-18.55469,12.69531,1016.11328,-9.27734,-66.89453,1021.48437
4419059,-187.98828,-777.34375,596.67969,6.34766,9.76562,1005.37109,-2.44141,-64.45313,1014.64844
4424070,-163.08594,-796.38672,609.375,-12.20703,-13.18359,1014.16016,-21.48438,-74.70703,1014.16016
4429083,-164.0625,-797.85156,621.09375,-15.13672,0.48828,1018.06641,-5.37109,-67.38281,1024.90234
4434092,-153.80859,-785.15625,645.01953,0.97656,12.69531,1011.23047,-11.71875,-74.70703,1026.85547
4439102,-124.51172,-768.06641,666.99219,-3.41797,18.06641,1015.13672,-14.64844,-66.40625,1015.625
4444116,-127.92969,-794.43359,673.82812,0.97656,-9.76562,1018.06641,-6.34766,-59.57031,1016.60156
4449125,-143.06641,-795.41016,718.26172,-13.18359,-2.92969,1013.67187,-11.23047,-71.28906,1019.04297
4454139,-175.29297,-736.32812,717.77344,-4.88281,-6.34766,1028.80859,-15.13672,-65.91797,1022.46094
4459152,-145.99609,-705.56641,743.16406,-18.06641,11.23047,1011.71875,-10.25391,-67.38281,1016.60156
4464160,-150.39062,-718.75,745.11719,-7.8125,9.76562,1014.64844,-10.74219,-67.87109,1022.46094
4469170,-189.94141,-736.32812,750.97656,-8.78906,3.41797,1013.67187,-4.39453,-72.75391,1027.83203
4474176,-215.82031,-720.70312,713.37891,-5.85937,8.78906,1017.57812,-9.27734,-64.94141,1017.08984
4479178,-192.38281,-683.10547,715.33203,-7.8125,2.44141,1006.34766,-6.83594,-58.59375,1018.06641
4484179,-182.12891,-631.83594,741.69922,-3.90625,6.34766,1018.06641,-12.20703,-63.96484,1022.46094
4489180,-218.75,-592.28516,779.78516,-12.20703,4.39453,1009.76562,-0.48828,-57.61719,1002.92969
4494182,-197.26562,-538.57422,873.53516,0.48828,11.23047,1028.32031,-3.90625,-68.35938,1035.64453
4499182,-193.84766,-467.28516,889.16016,-13.18359,3.41797,1018.06641,-9.76562,-61.03516,1024.90234
4504181,-187.01172,-507.8125,874.51172,-2.44141,7.8125,1020.50781,-1.95312,-66.40625,1032.71484
4509182,-208.98437,-589.84375,864.25781,-16.11328,2.92969,1017.08984,-3.90625,-60.05859,1014.16016
4514182,-188.47656,-571.77734,871.58203,-7.8125,-7.32422,1014.16016,4.39453,-55.66406,1007.8125
4519182,-138.67187,-509.76562,833.98437,-18.55469,11.71875,1008.78906,6.83594,-66.89453,1023.4375
4524183,-119.62891,-448.24219,862.30469,-16.60156,8.30078,1019.04297,-5.85937,-64.45313,1021.48437
4529184,-168.45703,-352.05078,881.83594,-6.34766,-6.34766,1023.4375,-2.44141,-64.45313,1030.27344
4534184,-144.04297,-311.52344,863.76953,0.48828,1.95312,1038.08594,-14.16016,-64.45313,1021.48437
4539190,-82.51953,-295.89844,897.46094,-10.25391,-4.39453,1018.55469,-1.95312,-70.80078,1018.06641
4544195,-168.45703,-242.67578,919.92187,-9.27734,14.16016,1021.97266,-2.44141,-58.59375,1010.25391
4549201,-45.89844,-185.54687,978.51562,-1.95312,4.39453,1011.23047,-9.27734,-57.12891,1020.99609
4554201,-76.66016,-195.3125,1009.76562,-4.88281,-8.78906,1019.53125,-6.83594,-56.64063,1021.97266
4559202,-70.80078,-152.83203,1002.44141,-1.46484,14.64844,1017.57812,-9.76562,-64.45313,1023.92578
4564201,-109.375,-130.37109,1039.55078,4.88281,3.41797,1014.64844,-7.8125,-71.77734,1020.01953
4569201,-90.82031,-52.24609,1075.68359,0.97656,6.34766,1014.64844,5.37109,-70.3125,1017.08984
4574202,-100.58594,-3.90625,1144.04297,-7.32422,1.46484,1020.99609,-1.46484,-77.63672,1018.06641
4579201,-108.88672,-3.90625,1142.08984,-6.83594,-14.64844,1023.4375,-8.30078,-77.14844,1024.90234
4584201,-85.9375,23.4375,1176.26953,-12.69531,-7.32422,1020.01953,-0.97656,-64.94141,1014.16016
4589201,-76.66016,84.96094,1164.0625,-19.53125,11.71875,1014.16016,3.41797,-64.45313,1016.11328
4594201,-90.33203,59.57031,1134.76563,-11.23047,4.39453,1017.57812,-9.27734,-55.66406,1011.23047
4599201,-56.64063,20.99609,1102.05078,-14.16016,-7.8125,1015.13672,-1.46484,-74.21875,1023.92578
4604201,-42.96875,18.55469,1025.87891,-0.97656,-10.25391,1009.76562,-6.83594,-70.80078,1018.06641
4609201,-48.82813,-34.66797,993.65234,-18.55469,-7.8125,1010.74219,-9.27734,-73.24219,1007.32422
4614201,-63.47656,-78.125,890.625,-16.11328,-3.41797,1026.85547,-17.57813,-56.64063,1017.57812
4619201,-70.3125,-43.94531,831.54297,-12.20703,-1.95312,1016.11328,-12.69531,-74.21875,1016.11328
4624200,-67.38281,58.59375,799.31641,-3.90625,1.46484,1020.50781,-8.78906,-59.57031,1015.625
4629201,-64.45313,126.46484,834.47266,-10.25391,-5.37109,1012.20703,-21.48438,-58.59375,1019.04297
4634201,-71.77734,186.52344,905.76172,-14.16016,1.95312,1030.27344,-2.44141,-58.59375,1027.83203
4639201,-72.75391,220.70312,966.30859,-17.08984,-6.34766,1025.87891,-6.83594,-78.125,1016.60156
4644200,-86.91406,196.28906,1035.15625,-11.71875,1.46484,1031.73828,-8.30078,-57.12891,1010.25391
4649200,-84.47266,166.50391,1068.84766,4.88281,2.92969,1026.36719,-19.53125,-60.05859,1008.30078
4654200,-113.76953,175.78125,1059.08203,-15.625,-1.95312,1015.625,2.44141,-64.94141,1034.17969
4659200,-107.42188,174.80469,1062.98828,-19.04297,-1.46484,1018.06641,-2.92969,-61.52344,1025.87891
4664200,-117.67578,184.08203,1048.82813,-13.67187,-1.46484,1010.74219,-13.67187,-54.6875,1019.04297
4669199,-110.83984,192.38281,1022.94922,-8.78906,1.46484,1020.99609,-10.74219,-51.75781,1028.32031
4674199,-93.75,193.84766,999.51172,-16.60156,10.25391,1026.85547,-10.25391,-68.84766,1011.23047
4679200,-92.28516,240.23437,968.26172,-11.23047,-1.95312,1011.71875,-13.67187,-64.45313,1017.08984
4684198,-83.98438,280.27344,943.35937,-6.34766,-12.69531,1019.53125,-10.74219,-64.45313,1034.17969
4689199,-55.17578,274.90234,929.19922,-17.57813,11.71875,1011.71875,-8.78906,-60.54688,1018.06641
4694200,-62.01172,298.82812,925.78125,-6.34766,2.92969,1012.20703,-12.20703,-71.77734,1030.76172
4699200,-55.66406,359.375,937.98828,-5.85937,15.625,1014.64844,-8.78906,-60.54688,1013.67187
4704199,-47.85156,415.52734,935.54687,-12.20703,3.90625,1021.48437,-17.08984,-62.5,1012.20703
4709200,-82.51953,458.00781,953.125,-5.85937,-3.90625,1031.73828,0.48828,-68.84766,1024.90234
4714200,356.44531,-96.19141,1144.53125,-20.01953,6.34766,1013.18359,-3.41797,-53.71094,1018.06641
4719200,-117.1875,555.66406,829.10156,-9.76562,1.95312,1012.20703,-4.88281,-65.91797,1028.80859
4724200,-46.875,724.12109,831.05469,-20.01953,0.0,1021.48437,-9.27734,-67.87109,1011.71875
4729196,-24.41406,670.41016,811.03516,-15.13672,2.44141,1035.15625,-9.76562,-74.70703,1012.20703
4734196,-34.66797,551.75781,825.68359,-15.625,4.88281,1011.71875,-9.27734,-59.57031,1020.99609
4739196,-24.90234,470.21484,808.10547,-14.16016,2.44141,1026.36719,-4.88281,-62.98828,1031.73828
4744195,-39.55078,621.09375,816.89453,8.30078,12.69531,1015.13672,-3.90625,-63.47656,1011.23047
4749196,-27.34375,688.47656,831.54297,-22.94922,17.57813,1014.64844,-5.85937,-54.19922,1026.36719
4754196,-48.33984,645.01953,834.96094,-2.44141,-7.32422,1020.50781,-16.11328,-66.89453,1035.15625
4759196,-16.60156,610.83984,791.01562,-27.34375,0.97656,1018.55469,-2.92969,-55.66406,1015.13672
4764195,10.74219,678.22266,742.67578,-22.94922,1.95312,1020.01953,-6.34766,-57.61719,1027.83203
4769196,-7.8125,745.60547,706.05469,-9.27734,2.92969,1028.32031,-8.78906,-75.68359,1030.27344
4774196,-1.95312,786.13281,666.50391,-3.90625,-3.41797,1019.53125,-14.16016,-58.10547,1033.20313
4779196,-10.74219,805.17578,668.94531,-12.69531,3.41797,1013.67187,7.32422,-65.42969,1015.13672
4784195,-11.71875,785.64453,653.32031,-16.11328,-1.95312,1015.625,-1.46484,-69.33594,1013.67187
4789201,-7.32422,757.8125,638.67187,-14.16016,0.0,1035.15625,-11.23047,-60.54688,1010.25391
4794197,7.32422,795.89844,614.74609,-6.34766,1.95312,1014.16016,-6.34766,-73.73047,1011.71875
4799196,26.36719,794.43359,581.05469,-14.64844,-1.46484,1007.8125,-7.32422,-69.82422,1019.04297
4804195,34.66797,770.50781,542.48047,-11.71875,-8.78906,1013.67187,-4.39453,-64.45313,1032.22656
4809195,17.08984,787.10937,540.03906,-0.48828,-8.78906,1025.39063,-9.27734,-52.73438,1021.48437
4814196,16.11328,800.29297,548.33984,-5.37109,-5.37109,1017.08984,-0.97656,-78.61328,1020.50781
4819196,21.97266,780.76172,548.82812,-11.23047,6.34766,1017.08984,3.90625,-64.94141,1025.39063
4824195,29.78516,774.90234,537.10937,-12.69531,-0.97656,1013.18359,-9.27734,-57.12891,1019.04297
4829196,14.16016,791.99219,509.27734,-9.27734,-3.41797,1022.46094,-10.25391,-70.3125,1018.06641
4834195,29.78516,837.40234,512.20703,-16.11328,3.90625,1006.83594,-9.27734,-60.05859,1014.64844
4839196,32.22656,853.51562,511.23047,-9.27734,2.44141,1016.11328,-10.74219,-63.47656,1017.08984
4844195,32.71484,842.28516,526.36719,-5.37109,-2.44141,1017.57812,-2.92969,-57.12891,1025.39063
4849201,40.03906,865.72266,501.46484,-9.76562,-3.41797,1020.99609,-12.20703,-55.66406,1020.99609
4854201,50.29297,876.95312,471.19141,-12.20703,-3.41797,1028.32031,-6.34766,-64.94141,1027.34375
4859201,60.54688,853.51562,441.40625,-9.27734,-6.34766,1024.90234,0.48828,-65.42969,1009.76562
4864200,71.28906,841.30859,419.43359,-7.8125,3.41797,1013.18359,1.46484,-73.24219,1014.16016
4869201,64.45313,856.93359,422.36328,-6.83594,-4.88281,1016.11328,-5.37109,-62.98828,1020.01953
4874201,40.52734,885.25391,447.26562,-0.48828,1.95312,1017.08984,-10.74219,-59.08203,1022.46094
4879201,62.98828,884.76562,458.98437,-18.06641,3.90625,1007.32422,-3.41797,-66.40625,1026.85547
4884200,47.36328,910.64453,465.82031,-4.88281,6.34766,1004.39453,-17.57813,-60.05859,1009.27734
4889201,32.71484,926.75781,447.75391,-9.27734,10.74219,1027.83203,-4.39453,-65.42969,1019.04297
4894201,24.90234,914.0625,458.00781,-18.55469,9.27734,1020.50781,-11.71875,-62.98828,1018.55469
4899201,31.73828,921.38672,451.66016,-9.27734,12.20703,1019.53125,-18.55469,-71.77734,1017.57812
4904201,41.01563,916.01562,460.44922,-11.23047,-0.97656,1017.08984,-7.8125,-63.96484,1020.50781
4909201,46.875,930.17578,439.45312,-13.67187,0.97656,1021.97266,0.97656,-68.84766,1021.48437
4914201,47.85156,920.89844,431.64062,-8.30078,10.25391,1021.48437,-18.55469,-61.52344,1017.57812
4919202,37.59766,924.31641,431.64062,-7.8125,3.90625,1020.50781,-19.53125,-70.80078,1023.4375
4924201,42.48047,913.57422,410.15625,1.46484,1.46484,1009.76562,-7.32422,-81.05469,1020.99609
4929201,49.80469,924.80469,419.43359,-16.11328,5.37109,1020.99609,-20.50781,-68.84766,1021.97266
4934202,40.52734,959.96094,425.78125,-5.37109,2.92969,1020.01953,-6.34766,-69.82422,1021.48437
4939201,47.85156,991.21094,446.77734,1.46484,-4.88281,1015.625,-7.32422,-64.45313,1022.94922
4944201,45.89844,977.53906,441.40625,-5.85937,0.48828,1012.69531,-10.25391,-58.10547,1023.4375
4949202,49.80469,959.96094,449.21875,-20.99609,-13.18359,1000.0,-3.41797,-61.52344,1017.08984
4954201,45.89844,946.28906,444.82422,-19.04297,6.83594,1020.01953,-7.32422,-62.98828,1014.64844
4959201,50.29297,938.96484,430.66406,-7.8125,4.39453,1021.48437,7.32422,-52.73438,1020.50781
4964201,42.48047,929.6875,431.15234,-4.88281,1.46484,1019.04297,2.92969,-63.96484,1019.04297
4969201,43.94531,925.78125,425.78125,-8.30078,-7.32422,1020.99609,-2.92969,-55.17578,1019.53125
4974202,67.38281,924.31641,439.45312,6.34766,-8.30078,1019.04297,-4.88281,-60.05859,1015.13672
4979201,59.57031,912.10937,439.94141,-18.55469,17.08984,1010.25391,0.48828,-65.42969,1019.04297
4984200,33.20313,892.57812,442.38281,-13.18359,-10.25391,1014.64844,4.88281,-57.12891,1018.06641
4989200,41.01563,936.03516,443.84766,-11.71875,0.97656,994.62891,-11.23047,-59.57031,1028.80859
4994201,34.66797,959.47266,450.19531,-4.39453,5.37109,1008.30078,-0.97656,-61.03516,1020.99609
4999201,37.10938,940.42969,451.66016,-8.78906,11.23047,1014.64844,-7.8125,-69.82422,1017.57812
9017775,-15.13672,6.34766,1029.29688,-48.33984,52.24609,1045.41016,-9.27734,-66.89453,1023.92578
9023166,-27.34375,20.01953,1030.76172,-17.08984,37.59766,1023.4375,-17.57813,-60.05859,1013.67187
9028185,-43.94531,22.46094,1021.48437,-3.90625,23.92578,1020.50781,-10.74219,-62.98828,1019.53125
9033200,-27.83203,18.06641,1019.04297,0.97656,13.18359,1033.20313,-17.57813,-75.68359,1031.25
9038185,-12.20703,26.36719,1027.34375,-3.41797,0.0,1031.25,-11.71875,-73.73047,1017.08984
9043207,-25.87891,10.74219,1023.4375,-9.27734,27.83203,1027.83203,-2.92969,-70.3125,1019.04297
9048195,-14.64844,-2.44141,1031.73828,-23.92578,24.41406,1017.08984,-2.92969,-78.61328,1020.99609
9053185,-22.46094,18.55469,1026.85547,10.74219,32.22656,1031.25,0.48828,-63.96484,1035.64453
9058167,-12.20703,-10.25391,1029.29688,34.66797,41.50391,1030.27344,-15.625,-63.47656,1017.57812
9063183,13.67187,2.44141,1018.06641,46.875,96.67969,1037.59766,-1.95312,-78.125,1005.85937
9068176,5.37109,21.97266,1017.57812,-3.90625,61.52344,1010.74219,-3.90625,-66.89453,1026.36719
9073162,-23.92578,-3.41797,1027.83203,-16.60156,55.17578,1042.48047,-12.69531,-55.66406,1024.90234
9078156,-4.88281,12.69531,1025.39063,-35.64453,32.71484,1018.06641,-3.41797,-68.84766,1014.16016
