,EMG ,,,IMU 1,,,,,,,,,IMU 2,,,,,,,,,IMU 3,,,,,,,,,
Timestamp (uS),CH1,CH2,CH3,Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),Acc X (mg),Acc Y (mg),Acc Z (mg),Gyr X (DPS),Gyr Y (DPS),Gyr Z (DPS),Mag X (uT),Mag Y (uT),Mag Z (uT),
4225267,105,99,77,-208.00781,363.76953,922.36328,3.14504,-2.12214,0.11450,36.60000,18.60000,-7.80000,-200.19531,366.69922,925.29297,0.87786,-4.75573,-2.64122,36.60000,18.60000,-7.80000,-188.47656,366.21094,917.96875,3.52672,-1.06870,1.38168,36.60000,18.60000,-7.80000,
4230290,110,0,84,-196.77734,382.32422,933.59375,-1.12214,-3.16031,-1.93893,36.60000,18.60000,-7.80000,-200.19531,372.55859,938.47656,2.17557,-1.87786,1.33588,36.60000,18.60000,-7.80000,-190.91797,372.07031,924.31641,0.59542,-3.51145,0.33588,36.60000,18.60000,-7.80000,
4235313,116,101,77,-185.05859,364.74609,920.41016,-1.18321,1.78626,-4.08397,36.60000,18.60000,-7.80000,-196.28906,369.14062,937.01172,-0.74809,0.09160,-1.72519,37.20000,21.15000,-9.15000,-187.01172,365.23437,930.17578,1.56489,-3.85496,0.86260,37.20000,21.15000,-9.15000,
4240306,111,98,80,-191.89453,370.60547,933.59375,2.87786,-1.25191,-0.91603,37.20000,21.15000,-9.15000,-202.63672,368.16406,926.26953,1.23664,-0.42748,0.70992,37.20000,21.15000,-9.15000,-202.63672,368.65234,930.17578,-1.09160,0.30534,-0.82443,37.20000,21.15000,-9.15000,
4245332,109,98,75,-191.40625,375.97656,932.61719,2.40458,-3.05344,0.61069,37.20000,21.15000,-9.15000,-180.17578,358.39844,933.10547,-1.19847,2.41985,-1.45802,36.00000,19.20000,-7.95000,-160.15625,318.35937,912.10937,-0.67939,0.51145,0.32061,36.00000,19.20000,-7.95000,
4250328,108,100,80,-184.57031,352.53906,920.89844,2.66412,-1.14504,0.50382,36.00000,19.20000,-7.95000,-212.40234,384.76562,934.57031,1.45038,-3.22901,2.25191,36.00000,19.20000,-7.95000,-199.70703,368.16406,931.15234,1.78626,-1.44275,0.83969,36.00000,19.20000,-7.95000,
4255319,110,95,78,-185.54687,372.07031,938.47656,-1.58015,1.73282,-0.29771,36.00000,19.20000,-7.95000,-199.21875,367.67578,922.85156,-2.41221,1.74046,-0.70992,37.05000,19.95000,-7.65000,-275.87891,483.88672,948.73047,0.71756,-0.55725,1.10687,37.05000,19.95000,-7.65000,
4260307,109,101,74,-153.32031,351.07422,946.77734,0.43511,-0.05344,2.59542,37.05000,19.95000,-7.65000,-189.45312,352.05078,930.17578,-0.95420,2.52672,-1.67939,37.05000,19.95000,-7.65000,-210.93750,383.30078,943.84766,-1.19847,0.84733,-1.93893,37.05000,19.95000,-7.65000,
4265329,118,93,73,-236.81641,391.11328,912.59766,1.41221,-0.29008,-1.10687,36.45000,19.20000,-7.65000,-158.69141,288.57422,923.33984,0.37405,1.69466,-2.79389,36.45000,19.20000,-7.65000,-157.22656,333.49609,934.57031,-2.32061,-1.09160,-1.63359,36.45000,19.20000,-7.65000,
4326695,109,99,80,-188.96484,369.62891,940.42969,0.03053,-2.25954,1.78626,36.45000,20.25000,-8.70000,-198.73047,379.39453,926.75781,-3.18321,2.58015,-3.10687,36.45000,20.25000,-8.70000,-187.01172,381.34766,932.12891,0.39695,2.85496,-1.16794,36.45000,20.25000,-8.70000,
4332061,112,102,86,-196.77734,375.97656,929.19922,-3.01527,0.66412,0.20611,36.45000,20.25000,-8.70000,-206.54297,374.02344,924.31641,0.06107,-0.91603,-1.15267,36.45000,20.25000,-8.70000,-198.73047,369.62891,933.59375,-0.52672,-1.83206,-0.51908,36.45000,20.25000,-8.70000,
4337089,110,99,87,-206.05469,371.09375,923.33984,-3.45038,1.32824,-2.88550,36.45000,20.25000,-8.70000,-206.54297,362.30469,926.26953,0.22901,-1.23664,1.83969,36.45000,20.25000,-8.70000,-191.89453,362.79297,932.61719,1.51145,-2.81679,0.36641,36.45000,20.25000,-8.70000,
4342110,111,99,79,-193.84766,356.44531,922.36328,1.01527,0.00763,0.90840,36.45000,20.25000,-8.70000,-204.58984,374.02344,925.78125,-2.62595,-0.17557,-1.00763,36.45000,20.25000,-8.70000,-198.73047,378.41797,952.63672,0.94656,-2.49618,2.19084,35.70000,19.50000,-7.65000,
4347106,107,99,75,-196.28906,381.83594,928.22266,2.64885,-2.64122,1.93130,35.70000,19.50000,-7.65000,-198.24219,360.83984,936.52344,-0.58015,1.19847,-1.59542,35.70000,19.50000,-7.65000,-197.26562,372.55859,932.61719,-0.73282,-0.88550,-2.60305,35.70000,19.50000,-7.65000,
4352124,107,99,78,-194.33594,377.92969,942.87109,3.90840,0.24427,-1.03053,35.70000,19.50000,-7.65000,-193.35937,379.88281,938.47656,1.71756,-1.40458,3.95420,35.70000,19.50000,-7.65000,-200.19531,360.35156,934.57031,2.10687,2.19847,-2.59542,37.50000,19.95000,-8.70000,
4357112,109,102,76,-194.33594,355.46875,922.36328,0.06870,1.94656,-1.48092,37.50000,19.95000,-8.70000,-206.54297,366.69922,939.45312,2.19084,-2.51908,3.05344,37.50000,19.95000,-8.70000,-197.75391,361.81641,935.54687,2.48092,0.02290,2.44275,37.50000,19.95000,-8.70000,
4362106,107,95,78,-193.35937,369.62891,943.84766,-0.16794,1.48092,0.73282,37.50000,19.95000,-8.70000,-202.14844,377.44141,925.78125,-0.61832,-0.27481,-0.91603,35.70000,19.95000,-8.70000,-204.10156,374.51172,925.78125,0.49618,-3.34351,5.30534,35.70000,19.95000,-9.30000,
4367090,109,100,76,-216.30859,387.69531,934.08203,3.71756,-0.80153,0.22137,35.70000,19.95000,-9.30000,-159.66797,373.53516,936.03516,-1.81679,2.29771,1.43511,35.70000,19.95000,-9.30000,-181.64062,355.46875,938.96484,-1.00763,2.57252,2.51145,35.70000,19.95000,-9.30000,
4372111,107,99,75,-196.77734,373.04687,936.03516,1.44275,1.74809,0.57252,35.70000,19.95000,-9.30000,-191.40625,375.48828,922.85156,1.91603,-0.87786,-1.91603,36.75000,19.50000,-8.25000,-195.80078,367.18750,929.68750,0.55725,1.31298,-0.16031,36.75000,19.50000,-8.25000,
4433403,109,104,83,-201.17187,367.18750,932.61719,-3.34351,-0.06107,1.77863,36.75000,21.00000,-9.00000,-197.75391,357.42187,938.96484,-0.21374,-2.27481,-0.94656,36.75000,21.00000,-9.00000,-193.84766,351.07422,925.29297,-1.92366,-0.77099,-2.19847,36.75000,21.00000,-9.00000,
4438762,108,109,78,-200.19531,368.16406,934.08203,0.61832,-2.16031,1.30534,36.75000,21.00000,-9.00000,-201.17187,378.41797,924.31641,-1.62595,0.45802,-3.01527,36.75000,21.00000,-9.00000,-208.00781,379.88281,926.75781,-2.45038,0.96183,-3.09160,36.75000,21.00000,-9.00000,
4443781,108,87,77,-193.84766,360.83984,936.52344,0.00763,0.04580,-1.45802,35.70000,19.50000,-7.95000,-193.84766,363.28125,934.08203,-3.03053,2.99237,-2.62595,35.70000,19.50000,-7.95000,-196.28906,383.78906,918.94531,-1.70992,1.90076,-1.08397,35.70000,19.50000,-7.95000,
4448800,109,101,77,-199.70703,366.21094,923.33984,1.24427,0.01527,-1.25954,35.70000,19.50000,-7.95000,-204.58984,372.55859,933.10547,-0.25954,-0.12977,-0.25191,35.70000,19.50000,-7.95000,-196.28906,366.69922,935.05859,-1.25191,3.31298,0.82443,35.70000,19.50000,-7.95000,
4453794,113,103,78,-209.96094,364.74609,930.66406,-2.28244,1.41985,-2.62595,36.60000,21.15000,-8.55000,-208.49609,358.39844,933.10547,1.83969,-0.90076,2.17557,36.60000,21.15000,-8.55000,-212.89062,361.81641,932.12891,2.06107,-1.48092,0.59542,36.60000,21.15000,-8.55000,
4458816,100,97,81,-201.66016,369.62891,926.26953,-0.83206,0.52672,-5.07634,36.60000,21.15000,-8.55000,-199.70703,357.91016,925.78125,-1.22901,0.78626,-2.33588,36.60000,21.15000,-8.55000,-209.96094,373.04687,926.26953,2.47328,-3.42748,4.05344,36.60000,21.15000,-8.55000,
4463819,105,51,75,-191.89453,364.74609,931.64062,1.38168,-0.96947,3.82443,36.60000,20.55000,-8.55000,-200.19531,376.46484,934.57031,0.35115,1.08397,-0.74809,36.60000,20.55000,-8.55000,-190.42969,372.55859,932.12891,-2.61832,0.29771,-1.80153,36.60000,20.55000,-8.55000,
4468818,111,91,75,-179.68750,369.14062,939.45312,1.95420,-1.61832,1.45802,36.60000,20.55000,-8.55000,-193.35937,366.69922,944.33594,0.57252,0.82443,0.61832,36.60000,20.55000,-8.55000,-184.08203,370.11719,935.54687,-2.67176,1.19847,-0.16031,36.90000,20.10000,-7.80000,
4473818,115,95,78,-187.98828,371.09375,937.50000,0.31298,2.67939,-1.90076,36.90000,20.10000,-7.80000,-214.35547,378.90625,921.87500,1.83206,0.96183,0.05344,36.90000,20.10000,-7.80000,-199.21875,370.60547,938.47656,1.23664,-0.90076,-0.29771,36.90000,20.10000,-7.80000,
4478853,105,94,80,-203.12500,376.95312,929.68750,1.22137,2.21374,0.26718,36.90000,20.10000,-7.80000,-204.10156,367.67578,940.91797,2.04580,1.98473,0.38931,36.90000,20.10000,-7.80000,-210.93750,375.97656,929.19922,4.22137,-0.19847,-0.82443,36.90000,20.10000,-7.80000,
4541058,112,101,106,-224.60937,356.44531,934.08203,33.12977,-59.80153,1.55725,36.45000,19.95000,-9.00000,-234.86328,373.04687,959.47266,27.52672,-53.60305,2.61832,37.05000,20.70000,-8.25000,-232.91016,318.35937,961.91406,24.51145,-48.01527,4.48092,37.05000,20.70000,-8.25000,
4546420,113,109,78,-247.55859,261.71875,935.05859,18.96947,-39.51145,19.21374,37.05000,20.70000,-8.25000,-160.15625,251.95312,965.82031,12.93893,-33.32061,29.16031,37.05000,20.70000,-8.25000,-116.21094,292.48047,968.75000,10.56489,-27.49618,49.33588,37.05000,20.70000,-8.25000,
4551450,93,99,76,-111.32813,337.89062,967.77344,8.87023,-19.87786,58.32061,35.70000,21.00000,-7.20000,-70.31250,324.21875,960.44922,12.42748,-26.10687,51.03817,35.70000,21.00000,-7.20000,-140.62500,361.32812,952.63672,13.87023,-27.85496,58.11450,35.70000,21.00000,-7.20000,
4556474,116,121,79,-174.80469,346.67969,963.86719,12.51145,-24.09160,67.11450,35.70000,21.00000,-7.20000,-109.37500,375.97656,969.72656,27.04580,-26.10687,72.04580,35.70000,21.00000,-7.20000,-188.47656,437.98828,1008.30078,32.29771,-28.57252,57.41985,35.70000,21.00000,-7.20000,
4561464,106,100,77,-133.30078,466.79687,1024.41406,31.51145,-27.55725,39.58779,36.90000,19.35000,-8.10000,-184.57031,470.70312,997.55859,42.56488,-28.93130,28.02290,36.90000,19.35000,-8.10000,-152.83203,439.45312,999.02344,49.44275,-37.07634,17.75573,36.90000,19.35000,-8.10000,
4566477,107,93,78,-172.85156,449.70703,962.89062,68.88550,-44.72519,8.35878,36.90000,19.35000,-8.10000,-153.32031,384.27734,949.70703,78.82442,-54.70992,9.39695,36.90000,19.35000,-8.10000,-132.81250,371.09375,943.35937,92.31298,-63.08397,22.31298,36.90000,19.35000,-8.10000,
4571464,105,101,79,-97.16797,347.65625,958.98437,102.12214,-67.38931,37.22137,37.20000,20.55000,-7.80000,-145.01953,384.27734,1056.64063,100.78626,-62.39695,35.13741,37.20000,20.55000,-7.80000,-36.13281,375.97656,1008.78906,100.44275,-50.13741,30.81679,37.20000,20.55000,-7.80000,
4576454,107,90,87,-115.72266,339.84375,968.75000,98.97710,-46.71756,28.32061,37.20000,20.55000,-7.80000,-84.96094,394.04297,1025.39063,96.16794,-41.30534,24.01527,37.20000,20.55000,-7.80000,-80.56641,427.24609,1068.35938,90.51145,-23.22901,19.86259,37.20000,20.55000,-7.80000,
4581450,110,100,76,-155.76172,441.89453,997.55859,86.36641,-20.36641,3.42748,37.20000,20.55000,-7.80000,-87.40234,431.15234,964.35547,95.06870,-20.54198,8.07634,37.20000,20.55000,-7.80000,-102.05078,445.80078,973.63281,99.79389,-17.58779,14.46565,37.20000,20.55000,-7.80000,
4586474,109,100,77,-82.03125,431.64062,970.70312,109.96947,-24.77863,19.07634,37.20000,20.55000,-7.80000,-119.62891,419.43359,979.49219,112.88550,-27.10687,5.46565,37.20000,20.55000,-7.80000,-157.22656,399.90234,934.57031,113.20611,-29.06107,4.39695,37.20000,20.55000,-7.80000,
4647213,118,95,75,-129.88281,506.34766,781.73828,-70.54198,17.00000,-42.62595,35.25000,18.00000,-11.40000,-117.18750,527.34375,779.29687,-84.25191,22.03053,-49.61832,35.25000,18.00000,-11.40000,-116.69922,558.59375,786.62109,-91.05344,21.17557,-50.12214,35.85000,18.30000,-11.25000,
4652570,109,105,76,-88.37891,547.85156,771.97266,-100.56489,16.38168,-54.60305,35.85000,18.30000,-11.25000,-116.69922,523.92578,767.57812,-100.25954,11.59542,-60.12214,35.85000,18.30000,-11.25000,-166.50391,480.95703,731.93359,-98.37405,-4.68702,-69.63359,35.85000,18.30000,-11.25000,
4657601,112,101,82,-222.16797,432.61719,728.02734,-83.58778,-29.02290,-66.22137,35.85000,18.30000,-11.25000,-228.51562,388.67187,727.53906,-78.29771,-50.64885,-66.44275,37.50000,19.50000,-10.80000,-201.66016,415.52734,767.57812,-79.87023,-60.12977,-71.59542,37.50000,19.50000,-10.80000,
4662622,107,104,89,-206.54297,415.03906,805.66406,-79.17558,-66.58015,-66.65649,37.50000,19.50000,-10.80000,-182.12891,414.55078,839.84375,-85.18320,-66.94656,-65.64122,37.50000,19.50000,-10.80000,-154.29687,450.19531,879.88281,-103.22900,-50.19084,-62.58779,37.50000,19.50000,-10.80000,
4667620,110,98,77,-117.18750,444.82422,906.25000,-124.05344,-29.51908,-64.32825,37.50000,19.50000,-10.80000,-133.78906,435.54687,920.89844,-140.78625,-17.16031,-64.38931,38.25000,18.30000,-9.15000,-164.06250,376.95312,895.99609,-155.30534,-2.76336,-53.71756,38.25000,18.30000,-9.15000,
4672641,107,97,75,-145.99609,300.29297,877.92969,-172.35878,16.70992,-40.51908,38.25000,18.30000,-9.15000,-194.82422,323.73047,902.83203,-177.90840,17.87786,-26.84733,38.25000,18.30000,-9.15000,-193.84766,387.20703,916.99219,-183.64122,28.52672,-17.78626,38.25000,18.30000,-9.15000,
4677642,153,93,75,-185.05859,448.73047,941.89453,-185.19847,34.10687,-21.37405,38.25000,18.30000,-9.15000,-217.77344,465.82031,1000.00000,-196.77100,44.61832,-35.64122,38.25000,18.30000,-9.15000,-51.75781,492.67578,1009.27734,-205.65649,56.63359,-55.70992,38.25000,18.30000,-9.15000,
4682633,87,95,86,-55.66406,510.74219,1017.57812,-207.35115,66.67939,-66.89313,38.25000,18.30000,-9.15000,-29.78516,515.62500,1012.69531,-210.86259,76.67175,-74.39695,38.25000,18.30000,-9.15000,-7.32422,528.32031,1027.34375,-216.25191,90.13741,-83.38168,38.25000,18.30000,-9.15000,
4687632,95,98,75,-36.62109,491.69922,1018.55469,-228.98473,112.13741,-95.00764,38.25000,18.30000,-9.15000,-58.10547,441.40625,987.30469,-239.25954,125.41985,-99.38931,38.25000,18.30000,-9.15000,-124.51172,415.52734,964.35547,-242.22900,132.77863,-104.98473,38.25000,18.30000,-9.15000,
4692657,106,100,79,-127.92969,403.80859,927.24609,-250.13741,145.80153,-110.26717,38.25000,18.30000,-9.15000,-117.67578,384.76562,922.85156,-250.13741,141.53435,-114.32825,38.25000,18.30000,-9.15000,-129.39453,386.23047,867.18750,-238.92366,128.76335,-123.70992,38.25000,18.30000,-9.15000,
4755433,119,107,75,-197.75391,170.41016,1040.52734,114.32825,-1.57252,-3.80916,39.00000,20.55000,-3.90000,-202.14844,210.44922,1079.10156,123.77100,-7.81679,1.38931,39.00000,20.55000,-3.90000,-223.14453,209.96094,1065.91797,128.57253,-3.32061,2.46565,39.45000,20.10000,-5.40000,
4760794,110,105,86,-198.24219,250.97656,1036.62109,135.80916,0.75573,3.10687,39.45000,20.10000,-5.40000,-187.98828,273.92578,1065.42969,140.92366,6.58779,8.56489,39.45000,20.10000,-5.40000,-141.11328,278.80859,1059.08203,140.79390,11.40458,17.59542,39.45000,20.10000,-5.40000,
4765818,111,106,85,-259.76562,299.31641,1040.03906,131.27481,29.81679,4.81679,39.45000,20.10000,-5.40000,-234.37500,326.17187,1024.90234,132.28244,38.31298,7.93893,39.00000,20.10000,-4.95000,-212.40234,219.23828,1002.44141,125.55725,41.83969,7.61069,39.00000,20.10000,-4.95000,
4770850,110,101,77,-208.49609,196.77734,958.49609,124.03817,46.18320,11.41985,39.00000,20.10000,-4.95000,-187.01172,185.05859,917.96875,121.97710,45.20611,13.33588,39.00000,20.10000,-4.95000,-190.42969,281.73828,939.94141,125.54962,38.92366,22.18321,39.00000,20.10000,-4.95000,
4775844,108,101,75,-191.89453,227.53906,910.15625,126.72519,30.87786,16.09160,39.00000,20.10000,-4.95000,-241.21094,240.72266,891.60156,120.92367,29.54198,10.69466,38.85000,19.50000,-5.55000,-197.75391,268.55469,857.91016,118.85497,27.85496,13.51908,38.85000,19.50000,-5.55000,
4780868,116,99,77,-254.39453,282.22656,861.81641,114.99236,22.65649,16.12214,38.85000,19.50000,-5.55000,-220.70312,300.29297,854.49219,119.22137,16.59542,13.58779,38.85000,19.50000,-5.55000,-210.44922,312.50000,848.63281,113.35114,16.12977,16.51145,38.85000,19.50000,-5.55000,
4785867,109,98,75,-258.78906,333.00781,848.63281,100.17558,15.33588,13.37405,38.85000,19.50000,-5.55000,-270.01953,354.98047,848.63281,92.00000,20.18321,11.34351,38.85000,19.50000,-5.55000,-304.68750,357.42187,827.14844,83.87786,19.00000,10.12214,38.85000,19.50000,-5.55000,
4790853,117,97,82,-268.06641,363.28125,822.26562,75.96183,20.09160,13.56489,38.85000,19.50000,-5.55000,-273.92578,348.14453,791.01562,64.64122,21.42748,6.66412,38.85000,19.50000,-5.55000,-250.00000,337.89062,775.39062,58.77099,18.71756,7.61832,38.85000,19.50000,-5.55000,
4795843,106,92,80,-212.40234,314.45312,765.13672,55.05344,8.64886,17.12214,38.85000,19.50000,-5.55000,-230.95703,368.65234,770.01953,46.80916,7.54962,16.79389,39.60000,18.75000,-7.95000,-254.39453,398.92578,765.62500,40.31298,2.09160,9.03053,39.60000,18.75000,-7.95000,
4800869,107,93,76,-252.44141,443.35937,763.18359,36.81680,-5.41985,5.90076,39.60000,18.75000,-7.95000,-241.21094,411.13281,765.62500,35.48855,-15.45038,-1.07634,39.60000,18.75000,-7.95000,-230.95703,392.57812,765.62500,29.18321,-21.01527,-2.72519,39.60000,18.75000,-7.95000,
4862069,111,104,75,-90.82031,242.18750,1106.44531,7.92366,-117.19847,11.25954,40.80000,19.35000,-6.00000,-191.40625,331.54297,1170.41016,15.02290,-114.69466,3.51908,40.80000,19.35000,-6.00000,-148.43750,414.06250,1154.29688,20.28244,-106.38931,13.35878,40.80000,19.35000,-6.00000,
4867426,106,102,83,-120.11719,363.76953,1159.66797,29.09160,-97.09924,12.97710,39.00000,19.05000,-4.35000,-203.12500,392.57812,1185.05859,35.36641,-101.78626,13.32061,39.00000,19.05000,-4.35000,-102.05078,365.23437,1246.09375,46.04580,-93.57252,18.55725,39.00000,19.05000,-4.35000,
4872457,112,104,77,-111.32813,386.23047,1137.20703,55.99237,-74.86259,18.35878,39.00000,19.05000,-4.35000,-83.49609,242.67578,1100.58594,69.23664,-82.45802,17.32061,39.00000,19.05000,-4.35000,-133.78906,389.64844,1203.61328,73.18320,-73.70992,16.03817,39.15000,19.20000,-5.55000,
4877474,108,99,79,-108.88672,378.41797,1157.71484,81.00000,-67.50381,20.79389,39.15000,19.20000,-5.55000,-214.35547,534.17969,1314.45313,81.43511,-67.99236,24.85496,39.15000,19.20000,-5.55000,-99.12109,332.51953,1106.44531,104.18320,-58.49618,22.29008,39.15000,19.20000,-5.55000,
4882467,105,100,77,-10.74219,233.88672,1017.08984,104.84733,-65.83969,25.14504,39.15000,19.20000,-5.55000,-40.52734,335.44922,1099.60938,121.99236,-48.93130,27.55725,39.15000,19.20000,-5.55000,-108.88672,254.39453,1098.14453,118.65649,-45.80916,24.09160,39.15000,19.20000,-5.55000,
4887489,109,103,89,-138.18359,327.14844,1117.18750,127.73283,-51.82443,28.87786,39.15000,19.20000,-5.55000,-97.16797,252.92969,1094.23828,130.66412,-40.51908,32.83206,39.15000,19.20000,-5.55000,-186.52344,401.36719,1111.81641,130.22900,-43.87023,34.14504,39.15000,19.20000,-5.55000,
4892483,108,106,74,-101.56250,354.00391,1078.61328,126.42748,-31.12214,28.10687,39.15000,19.20000,-5.55000,-122.55859,487.30469,1148.43750,144.85497,-24.88550,36.94656,39.15000,19.20000,-5.55000,-3.41797,285.64453,967.28516,156.35115,-15.37405,37.67176,40.80000,19.05000,-6.45000,
4897476,112,91,76,-81.05469,300.29297,1000.97656,151.83206,-13.99237,42.48855,40.80000,19.05000,-6.45000,45.89844,123.53516,763.67187,161.37404,-2.89313,31.05343,40.80000,19.05000,-6.45000,-127.92969,365.72266,1043.94531,151.93893,-9.77099,36.66412,40.80000,19.05000,-6.45000,
4902465,107,93,78,-76.66016,246.58203,886.23047,145.89313,-0.19847,34.76336,40.80000,19.05000,-6.45000,-54.68750,347.16797,938.96484,142.51909,5.64885,35.32824,40.80000,19.05000,-6.45000,-115.23438,435.54687,1029.78516,138.71756,8.80916,34.44275,38.70000,18.30000,-6.45000,
4907479,108,91,73,-159.66797,407.22656,1152.34375,133.18321,0.78626,26.30534,38.70000,18.30000,-6.45000,-52.24609,367.18750,973.63281,143.64885,3.74809,31.59542,38.70000,18.30000,-6.45000,-51.26953,350.58594,946.77734,146.20610,7.83969,27.90840,38.70000,18.30000,-6.45000,
4969813,109,104,79,-167.48047,574.21875,888.18359,-106.51908,65.21374,-8.70992,37.65000,16.80000,-9.15000,-175.78125,496.09375,847.16797,-105.06107,74.51145,-12.06870,37.65000,16.80000,-9.15000,-194.33594,574.21875,914.55078,-101.80916,67.98473,-15.85496,37.65000,16.80000,-9.15000,
4975185,111,103,85,-155.76172,458.98437,869.14062,-99.52672,64.80153,-18.64886,38.10000,16.95000,-8.25000,-198.73047,454.10156,891.11328,-101.83969,67.47328,-19.63359,38.10000,16.95000,-8.25000,-172.36328,468.75000,869.62891,-104.16794,67.87023,-20.63359,38.10000,16.95000,-8.25000,
4980209,108,102,79,-202.63672,498.53516,894.53125,-105.82442,70.89313,-31.19084,38.10000,16.95000,-8.25000,-187.98828,498.53516,912.10937,-100.48092,68.78626,-28.04580,38.10000,16.95000,-8.25000,-159.66797,466.30859,906.25000,-100.76336,70.28244,-31.58779,38.10000,16.95000,-8.25000,
4985242,110,10,75,-165.52734,488.28125,915.52734,-110.45802,74.24428,-40.88550,38.10000,16.95000,-8.25000,-175.29297,478.02734,925.29297,-109.15267,75.45038,-37.81680,38.10000,16.95000,-8.25000,-102.05078,442.87109,872.07031,-107.15267,78.19084,-37.90840,38.10000,16.95000,-8.25000,
4990232,45,98,75,-193.35937,520.01953,924.80469,-114.09924,83.61832,-44.51145,38.10000,16.95000,-8.25000,-182.61719,516.60156,908.69141,-111.12977,83.25954,-48.34351,38.10000,16.95000,-8.25000,-149.41406,435.54687,898.43750,-111.08397,81.40458,-50.17557,38.10000,16.95000,-8.25000,
4995256,108,99,101,-193.84766,407.71484,890.13672,-110.80916,80.67175,-57.79389,39.00000,18.60000,-6.45000,-157.22656,388.67187,882.81250,-110.17558,78.18320,-59.55725,39.00000,18.60000,-6.45000,-160.64453,410.64453,866.21094,-104.80153,72.53435,-51.29771,39.00000,18.60000,-6.45000,
5000245,111,98,78,-151.85547,406.25000,899.41406,-99.39695,66.90076,-43.32061,39.00000,18.60000,-6.45000,-86.42578,430.17578,898.92578,-94.13741,64.80916,-36.62595,39.00000,18.60000,-6.45000,-104.98047,431.15234,900.87891,-96.29008,71.78626,-37.76336,39.00000,18.60000,-6.45000,
5005234,107,93,83,-141.60156,424.80469,956.05469,-110.72519,74.48855,-49.20611,39.45000,18.60000,-7.50000,-160.64453,382.81250,928.71094,-116.54198,78.19084,-54.43512,39.45000,18.60000,-7.50000,-171.38672,356.93359,916.50391,-118.65649,80.88550,-52.45802,39.45000,18.60000,-7.50000,
5010226,105,128,76,-170.41016,332.03125,895.99609,-131.80916,89.51908,-53.82443,39.45000,18.60000,-7.50000,-228.02734,331.54297,895.50781,-136.04581,87.71756,-52.25954,39.45000,18.60000,-7.50000,-166.50391,296.38672,881.83594,-136.22137,84.12977,-49.53435,39.60000,18.75000,-7.50000,
5015252,107,97,77,-186.03516,345.70312,878.41797,-129.51909,79.40458,-40.28244,39.60000,18.75000,-6.90000,-184.57031,297.85156,888.18359,-135.84734,74.61069,-45.29771,39.60000,18.75000,-6.90000,-138.18359,294.43359,914.55078,-133.52672,72.51908,-47.64885,39.60000,18.75000,-6.90000,
5076612,109,107,79,-263.67187,225.58594,1110.35156,27.38168,-13.13740,15.22137,40.50000,19.05000,-4.95000,-294.92187,244.62891,1135.25391,29.32825,-8.60305,14.50382,40.50000,19.05000,-4.95000,-187.01172,242.67578,1088.37891,44.61832,-6.03817,19.74046,40.50000,19.05000,-4.95000,
5081969,110,105,78,-179.68750,228.02734,1069.82422,59.19084,-9.48092,19.67939,39.45000,19.80000,-4.95000,-247.07031,218.75000,1089.84375,68.82442,-14.20611,23.32825,39.45000,19.80000,-4.35000,-196.77734,231.93359,1061.52344,77.56489,-10.85496,36.53435,39.45000,19.80000,-4.35000,
5086985,115,103,83,-152.34375,257.81250,1077.14844,86.60305,0.64885,43.03053,39.45000,19.80000,-4.35000,-193.84766,298.82812,1091.79688,96.64886,5.87786,46.91603,39.45000,19.80000,-4.35000,-185.54687,276.85547,1167.96875,94.89313,13.95420,47.22901,39.45000,19.80000,-4.35000,
5092015,107,99,79,-213.86719,243.16406,1075.68359,86.23664,29.08397,34.37405,39.45000,19.80000,-4.35000,-247.07031,255.85937,1129.88281,81.79389,42.57252,27.03817,39.45000,19.80000,-4.35000,-218.75000,204.10156,1059.57031,82.52672,49.47328,23.39695,39.45000,19.80000,-4.35000,
5097016,116,100,75,-233.88672,183.59375,1041.01563,90.77863,51.20611,28.55725,39.45000,19.80000,-4.35000,-253.41797,208.98437,1071.28906,95.47328,48.97710,35.49618,39.45000,19.80000,-4.35000,-242.18750,220.70312,996.58203,101.45038,49.12214,40.36641,39.45000,19.80000,-4.35000,
5102048,105,95,77,-248.53516,233.39844,1006.83594,112.28244,46.13741,49.21374,39.45000,19.80000,-4.35000,-212.89062,261.23047,1002.92969,119.85497,46.02290,51.37405,38.25000,19.80000,-6.00000,-269.04297,221.67969,978.02734,122.98473,47.78626,40.41985,38.25000,19.80000,-6.00000,
5107043,105,91,73,-109.37500,305.17578,1055.66406,121.03817,44.35115,42.02290,38.25000,19.80000,-6.00000,-259.27734,336.42578,1042.48047,138.56488,37.28244,39.64122,38.25000,19.80000,-6.00000,-74.21875,396.97266,1085.93750,158.06870,25.57252,17.63359,38.25000,19.80000,-6.00000,
5112023,107,95,83,16.11328,547.85156,1193.35938,118.82442,74.19847,-34.85496,39.75000,19.80000,-5.40000,-220.21484,469.23828,988.76953,101.65649,102.31298,-43.81680,39.75000,19.80000,-5.40000,-202.63672,280.27344,840.82031,103.29771,96.82442,-32.32824,39.75000,19.80000,-5.40000,
