Timestamp (uS),Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,Roll3,Pitch3,Yaw3
1,-0.000806128329889448,0.011366458461637715,-0.0031756499599126914,0.00040671787567374913,0.009428310743066139,-0.002862566535661151,0.003269728322741904,0.008509576612443741,-0.0005417371897579323
5460,0.0015062665748112065,0.010328161003553195,0.0020612057598972,-0.0033278991202824147,0.010603378731707776,-0.0026033579364994875,0.0030484436308569054,0.0088873199386797,0.0026490864261389828
10524,0.0023474455843148167,0.007550664624221371,0.0006871746778276363,-0.00119530544097259,0.010199552054554842,0.0015342436083014307,0.00420132030170806,0.011020753664500412,-0.0011904359412579768
15547,0.0025105467060165016,0.011622735687554684,0.0024506346381107805,-0.001035675038201493,0.010097480497086668,-0.001710011260596093,0.0027161925828465237,0.010871295501089699,0.0016720176849373569
20551,-0.001032640860245745,0.01435886732373271,-0.00042760939480954884,0.001017693834954523,0.010098840719879949,-0.0013510603115863835,0.0035505379522667094,0.009988444370364499,6.900948484532977e-05
25580,-0.001461440958389985,0.013303275989082933,-0.0014352796629670385,-0.00045053735122823144,0.012497320180444122,-0.0014427991353889067,0.005165937572860461,0.009118741130039375,0.0002599510847945668
30575,0.001748920914984114,0.010451165653930426,0.0031833695071101214,0.00018348029438359698,0.009878966665135875,-0.00040456418211668946,0.0026577463841417426,0.011924921726876763,-0.0027172834222453195
35571,0.0011017517007566615,0.012554579828098263,0.0010535607072008678,-0.0024093931675674743,0.009938607866096821,-0.0024505889680196033,0.0025863945018188353,0.010106208175286052,0.0021070981024392085
40566,-0.0023497850102576472,0.015291203797229586,-0.000175883557490442,-0.0006569870539373079,0.010191819427656826,0.0017022315671813546,0.0026924893529510392,0.008743208296428502,-0.0037402545647329576
45593,0.00287333464584953,0.011656875154917973,-0.0008241377087938925,-0.0010075001241763746,0.008978154454678294,0.0011296910631566736,0.00348404271686661,0.012082552646338349,-0.0014042126418966996
50584,0.002803865682003319,0.010375141480625261,-0.001503566137382468,-0.002076381551782532,0.011183401240975291,-0.0015498226414290212,0.0037014807708334414,0.00901298361785441,0.0005651811330065573
55577,0.0012000017676188227,0.007787352835582353,0.0005955015490830901,-0.002567485026327069,0.011369504099190424,0.0009234052601729795,0.005256181811380332,0.010639243370246472,0.0003287280097457598
60574,0.0004947014929290689,0.011038890023649245,-0.000312932344173275,-0.0017750941520668158,0.011556590316203926,-0.0010841490187028502,0.004347331906596355,0.008497464881945178,-3.784762633996782e-05
65570,-0.0022906390129708337,0.012952365559355588,-0.0010231589125336074,-0.001332760062524451,0.01167171388863384,0.00033574425183120917,0.002433284262781691,0.010281015495817778,-0.0009387116886697183
70566,0.0011789481305205893,0.009973420661709032,-0.000763257390810737,-0.0010056694704170235,0.009519632934927077,-0.0001069535454575565,0.0017364730662960597,0.010755644090436414,0.0007253529865705581
75565,0.0011684152274465279,0.009328190709312846,-0.0007632648865249737,-0.002362130912375126,0.011946446014865612,0.001549373742067957,0.0012731076410837866,0.009588172023695064,0.0006489565242013066
80562,0.00033060824860342943,0.01169566010262682,-3.813625683646117e-05,3.6140886541974594e-05,0.012031086848128886,-0.0025343462051175443,0.004351279043207386,0.009879470011025725,0.0008324351439428332
85595,-0.0006439539778163116,0.01405424297530908,-0.0010306089786142013,0.000491581139774597,0.01009974372180538,0.00251912332602755,0.005301959830397919,0.007166228235376554,0.0008247615693844205
90582,0.00018477617936838017,0.010326971158185483,0.0009542166519747983,-0.001493550459694029,0.010447321442227951,-0.0001222761671131279,0.00497862702460732,0.011149742163731085,0.0019088844195167408
95577,0.001495597466896159,0.012572531731971225,0.0009543640910056542,0.00015130202704337074,0.01012680855969995,0.00047329337102288506,0.0024504018437787926,0.00931245022597167,-0.0002517108645183122
100575,-0.00116800670605402,0.012398656770013774,-9.936637679800049e-05,-0.0009764440468231123,0.009818711570802652,5.335633395542918e-05,0.0034022968646907734,0.011888990381029007,0.0027331729912310255
105573,-0.0018767907783455754,0.011582595455430654,-0.0005956097007771492,4.5844335429228925e-05,0.012123235242609179,5.344485010998458e-05,0.001361981114955978,0.012277143928332238,-0.0027021440791679245
110571,0.0024115424796793384,0.01039018075844549,-0.0017249713418589297,-0.0013829004391289854,0.010374813643097176,-0.0012367652040639254,0.0025905656203554796,0.01020788750079841,0.0008475607691853183
115569,0.001755527848562412,0.009628346156978752,0.0008322075050023166,-0.0015959619125470845,0.011665266911833687,0.0007479275332080957,0.00493693064556596,0.008941174327180407,0.0018095452110994067
120568,-0.002763374731893738,0.012916954094837079,-0.0006415314922621982,-0.0002693559818938194,0.009662374441866803,-0.00022903271212948467,0.0028194762709781223,0.009352118290516463,0.004389540102722251
125568,-0.0034751496449027426,0.012130780592080087,-6.143788292606328e-05,-0.0005131060359233504,0.012695547790779542,-0.0009008168467708873,0.005604557177987413,0.008683424257278388,0.0006874446974851631
130570,0.0038769386433533024,0.009244143568232981,0.0008018427540660276,-6.900999979984764e-05,0.01096901905263107,-0.0012519166057771093,0.0021790276631122527,0.01149935978485685,-0.001488331332648114
135571,0.003686767419380623,0.01002220457494889,-0.0005034975544543571,-0.00022268261878652767,0.009588436294400524,-0.0012519286328942533,0.000949085338347963,0.011738424522141959,0.0009161272215100943
140571,-0.0018664786549814649,0.012344140687924152,-0.00188570106241591,0.0008703327837596076,0.0135879151259243,-0.001282336798557516,0.004458522264767838,0.011844719729829168,-0.0018697691461087738
145571,-0.0007427348108697206,0.01456549709275265,-0.0016947544073692828,0.00024358025032209497,0.009398077189395783,-0.0002824200230829874,0.004988373873518966,0.007640685255175053,0.001374382612520162
150571,0.0023616681796186697,0.010816819912365185,0.0031070929278705366,-0.0011361247989091403,0.0119378029970416,-0.0012596583580045664,0.0054007829525003865,0.006993992888164445,0.0006720896319299116
155574,-0.0016741805363454806,0.009416672901663066,0.0022975724222765934,-0.002923559998589741,0.011550781174187646,0.0009920753063502688,0.0023666470314681796,0.010129605715611256,0.0009086092056289825
160576,0.00030501571147854194,0.008816080161372758,-0.0009541765336511845,-0.00024054918397712697,0.010560756397509318,0.0024808978306030483,0.004249734795283791,0.008438247096256214,0.000427792940258907
165616,-0.003036284953668025,0.010588879642552146,-0.0022140205688721704,-0.001969183008913713,0.010953575208170509,-0.003000188229533643,0.0035915172484026767,0.01179527427073253,-0.0007477203136746346
170615,-0.0016118162010190043,0.012543082658517755,-0.0024276564275002807,-0.0007864202961893716,0.010153791586482767,-0.0020611396833379986,0.003590279646597166,0.010251120320979282,-0.0010683788210875498
175603,0.0012420221411359117,0.008804120648072004,0.00038177542511447845,-0.0011761516467310418,0.011351920940342165,0.000618203485473513,0.00261146638366932,0.008770042019953808,-0.0007860601364884491
180589,-9.662894776119191e-05,0.012359881558082144,-0.00045039042242638516,-0.0012013285541929142,0.010069456257157683,-3.0635563843106916e-05,0.004431368258541316,0.008819589350051196,0.0023285810618724092
185585,-0.0006348999674715657,0.012739712939673006,-0.0015649605848867545,0.0013364280331210378,0.012230114190445538,0.0018016726339832203,0.0037482430263794013,0.008243942396845508,0.0005651596559799119
190580,0.0010358563122867038,0.007771651166921747,0.0009161002522224432,8.608123476694355e-05,0.011960085167881841,-0.0003969410155765957,0.003372113239838732,0.009472006000130215,0.0017941687348422676
