IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_MagX,IMU1_MagY,IMU1_MagZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyrX,IMU2_GyrY,IMU2_GyrZ,IMU2_MagX,IMU2_MagY,IMU2_MagZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,IMU3_GyrX,IMU3_GyrY,IMU3_GyrZ,IMU3_MagX,IMU3_MagY,IMU3_MagZ
-816.40625,127.92969,-570.3125,0.084335357,-0.072344596,0.03104295,-17.85,28.2,13.35,-158.69141,-146.97266,987.79297,0.066215872,0.07500919,-0.126436363,74.7,-2.25,87.6,-938.47656,-25.87891,384.27734,0.198114767,0.053825431,0.061153195,60.75,16.8,8.25
-803.71094,107.42188,-580.07812,0.033441032,0.092728994,-0.059687642,-18.45,30.15,13.35,-152.34375,-146.97266,988.76953,0.033041352,0.074876021,-0.145355209,76.5,-1.5,88.65,-938.47656,-20.99609,372.55859,0.198114767,0.023448673,0.047297026,60.9,17.7,7.95
-801.75781,117.1875,-563.96484,0.084735037,0.05342575,-0.056490025,-16.8,29.4,12,-138.18359,-145.50781,997.55859,0.028111844,0.090597249,-0.109516094,76.5,-1.5,88.65,-954.10156,-20.50781,384.27734,0.186257349,0.01598774,0.072744276,60.9,17.7,7.95
-793.94531,106.93359,-562.5,0.126969387,-0.05302607,-0.077007592,-16.8,29.4,12,-164.0625,-150.87891,1010.74219,0.04743037,0.061552876,-0.095793269,75.9,-1.95,88.8,-949.21875,-14.64844,374.51172,0.23009042,0.048895923,0.057555897,60.6,18.75,9.45
-782.71484,110.35156,-566.89453,0.060753515,-0.000532849,-0.028511524,-16.95,29.25,12.9,-146.48437,-136.23047,1000.97656,0.03877022,0.062219068,-0.146021401,75.75,-1.5,88.65,-943.84766,-22.46094,379.88281,0.195450173,-0.002398082,0.059421131,58.5,17.1,8.85
-795.89844,112.79297,-564.94141,0.099390567,0.007061253,-0.031708967,-17.25,28.8,11.4,-144.53125,-119.14063,1014.16016,0.07540887,0.013323145,-0.108716734,76.65,-1.2,88.05,-932.61719,-16.60156,378.90625,0.193851451,0.027445652,0.063684446,59.85,16.65,9
-791.50391,119.14063,-570.80078,0.138160787,-0.057955578,-0.001465553,-16.8,28.65,12.3,-149.41406,-129.39453,995.60547,0.047297026,-0.014122506,-0.164140886,76.5,-1.05,88.65,-937.98828,-19.53125,358.88672,0.222496144,0.058088746,0.079006168,60.3,16.35,8.25
-794.43359,113.28125,-586.91406,0.068747298,-0.019451695,-0.061019852,-16.8,28.65,12.3,-150.87891,-123.53516,1005.85937,0.054491623,-0.005995381,-0.160810099,75.75,-3,87.9,-939.94141,-12.69531,364.74609,0.182526882,0.000666192,0.05342575,60.6,16.95,8.4
-809.08203,113.76953,-570.80078,0.045165456,0.052892727,-0.005462531,-17.85,29.4,14.1,-149.41406,-119.62891,999.51172,0.059421131,0.027845332,-0.104719755,75.6,-1.95,87,-923.82812,-13.18359,377.92969,0.261932556,0.000932704,0.045298624,61.35,16.8,8.25
-810.05859,107.91016,-578.125,0.088998527,-0.044499264,-0.003064275,-17.25,29.55,12.15,-145.01953,-117.1875,988.28125,0.034906585,0.037571179,-0.105119436,75.6,-1.95,87,-948.73047,-11.23047,365.72266,0.240215948,0.005995381,0.024114865,61.35,16.8,8.25
-803.22266,88.86719,-575.19531,0.016653932,-0.038237371,-0.038237371,-17.1,28.95,12.15,-149.41406,-131.83594,994.14062,0.064883662,0.058355258,-0.136162385,74.4,-1.65,88.05,-939.45312,-20.50781,358.39844,0.259934154,0.016653932,0.028777861,60.6,17.4,7.95
-794.92187,91.30859,-581.54297,0.003863635,-0.03144263,-0.063018429,-16.95,28.95,12.3,-158.69141,-113.76953,1011.23047,-0.012257273,-0.009192998,-0.103254202,75.3,-3,87.6,-917.48047,-19.53125,380.85937,0.237151674,0.045165456,0.054225111,60.6,17.4,7.95
-797.85156,95.70313,-566.89453,0.090197569,-0.077940296,0.045698305,-16.95,29.25,12.15,-162.10937,-137.69531,1028.32031,-0.025047395,0.01638742,-0.093928035,75,-2.55,88.35,-944.82422,-19.04297,365.23437,0.226626291,-0.000799361,0.018652334,60.6,17.4,7.95
-803.71094,92.28516,-576.66016,0.076741255,0.04743037,-0.030509926,-16.95,29.25,12.15,-176.26953,-130.85937,994.62891,0.035439434,0.013989338,-0.110981647,75,-2.55,88.35,-949.70703,5.85937,361.32812,0.263531453,-0.014389018,0.053558919,60.15,17.7,8.4
-802.24609,72.75391,-586.42578,0.008393637,0.009992359,-0.012790122,-17.4,28.95,13.35,-160.64453,-124.02344,990.23437,0.017719804,0.055290984,-0.135496193,76.05,-3,88.35,-949.21875,8.30078,388.18359,0.262998429,-0.048496242,0.03277484,59.25,17.55,7.8
-806.64062,102.05078,-595.70312,0.109249583,-0.040635454,0.032908183,-16.95,29.85,13.2,-174.31641,-103.02734,980.46875,0.023182161,0.029977077,-0.07500919,75.15,-1.65,87.45,-932.12891,16.60156,374.51172,0.255937176,-0.034640073,0.056090344,60.15,16.95,8.4
-827.14844,104.98047,-584.96094,0.067281745,-0.043166879,0.038237371,-15.3,28.65,12.6,-155.27344,-89.84375,976.07422,0.023448673,0.121506855,-0.085134717,75.15,-1.65,87.45,-961.42578,22.46094,358.39844,0.221030591,-0.026113267,0.014921867,60.6,17.4,8.4
-812.01172,105.46875,-579.58984,-0.013855994,0.007061253,-0.045431793,-15.3,28.65,12.6,-156.25,-91.30859,1011.71875,0.007594102,0.132165407,-0.027312483,76.05,-3,88.35,-938.96484,23.4375,356.93359,0.243679903,-0.035039754,0.056623193,61.05,17.55,7.5
-807.61719,103.51563,-586.42578,0.035839289,-0.018252653,0.005728869,-16.5,28.8,12.9,-154.78516,-111.32813,987.79297,0.036904987,0.104852924,-0.007860614,76.95,-2.7,88.05,-932.61719,25.39063,356.44531,0.215967914,0.019451695,0.057023048,58.95,17.85,7.2
-806.64062,108.39844,-582.51953,0.029843734,0.022249632,0.021716608,-17.25,28.5,12.9,-148.92578,-105.95703,1020.50781,-0.076741255,0.093661524,0.013323145,76.05,-1.5,88.65,-969.23828,24.90234,360.83984,0.155214399,0.051294005,0.048895923,58.95,17.85,7.2
-809.57031,120.11719,-586.42578,-0.039436413,0.033441032,-0.003597298,-17.1,28.65,13.35,-187.5,-108.88672,966.79687,-0.015321547,0.078872825,0.019718206,76.05,-1.5,88.65,-951.17187,25.39063,339.84375,0.172667692,-0.007993957,0.020384398,60.75,17.55,9.6
-807.61719,95.21484,-596.19141,-0.001998402,0.028644693,0.04743037,-17.85,27.15,13.05,-168.94531,-80.07813,965.33203,0.026512948,0.066482384,-0.004529828,76.05,-2.25,87.9,-964.35547,25.39063,355.95703,0.122705897,0.059154619,-0.035439434,59.25,16.8,8.25
-812.98828,107.42188,-590.82031,-0.009059655,0.003863635,0.031176118,-17.85,27.15,13.05,-192.87109,-80.56641,975.09766,0.016254251,0.164274054,-0.009725847,75,-1.5,86.55,-965.82031,14.64844,376.46484,0.110981647,0.08100457,0.028777861,58.95,18.3,7.5
-818.35937,116.69922,-596.67969,-0.043033711,0.060220491,-0.021849951,-17.4,28.95,13.05,-181.15234,-63.47656,1003.90625,0.059154619,0.094594227,-0.007327765,76.65,-1.95,87.75,-943.84766,-0.97656,362.30469,0.176797839,-0.116310836,-0.049029091,60.6,16.65,8.4
-815.91797,127.44141,-585.44922,-0.020517567,0.018519165,0.072877445,-18.15,30.45,12.3,-163.57422,-107.42188,1041.99219,0.016120908,0.116444179,0.034107224,76.95,-1.2,87.75,-982.42187,18.06641,369.14062,0.11857575,0.031575799,-0.006395061,60.75,17.1,6.75
-803.22266,125.97656,-575.68359,-0.050494644,-0.0167871,0.038503883,-17.55,29.55,12.45,-183.10547,-89.84375,991.69922,0.007460933,0.139892852,0.032241991,75.3,-1.5,88.35,-978.02734,23.92578,378.41797,0.188522263,-0.103387371,0.001598722,60,16.8,9.3
-817.38281,136.23047,-568.35937,-0.092728994,0.008659975,-0.022116463,-15.9,28.8,13.2,-160.15625,-102.53906,999.51172,0.012257273,0.115111795,-0.027045971,76.8,-1.8,87.9,-968.26172,1.46484,367.1875,0.156946464,-0.058888282,-0.007727445,60,16.8,9.3
-793.45703,149.90234,-551.26953,-0.057422729,0.048096562,0.029710565,-15.9,28.8,13.2,-165.03906,-90.33203,998.04687,-0.047563538,0.07021285,0.044898944,76.8,-1.8,87.9,-948.24219,14.16016,364.25781,0.138427299,0.011857592,-0.068214448,58.95,17.1,8.55
-788.57422,129.39453,-562.98828,-0.075808551,0.044365921,-0.013456314,-16.2,29.55,12.9,-146.48437,-135.74219,1023.92578,-0.149219019,0.073943317,0.048762579,76.65,-1.2,88.5,-942.38281,25.87891,380.37109,0.153082654,0.07540887,-0.008393637,58.95,17.1,8.55
-791.01562,132.8125,-563.47656,-0.092595651,0.088199167,-0.083802508,-16.8,30.9,13.65,-145.50781,-156.25,992.1875,-0.122306216,-0.044365921,-0.008793318,76.2,-1.2,87.75,-960.9375,42.48047,378.41797,0.165739607,-0.110048943,0.003064275,59.7,17.1,8.25
-801.26953,132.32422,-576.17187,-0.075142358,0.083802508,0.007194422,-17.1,30.15,12.6,-151.36719,-148.4375,981.44531,-0.069680001,-0.028911205,0.068214448,76.95,-0.9,87.45,-927.24609,37.59766,372.07031,0.178396561,0.046764177,-0.007327765,59.85,16.95,7.95
-799.31641,121.09375,-577.14844,-0.050361476,0.046897346,-0.005995381,-17.1,30.15,12.6,-147.46094,-163.57422,961.91406,0.011058232,-0.030643269,-0.016920443,76.95,-0.9,87.45,-944.82422,20.99609,359.86328,0.170802458,0.124837642,0.034773416,58.8,17.7,7.95
-794.43359,129.88281,-576.17187,-0.074076486,0.058888282,-0.066349215,-18,31.05,12.45,-156.25,-147.46094,961.91406,0.02065091,-0.005329188,-0.000532849,76.95,-0.9,87.45,-945.80078,14.16016,372.07031,0.123638601,0.05342575,0.008526806,59.7,17.85,8.25
-794.43359,127.92969,-580.56641,-0.048096562,0.055957176,0.042500687,-17.85,29.7,10.65,-164.55078,-146.48437,969.23828,0.022516144,-0.001199041,-0.008526806,77.1,-2.25,87.15,-930.17578,32.22656,383.78906,0.106185308,0.051693685,-0.034506905,60.3,17.1,8.25
-793.45703,139.16016,-574.70703,-0.023182161,0.024514546,-0.025047395,-16.35,30.9,13.05,-146.97266,-143.55469,1006.34766,0.013855994,0.008127126,-0.052226709,75,-3.3,87.15,-939.94141,18.55469,361.81641,0.093661524,0.038104203,-0.022649312,60,17.1,8.55
-777.83203,140.13672,-587.89062,-0.056756536,0.069280321,-0.034640073,-17.1,28.95,13.35,-168.45703,-155.27344,1000.48828,0.035572777,-0.029177716,-0.053292582,75,-3.3,87.15,-923.82812,21.48438,362.30469,0.116444179,0.06981317,-0.015721228,60,17.1,8.55
-779.29687,131.34766,-584.96094,0.012390441,0.019585038,-0.025713587,-17.1,28.95,13.35,-161.13281,-136.71875,1024.41406,-0.008526806,-0.008793318,-0.061952556,76.8,-1.8,86.85,-938.47656,23.92578,392.57812,0.064750319,0.075808551,-0.029577397,60,17.1,8.55
-782.22656,146.97266,-595.70312,-0.026512948,0.029444054,-0.027978501,-17.4,28.95,13.65,-163.08594,-144.04297,1032.22656,-0.078073464,-0.04956194,-0.034107224,75.3,-3.3,86.55,-943.84766,18.06641,374.51172,0.099124055,0.146820762,-0.014921867,61.05,14.85,7.8
-791.99219,125.48828,-606.93359,-0.017320124,0.075142358,-0.074476341,-18.15,28.95,12.3,-172.36328,-126.95313,989.25781,-0.063684446,-0.045964817,-0.035972458,75.9,-1.65,88.8,-953.61328,43.94531,388.18359,0.110848479,0.001598722,0.02624661,60,16.35,9.3
-804.19922,124.02344,-607.91016,-0.061952556,0.026379779,-0.013323145,-16.5,30.6,12.45,-160.64453,-164.55078,991.69922,-0.048096562,-0.043433391,-0.064750319,75.9,-1.65,88.8,-930.17578,35.15625,391.60156,0.112846881,0.046897346,-0.002797937,60.3,17.1,8.85
-793.94531,109.375,-601.5625,0.060753515,-0.005329188,-0.006661573,-16.5,29.85,13.95,-175.29297,-147.46094,982.42187,-0.018652334,-0.030643269,-0.057023048,76.05,-2.55,87.9,-962.40234,11.23047,379.88281,0.066482384,0.072744276,0.039169901,61.35,17.85,7.8
-801.26953,113.28125,-604.00391,0.035705946,0.02717914,-0.051960197,-16.5,29.85,13.95,-173.33984,-151.36719,1004.39453,-0.001732065,-0.027312483,-0.060220491,77.4,-2.7,88.5,-942.38281,18.55469,372.55859,0.043833071,0.044499264,-0.030643269,60.3,16.8,6.75
-791.01562,115.23438,-596.67969,0.036904987,0.009459335,-0.092595651,-16.5,28.8,11.4,-168.94531,-147.46094,990.72266,-0.010658551,-0.064883662,-0.040901966,77.7,-2.4,88.5,-951.66016,5.37109,381.83594,0.019052014,0.05475796,0.053825431,59.7,16.05,7.5
-790.03906,111.32813,-597.16797,0.094194547,0.001465553,-0.003597298,-18.3,29.55,12.9,-167.48047,-139.64844,1018.06641,-0.018918845,-0.016653932,-0.067148576,75.75,-2.55,87.15,-958.00781,13.18359,408.20312,0.045032113,0.038637052,0.020384398,59.7,16.05,7.5
-792.48047,120.60547,-587.89062,0.024781057,0.001465553,-0.070612531,-17.85,28.95,12.6,-165.52734,-145.01953,1014.64844,-0.003197618,-0.0167871,-0.084468525,76.05,-2.25,86.55,-943.35937,-18.55469,384.76562,0.063418109,0.062352237,0.021849951,61.35,18.3,7.2
-791.99219,120.11719,-595.70312,0.008127126,-0.02025123,-0.042500687,-17.85,28.95,12.6,-171.38672,-146.48437,1013.18359,0.00519602,-0.045165456,-0.100056584,76.65,-2.7,87.75,-955.56641,-2.44141,380.37109,0.098857543,0.056490025,-0.012523785,61.35,18.3,7.2
-791.50391,123.53516,-582.51953,0.058088746,-0.036771818,0.009059655,-17.4,29.4,13.05,-145.50781,-145.50781,1016.11328,-0.04396624,-0.08060489,-0.057422729,76.65,-2.7,87.75,-962.40234,-19.04297,412.10937,0.137761107,0.024114865,0.039303244,61.2,16.65,7.95
-792.48047,126.46484,-597.65625,-0.007860614,-0.017453293,-0.066215872,-17.1,29.7,13.05,-154.78516,-156.73828,1036.62109,-0.065416511,-0.093794867,-0.074876021,74.85,-3.45,87,-947.75391,-9.76562,402.34375,0.106984669,0.007327765,-0.022782481,59.7,16.05,7.8
-795.89844,117.67578,-580.56641,0.004263316,0.008926486,-0.050494644,-17.1,29.7,13.35,-140.625,-168.45703,1020.99609,-0.050361476,-0.182526882,-0.093928035,76.05,-4.05,86.85,-938.47656,10.74219,375,0.154947888,0.031176118,-0.007460933,60.15,16.65,8.4
-811.52344,90.82031,-580.07812,0.077807127,-0.09179629,-0.016920443,-17.25,28.5,12.45,-146.48437,-162.59766,994.14062,-0.043300222,-0.126036683,-0.133097936,75.75,-2.55,87.15,-941.40625,0.48828,392.08984,0.149618699,-0.003996979,0.004663171,60.75,16.8,8.25
-793.45703,98.63281,-581.05469,-0.011990761,-0.06941349,-0.050094964,-17.25,29.55,14.25,-155.27344,-190.91797,1003.90625,0.010125528,-0.221163934,-0.12417145,75.75,-2.55,87.15,-933.59375,22.46094,396.97266,0.125503834,-0.042767199,-0.005462531,60.75,16.8,8.25
-800.29297,91.79688,-576.17187,0.056090344,-0.076741255,-0.030776438,-17.25,29.55,14.25,-91.30859,-159.66797,993.16406,0.004396659,-0.195450173,-0.123372089,75.9,-1.95,88.5,-923.82812,11.71875,365.23437,0.111381328,-0.01079172,-0.040768797,58.8,17.4,7.65
-798.82812,71.28906,-584.47266,0.0900644,-0.088998527,-0.050761156,-17.4,28.95,12,-146.48437,-168.45703,976.5625,0.018918845,-0.158545186,-0.136961746,76.05,-1.5,87.9,-904.29687,38.57422,341.30859,0.110981647,0.004263316,0.046497666,58.8,17.4,7.65
-803.22266,66.40625,-574.21875,0.049828452,-0.084735037,-0.069146978,-17.25,29.55,13.2,-129.39453,-168.45703,973.63281,0.026646291,-0.089398208,-0.122972408,76.05,-1.5,87.9,-908.69141,37.59766,375,0.125237322,0.022116463,0.013456314,60.6,18,7.65
-799.80469,71.28906,-574.21875,0.067281745,-0.039169901,-0.056756536,-18,28.05,12.9,-143.06641,-153.80859,993.16406,0.023315504,-0.061419533,-0.073277125,74.85,-1.95,88.05,-897.94922,39.55078,369.62891,0.101921818,0.005062851,-0.005062851,60.3,17.55,7.2
-812.98828,89.84375,-574.70703,0.110048943,-0.134963169,0.019185357,-18,28.05,12.9,-129.39453,-131.83594,992.1875,0.047030689,-0.058488601,-0.104053563,75.3,-2.55,88.95,-887.69531,41.01563,341.79687,0.081404251,0.059421131,0.002531426,60.75,19.05,7.2
-813.96484,97.65625,-573.73047,0.10258801,-0.057289385,-0.019585038,-17.25,28.8,13.2,-125.48828,-151.36719,994.62891,0.056889705,-0.038637052,-0.052626389,77.4,-3.45,88.5,-920.41016,29.78516,347.65625,0.126969387,0.026912628,0.029710565,60.75,16.05,8.25
-803.71094,90.33203,-571.28906,0.062352237,-0.125370665,-0.062885086,-18.45,28.2,13.05,-138.67187,-151.36719,1002.92969,0.03144263,-0.018519165,-0.087666143,77.4,-3.45,88.5,-896.97266,46.38672,374.02344,0.115111795,-0.001865233,0.005862212,60.3,17.55,8.55
-813.96484,83.00781,-562.01172,0.137494595,-0.110048943,0.049029091,-17.1,27.45,12.3,-128.41797,-147.94922,982.91016,0.039303244,-0.027712163,-0.047963219,75.9,-3.45,87.75,-905.76172,40.52734,338.37891,0.135496193,-0.004130147,-0.022116463,61.35,16.35,8.85
-819.33594,74.21875,-552.24609,0.098724375,-0.08020521,-0.046631009,-17.4,30.15,12.6,-128.90625,-134.76562,985.35156,0.039169901,-0.004663171,-0.117110197,76.95,-3.45,87.45,-916.99219,51.26953,355.46875,0.121773367,0.030376757,0.004396659,61.35,16.35,8.85
-806.15234,77.14844,-559.57031,0.013722826,-0.076341574,-0.055823833,-17.4,30.15,12.6,-143.55469,-145.99609,993.16406,0.072477764,-0.021716608,-0.060353835,75.75,-4.5,87.15,-930.66406,59.57031,346.67969,0.147220442,0.013456314,0.030243414,61.35,16.35,8.85
-816.40625,60.54688,-570.80078,0.073810149,-0.116310836,0.07540887,-17.1,28.95,12.3,-134.27734,-130.85937,978.51562,0.036904987,-0.014921867,-0.044365921,76.2,-4.95,89.55,-930.17578,59.57031,323.73047,0.066215872,0.072344596,0.014122506,61.65,16.95,7.65
-812.5,67.87109,-565.42969,0.081937274,-0.091929633,-0.049428772,-17.4,28.65,12,-157.71484,-129.39453,962.40234,0.062618748,-0.010392039,-0.063284766,76.05,-3.75,87.15,-949.70703,44.92188,327.14844,0.050761156,0.134830001,-0.013189977,61.65,16.95,7.65
-807.61719,60.05859,-584.47266,0.048496242,-0.067281745,-0.023182161,-16.95,28.05,11.4,-157.22656,-127.44141,996.09375,0.040502285,-0.041568158,-0.061419533,75.3,-4.05,89.4,-933.10547,73.73047,337.89062,0.029977077,0.07500919,0.041301646,60.15,16.95,7.65
-801.75781,83.98438,-603.02734,0.090330737,-0.096459461,0.06461715,-14.85,29.55,11.85,-171.875,-109.86328,979.98047,0.015321547,-0.001199041,-0.039569756,75.3,-4.05,89.4,-951.66016,48.33984,340.33203,-0.036105626,0.088598847,-0.004529828,59.7,17.85,6.75
-830.56641,74.21875,-599.12109,0.098591031,-0.081137739,-0.021050591,-14.85,29.55,11.85,-173.82812,-119.14063,1004.88281,-0.008127126,0.034107224,-0.021716608,75.3,-4.05,88.95,-949.70703,44.92188,325.19531,-0.022516144,0.032641671,-0.012124104,61.35,18.3,8.55
-806.15234,70.3125,-612.79297,0.055424152,-0.036904987,-0.027045971,-16.8,28.65,13.65,-177.24609,-118.16406,986.81641,0.010924888,0.034506905,-0.007327765,76.2,-4.2,87,-968.75,27.34375,324.21875,-0.050228132,0.062219068,0.033441032,60.3,17.85,8.55
-805.17578,61.52344,-605.95703,0.014522187,-0.068347617,-0.000532849,-16.5,27.75,13.5,-171.875,-123.04688,991.69922,-0.024514546,0.017586461,0.050361476,75.3,-4.05,88.35,-975.09766,31.25,332.03125,-0.050228132,0.041168477,0.007327765,60.3,17.85,8.55
-817.87109,82.51953,-599.12109,0.069680001,-0.060487003,-0.001998402,-15.6,29.7,13.05,-192.38281,-112.30469,993.16406,-0.028644693,0.032241991,0.088732016,75.3,-4.05,88.35,-969.23828,37.59766,323.73047,-0.063284766,0.070346019,-0.037171499,60.6,17.4,7.65
-827.63672,90.33203,-598.63281,0.02158344,-0.019052014,-0.065016831,-15.6,29.7,13.05,-185.54687,-127.92969,1000.97656,-0.028644693,0.077940296,0.093395186,75.3,-4.05,88.35,-981.44531,31.25,330.56641,-0.082470123,0.046231154,-0.092195971,60.6,17.4,7.65
-798.82812,93.75,-589.84375,0.025980099,-0.030776438,0.01598774,-17.1,27.9,13.05,-173.82812,-128.41797,1003.41797,-0.040235773,0.010125528,0.081937274,75.3,-3,88.35,-973.14453,38.08594,336.91406,-0.117776389,-0.013989338,0.007993957,60.15,16.65,6.6
-785.15625,108.88672,-576.66016,0.017186781,-0.044898944,0.007460933,-16.05,30.15,12.3,-186.52344,-131.83594,996.09375,-0.040768797,0.051427174,0.058355258,75.9,-2.7,87.75,-963.37891,20.50781,333.49609,-0.111114816,0.04916226,-0.055290984,59.25,16.8,7.8
-783.69141,78.61328,-586.91406,-0.027712163,-0.000666192,-0.091929633,-17.85,28.95,13.65,-180.17578,-140.13672,990.23437,-0.019718206,0.044099583,0.118176069,75.9,-2.7,87.75,-966.79687,25.39063,337.89062,-0.105918796,0.002797937,-0.016920443,60.15,16.65,9
-790.03906,90.82031,-593.75,-0.078606488,-0.000266512,-0.0223828,-15.9,28.05,12.9,-160.64453,-135.25391,1005.85937,-0.033041352,0.017719804,0.083669164,75.9,-3.15,87.45,-975.58594,19.04297,352.53906,-0.113113393,-0.042767199,-0.09179629,60.9,16.95,7.65
-818.35937,80.07813,-598.14453,-0.048629411,0.003330786,-0.036372138,-15.9,28.05,12.9,-163.57422,-127.92969,981.93359,-0.01598774,0.035439434,0.057689066,76.65,-3.45,88.05,-966.79687,30.27344,338.37891,-0.082470123,-0.004796339,-0.053692262,60.75,17.1,8.25
-824.70703,90.82031,-598.63281,-0.08620059,0.062618748,-0.029710565,-16.05,28.2,12.6,-162.59766,-131.83594,1002.44141,-0.003064275,0.009459335,0.110448624,73.95,-3,88.65,-957.03125,27.83203,344.72656,-0.103920394,0.031575799,-0.081271082,60.3,16.8,7.8
-826.66016,79.10156,-613.28125,-0.047563538,0.033574201,-0.0111914,-16.05,27.9,13.05,-185.05859,-127.44141,995.11719,-0.02158344,-0.00985919,0.114312434,73.95,-3,88.65,-952.14844,29.78516,357.42187,-0.141358405,0.017719804,-0.115511475,60.3,16.8,7.8
-809.08203,73.73047,-601.5625,-0.068747298,-0.047963219,0.054624791,-16.95,28.05,14.25,-165.03906,-122.55859,998.53516,0.008926486,0.001332384,0.13403064,76.65,-2.7,88.8,-947.26562,23.92578,358.39844,-0.107384349,0.011857592,-0.086733614,58.95,15.3,6.45
-815.42969,83.49609,-586.91406,-0.101388969,0.077540615,-0.010125528,-16.95,28.05,14.25,-161.62109,-132.8125,978.51562,-0.007460933,0.010392039,0.126170026,75.75,-2.55,87.9,-921.875,38.57422,351.07422,-0.157612482,0.03703833,-0.054891303,60.15,17.7,7.95
-815.42969,89.84375,-588.37891,-0.071411892,-0.051827029,-0.015721228,-16.5,27.75,11.85,-157.71484,-136.71875,993.16406,-0.03797086,0.009459335,0.120307814,75.6,-2.4,88.5,-927.73437,23.92578,351.07422,-0.164407398,0.006128724,-0.088332335,59.85,16.65,8.4
-798.82812,83.00781,-580.07812,-0.066882064,-0.000666192,0.025313906,-17.4,28.65,13.35,-155.76172,-141.11328,987.30469,-0.024647714,0.038503883,0.11377941,75.75,-1.8,87.6,-942.38281,15.13672,344.72656,-0.120840663,0.030110246,-0.112313857,59.4,18,7.35
-793.94531,77.14844,-572.26562,-0.12323892,0.038237371,-0.038637052,-15.6,29.7,12.6,-150.87891,-149.90234,990.23437,-0.0111914,0.058088746,0.076341574,75.75,-4.05,88.35,-935.54687,27.34375,342.28516,-0.100189928,0.016120908,-0.12457113,58.95,17.1,7.2
-816.89453,69.33594,-573.73047,-0.079272506,0.01638742,0.013056634,-17.4,28.95,13.35,-151.85547,-161.13281,1002.44141,0.010258871,0.057422729,0.144422679,75,-3.75,87.9,-932.12891,4.39453,353.02734,-0.155747248,0.02198312,-0.084601868,58.95,17.55,8.25
-800.29297,98.14453,-578.125,-0.065949535,0.029577397,0.03277484,-17.4,28.95,13.35,-143.55469,-158.69141,982.91016,0.01079172,0.050761156,0.157878993,75,-3.75,87.9,-939.94141,14.16016,335.44922,-0.181727347,0.049029091,-0.135229681,58.95,17.55,8.25
-798.33984,90.33203,-569.82422,-0.101122457,0.055290984,-0.010525208,-17.25,28.95,13.35,-158.69141,-164.0625,983.39844,-0.008926486,0.088065823,0.142024423,76.05,-2.25,88.35,-931.64062,3.41797,350.58594,-0.161875972,0.03277484,-0.091529778,58.95,17.55,8.25
-812.98828,102.53906,-575.68359,-0.116843859,0.025180738,-0.0223828,-17.25,28.05,13.5,-162.59766,-164.0625,989.25781,0.019451695,0.091663122,0.105918796,76.05,-1.8,87.9,-943.35937,0.97656,357.42187,-0.168004521,0.022782481,-0.036105626,60.3,16.8,8.25
-803.71094,105.95703,-583.98437,-0.096192949,0.034640073,0.066482384,-14.4,29.85,12.45,-155.27344,-154.78516,998.04687,0.026646291,0.093794867,0.152549805,77.4,-3.45,88.8,-958.49609,-5.37109,367.67578,-0.183326243,0.014921867,-0.066482384,60.3,16.8,8.25
-801.75781,102.05078,-570.3125,-0.136428722,0.069013809,0.018119485,-16.5,28.5,13.5,-149.41406,-157.22656,1016.60156,0.019318526,0.077807127,0.139759509,77.4,-3.45,88.8,-936.03516,-5.85937,361.32812,-0.109915775,-0.042767199,-0.081137739,59.7,17.1,7.8
-797.85156,100.58594,-565.91797,-0.074876021,0.023048993,0.075542039,-16.35,28.65,11.55,-138.67187,-147.46094,1001.46484,0.0167871,0.051960197,0.074609509,77.55,-0.75,87.9,-941.89453,7.8125,387.69531,-0.094594227,-0.069546658,-0.082869804,60.75,16.8,8.85
-800.29297,112.30469,-582.51953,-0.062352237,-0.004929508,-0.03797086,-16.35,28.65,11.55,-141.11328,-143.55469,1006.34766,-0.02544725,0.01505521,0.110048943,76.65,-1.95,87.45,-945.80078,7.32422,381.34766,-0.151350764,-0.041434989,-0.065683023,59.85,15.45,7.35
-805.66406,113.28125,-585.9375,-0.093128674,0.090730418,-0.070346019,-17.1,28.2,13.05,-155.27344,-161.62109,980.95703,0.030243414,0.028511524,0.126036683,76.65,-1.95,87.45,-956.05469,-12.20703,361.32812,-0.168271033,-0.015721228,-0.106318477,60.3,15.6,8.25
-807.61719,105.46875,-576.66016,-0.134696832,0.077007592,-0.01598774,-16.5,28.5,13.2,-158.20312,-151.36719,1008.30078,0.000133169,0.063151597,0.1124472,75.6,-2.4,87,-953.125,-20.01953,374.02344,-0.154281695,-0.084068845,-0.115777987,60.15,16.65,7.35
-807.12891,114.74609,-579.58984,-0.092862163,-0.005995381,0.01598774,-16.5,29.55,11.1,-161.13281,-130.85937,1000.97656,0.004796339,0.039436413,0.111514496,75.9,-1.65,87.75,-935.05859,-6.34766,365.72266,-0.153748846,-0.004529828,-0.09179629,60.6,16.65,6.9
-809.08203,110.83984,-591.30859,-0.094061204,0.03184231,-0.045165456,-16.5,29.55,11.1,-166.01562,-148.4375,1011.23047,-0.024114865,0.049029091,0.116310836,75.9,-1.95,87.45,-983.39844,-20.99609,377.44141,-0.217300124,-0.023582016,-0.137761107,60.6,16.65,6.9
