IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
-4.88281,-2.44141,1019.04297,0.008526806060618296,-0.02238280045927608,0.045698304870817934
3.41797,2.92969,1011.71875,-0.040901965553412314,0.02331550441154185,-0.04383307149921159
-11.23047,1.46484,1008.78906,-0.031708967317307775,-0.004263315763846549,-0.00039968039870670147
-10.25391,-0.97656,1021.97266,-0.02411486520895525,0.026246610357341126,-0.04609798526952463
-12.20703,-1.46484,1017.08984,0.0029311059457992773,-0.030110245722480975,0.04343339110050489
-9.76562,-2.92969,1026.36719,0.015588059148336955,-0.04476577545147736,-0.018385996472209065
-4.88281,16.11328,1020.50781,0.013456313999951081,-0.03677181841149293,0.040901965553412314
-9.27734,6.34766,1016.60156,-0.018385996472209065,0.026379778979268294,-0.08073805853263168
-2.92969,3.90625,1023.92578,-0.01492186697285072,-0.05728938549916267,-0.001065872574192937
-11.71875,12.69531,1014.16016,0.008260294283838763,-0.04463243229662499,0.03464007326310706
-1.46484,13.18359,1022.46094,0.006661572689011957,-0.00746093348642536,0.04529862447211123
-1.46484,7.8125,1020.01953,-0.03290818304635308,0.0381042027624654,-0.03783769098568587
-2.44141,0.97656,1014.64844,0.003996978519992214,0.01119140022963804,-0.0030642745677264445
-4.88281,-0.97656,1027.83203,-0.0029311059457992773,-0.015321547371557422,0.04476577545147736
-1.95312,8.30078,1016.60156,-0.026379778979268294,0.031975479094087315,-0.05728938549916267
-2.44141,8.78906,1007.32422,-0.03570594583729999,0.0182526533173567,-0.02571358680378206
-14.16016,-1.95312,1020.01953,0.03757117920890633,-0.028777861371508503,-0.0029311059457992773
-1.46484,-7.32422,1015.625,-0.0038636353651398474,-0.06155287579593442,0.0019984019935335075
-12.69531,14.16016,1012.69531,0.02198312006056938,0.04276719892501865,-0.023048992634762316
0.97656,-2.92969,1030.76172,-0.013323145378023914,0.0373046674321268,-0.0575558972759422
-10.25391,2.44141,1021.97266,0.023981696587028086,-0.04449926367469782,0.01958503766832917
-3.41797,14.64844,1021.48437,0.03384071246569365,-0.06661555235719438,0.007194421709645826
-4.88281,-7.8125,1020.01953,-0.025313906405075356,0.015721227770264124,-0.01625425132382319
2.44141,3.90625,1020.01953,-0.02891120452636087,0.024781057384441488,-0.03970292435729221
-9.76562,-11.23047,1019.53125,0.011857592405124276,-0.01252378458061051,-0.004929507939332785
4.88281,21.97266,1027.34375,0.029977077100553806,-0.04156815772889855,-0.014255674797364485
8.30078,2.92969,1018.55469,-0.005329188338039486,0.01958503766832917,0.0006661921754862356
-5.37109,2.44141,1025.87891,-0.01811948469542953,0.020251229843815406,-0.03557277721537283
-1.95312,4.39453,1022.46094,0.03264167126957355,-0.023048992634762316,0.033973881087620825
6.83594,-3.90625,1014.64844,0.020650910242522108,0.020251229843815406,0.0033307863445059785
-9.27734,3.41797,1010.25391,-0.02744565155346123,-0.00186523337160634,-0.014255674797364485
1.95312,5.85937,1011.23047,-0.0093261668580317,0.034373736019252726,-0.008926486459324997
1.46484,13.18359,1008.30078,0.011324568851565207,-0.005329188338039486,0.025846929958634426
2.92969,5.37109,1019.53125,0.03344103206698695,-0.03224199087086685,-0.005196019716112318
-27.34375,3.41797,1007.32422,-0.02464771422958912,-0.04449926367469782,0.016920443499309427
1.95312,0.48828,1024.90234,-0.021849951438642212,0.015454890526409788,0.01678710034445706
5.37109,13.67187,1025.87891,-0.02611326720248876,-0.01119140022963804,-0.05382543053272952
-12.20703,-10.74219,1024.41406,0.0009327039522657697,-0.03277483989150072,0.011591080628344743
-8.78906,0.97656,1023.92578,0.004396658918698916,-0.0030642745677264445,0.06461715036366086
-4.88281,0.97656,1008.78906,-0.03797085960761303,0.021716608283789844,-0.0377045223637587
-1.46484,2.92969,1023.4375,-0.008127125661911596,0.027712163330240767,0.014389017952216851
0.48828,-0.97656,1017.08984,-0.0022649137703130416,-0.029977077100553806,0.0017320647496791726
1.46484,6.34766,1025.39063,0.019851374912183504,-0.013456313999951081,0.007594102108352528
