IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyrX,IMU1_GyrY,IMU1_GyrZ
0.5602409928407598,0.5247524792628173,0.5546875199999995,0.6202304761329103,0.2677568067913211,0.6113041620982783
0.6626506128146317,0.561056151563354,0.4375,0.29103830497520644,0.4611050517686098,0.31913027381850817
0.4819276959790976,0.5511551193037719,0.3906249599999992,0.3522630319909432,0.344419837852487,0.4608694413988523
0.4939758575352025,0.5346535115223994,0.6015625600000003,0.40283922232322017,0.47350647873761514,0.31173902518902447
0.46987953442299263,0.5313531899661249,0.5234374399999997,0.5829635036835725,0.2350622028224804,0.6039129134687947
0.5000000616867452,0.5214521577065429,0.671875039999999,0.6672579291554397,0.17305506797745382,0.40217346110581115
0.5602409928407598,0.6501650363550413,0.5781249599999992,0.6530606551622324,0.20687727579181484,0.5956519386578194
0.5060241424647975,0.5841584700480341,0.5156249599999992,0.4409930885057181,0.47406991143842175,0.19869569551040178
0.5843373159529696,0.567656794675903,0.6328124800000005,0.4640639493389562,0.1200680254526846,0.45869541072776204
0.4759036152010451,0.6270627178703612,0.4765625600000003,0.6184555262894826,0.17361923912216756,0.5752170755670732
0.602409681660617,0.6303630394266357,0.6093750400000008,0.6078081519831312,0.33089080703796125,0.60999985760868
0.602409681660617,0.5940594347168576,0.5703124800000005,0.34427633888407194,0.5236756193144434,0.33869541072776216
0.5903613967310221,0.5478547977474975,0.4843750400000008,0.5900621406801765,0.4098083073462612,0.45217388827977056
0.5602409928407598,0.5346535115223994,0.6953124800000005,0.5439215813908079,0.29763277036831354,0.6082609748109754
0.5963856008825646,0.5973597562731321,0.5156249599999992,0.3877550545968533,0.49774516153091225,0.27521736034971317
0.5903613967310221,0.6006600778294066,0.3671875199999995,0.32564343384795696,0.4396842709232542,0.3782608324196558
0.4457830879372927,0.5280528684098504,0.5703124800000005,0.8136639753762032,0.24069948360617585,0.45260846658787696
0.602409681660617,0.4917491961093138,0.5,0.537711000504472,0.10202931769998333,0.4686952683364421
0.46385545364494024,0.6369637501299433,0.4531249599999992,0.7098485887579531,0.5434046251695649,0.3869563855387375
0.6325300855508793,0.5214521577065429,0.7421875199999995,0.47471132364530766,0.5202928077778819,0.27434763416822094
0.4939758575352025,0.5577558300070795,0.6015625600000003,0.7231589690180001,0.17418267182297417,0.5260869441398849
0.5783132351749172,0.6402640716862178,0.5937499200000002,0.7888193270766445,0.08060927529853444,0.48565179626649946
0.5602409928407598,0.48844887455303926,0.5703124800000005,0.39485369159345657,0.4289738805005761,0.4091301314271884
0.6506024512585268,0.567656794675903,0.5703124800000005,0.3708959370270582,0.46730576525311224,0.33260846658787674
0.5000000616867452,0.4653465560683592,0.5625,0.642413280855881,0.3094700261926052,0.4460869441398855
0.680722855148789,0.6897690302118524,0.6875,0.7630877850439263,0.18658409879197957,0.4156522234404593
0.7228915439686464,0.561056151563354,0.5468750400000008,0.5279505199312808,0.4453215517069496,0.46434777655954074
0.5542169120627073,0.5577558300070795,0.6640625599999985,0.4427680383491457,0.44814019209879774,0.3460866593572456
0.5963856008825646,0.5709571162321776,0.6093750400000008,0.780833796346881,0.2649381663994729,0.573043044895983
0.704819301634489,0.5148515145939938,0.4843750400000008,0.70097616429503,0.44814019209879774,0.4730433296786225
0.5060241424647975,0.5643564731196284,0.4140625600000003,0.3806564176002494,0.3545660571304513,0.4156522234404593
0.6445782471069842,0.580858080901001,0.4296875199999995,0.5013309217882939,0.5078921192527832,0.4330433296786231
0.6385541663289318,0.6303630394266357,0.3828124800000005,0.6388633811690259,0.3399101609143119,0.5465218072306312
0.6566265320365793,0.5775577593447265,0.5625,0.7861574835000567,0.22604284894612975,0.44521721795839325
0.2831325368094061,0.5643564731196284,0.3671875199999995,0.39929048501347203,0.17418267182297417,0.5173913910208032
0.6445782471069842,0.544554476191223,0.6484374400000015,0.417923390049587,0.42784701509896206,0.5169562431474175
0.6867469359268416,0.6336633609829102,0.6640625599999985,0.38953000444028085,0.31510730697630107,0.2865215224479915
0.46987953442299263,0.4686468776246336,0.640624960000001,0.5696542858006333,0.22378837969899534,0.49999971521736014
0.51204822324285,0.5478547977474975,0.6328124800000005,0.5927239842567644,0.34949294749146914,0.6730433296786226
0.5602409928407598,0.5478547977474975,0.3906249599999992,0.3105592661215894,0.4543401671393935,0.3391299890358683
0.602409681660617,0.561056151563354,0.625,0.5093164525180581,0.4797071922221176,0.5091304162098277
0.6265060047728269,0.5346535115223994,0.5234374399999997,0.5483583748108234,0.235625635523287,0.46782611172022925
0.6385541663289318,0.5841584700480341,0.6562500800000016,0.6956513147647465,0.3055245203991439,0.4869561007560978
0.45783137286688774,0.5313531899661249,0.6015625600000003,0.49866907821170603,0.4081172707999338,0.3799997152173606
0.5722891543968647,0.5511551193037719,0.4531249599999992,0.45164162518917716,0.3416011974606393,0.3517390251890246
0.602409681660617,0.5115511930377193,0.5312499200000002,0.816325818952791,0.34385566670777323,0.5313041620982782
0.5240963847989549,0.6039603993856811,0.5,0.8527058976689684,0.35625709367677866,0.32565179626649976
0.6746987743707367,0.5049505499251703,0.4218750400000008,0.46938763649213194,0.4351745939850786,0.40869555311908196
0.5481928312846549,0.5247524792628173,0.5937499200000002,0.45874026218578046,0.3055245203991439,0.3013040197069587
0.783132475122661,0.5379538330786738,0.4218750400000008,0.5811885538401449,0.3291997704916339,0.36478263965028696
0.5843373159529696,0.4917491961093138,0.5078124800000005,0.7861574835000567,0.22209734315266796,0.3126087513705163
0.5240963847989549,0.4983498392218627,0.5078124800000005,0.36202351256413434,0.4058628015527994,0.3356522234404591
0.6626506128146317,0.6468647147987668,0.5625,0.4871336477950873,0.37316819758395875,0.25956513690925415
0.5602409928407598,0.42244224065527347,0.703124960000001,0.6566105548490883,0.2294249220387845,0.6499998576086802
0.602409681660617,0.544554476191223,0.4921875199999995,0.6415263871227215,0.3111610627389326,0.5026083241965568
0.48795177675715,0.5511551193037719,0.671875039999999,0.41348659662957155,0.3883882649448118,0.42434777655954103
0.5301204655770073,0.6138614316452632,0.6093750400000008,0.3105592661215894,0.36640405139864923,0.40347833516068876
0.6325300855508793,0.5346535115223994,0.5156249599999992,0.6708066664651878,0.2733933491311098,0.5108692990075324
0.6686746935926842,0.5313531899661249,0.5781249599999992,0.7187221755979847,0.09301070226753985,0.623912628686155
0.6566265320365793,0.5148515145939938,0.4375,0.3558117693006907,0.3139797031307807,0.35260875137051645
0.5963856008825646,0.4752475883279412,0.6562500800000016,0.4090509655866638,0.5839909791692355,0.47782596932890964
0.6626506128146317,0.5016502283688958,0.6328124800000005,0.5758648666869692,0.34554670325410064,0.5786954107277618
