Timestamp (uS),IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ
2421515,-6.83594,0.48828,1014.64844,-150.87891,750.97656,1304.19922,78.125,-24.41406,1010.74219
2426516,0.0,3.41797,1014.64844,-128.90625,725.09766,1347.65625,68.35938,-22.46094,1031.73828
2431514,-2.44141,11.23047,1018.06641,-118.65234,654.29687,1373.53516,68.84766,-24.41406,1016.11328
2436515,-7.32422,-4.39453,1017.08984,-93.26172,574.70703,1395.99609,66.89453,-21.97266,1020.01953
2441514,-6.34766,0.97656,1032.22656,-78.125,524.90234,1403.80859,77.14844,-30.76172,1006.83594
2446515,-4.39453,6.83594,1030.27344,-15.13672,478.51562,1410.64453,70.80078,-21.48438,1021.48437
2451516,-1.46484,-3.41797,1021.97266,33.20313,429.19922,1401.85547,66.89453,-12.20703,1020.99609
2456516,-8.30078,2.44141,1022.94922,77.63672,376.95312,1354.00391,74.21875,-6.83594,1020.50781
2461515,-13.18359,5.85937,1026.36719,90.33203,381.83594,1333.49609,80.56641,-17.57813,1010.74219
2466516,-5.37109,9.27734,1031.25,108.88672,392.08984,1272.46094,75.19531,-14.16016,1009.27734
2471515,6.83594,7.8125,1026.36719,118.65234,418.94531,1210.44922,76.66016,-19.04297,1011.71875
2476516,3.90625,4.88281,1024.90234,71.28906,402.34375,1139.64844,67.87109,-12.20703,1023.92578
2481515,-0.97656,-1.95312,1016.60156,20.99609,413.57422,1074.70703,72.26563,-6.34766,1010.74219
2486515,-9.27734,2.92969,1013.18359,-9.27734,520.01953,1044.43359,67.87109,-6.34766,1020.01953
2491516,-0.97656,-13.18359,1012.69531,-61.03516,579.10156,1083.49609,69.33594,-21.48438,1018.55469
2496516,-2.44141,0.0,1028.80859,-67.87109,629.88281,1140.13672,69.33594,3.90625,1023.4375
2501513,-13.18359,16.60156,1028.80859,-95.21484,686.52344,1260.74219,60.05859,-14.16016,1019.53125
2506514,0.48828,-16.60156,1028.80859,-61.03516,673.33984,1399.90234,68.84766,-19.53125,1009.76562
2511515,-9.27734,0.48828,1018.55469,-47.85156,609.86328,1500.48828,66.89453,-14.64844,1011.23047
2516515,7.32422,4.39453,1029.29688,-8.78906,521.48437,1563.47656,76.66016,-16.11328,1020.99609
2521515,3.41797,7.8125,1012.69531,3.90625,415.03906,1596.67969,81.05469,-3.41797,1025.87891
2526516,-1.46484,-2.44141,1022.46094,22.94922,331.05469,1584.47266,75.19531,-8.78906,1022.46094
2531516,4.88281,12.69531,1029.78516,75.68359,272.46094,1529.29688,77.14844,-14.16016,1012.20703
2536516,-11.71875,6.83594,1017.08984,56.64063,236.32812,1438.47656,79.10156,-16.11328,993.16406
2541515,-15.13672,-3.90625,1017.57812,93.75,229.49219,1297.85156,89.35547,-30.76172,998.53516
2546515,6.83594,-6.34766,1023.92578,32.71484,269.04297,1161.13281,77.63672,-15.13672,1021.48437
2551516,1.46484,10.74219,1021.48437,56.64063,349.60937,1031.73828,64.45313,-6.83594,1017.57812
2556515,3.90625,11.23047,1020.99609,36.13281,387.20703,900.87891,97.65625,-43.45703,1019.04297
2561515,-8.30078,5.37109,1020.50781,70.3125,364.74609,809.08203,117.1875,-25.39063,1001.95312
2567050,-2.44141,-0.97656,1015.13672,29.78516,566.89453,852.05078,110.83984,8.78906,1037.10938
2572071,-2.44141,0.97656,1018.06641,8.78906,507.32422,872.55859,72.75391,-7.32422,1043.94531
2577079,-15.625,-8.78906,1025.87891,7.8125,346.19141,912.59766,67.38281,-27.34375,974.12109
2582087,0.97656,3.90625,1023.4375,32.71484,233.88672,1042.48047,58.10547,-36.62109,1024.41406
2587090,6.34766,-3.41797,1014.16016,22.46094,236.81641,1190.42969,74.70703,-7.32422,1015.625
2592097,-15.13672,4.39453,1020.99609,2.44141,207.03125,1316.40625,80.56641,-7.32422,1012.69531
2597104,12.69531,-3.41797,1010.74219,3.41797,156.25,1365.72266,66.89453,-14.64844,1056.15234
2602103,1.46484,-8.30078,1025.39063,-10.25391,110.83984,1362.79297,62.98828,-32.22656,1012.20703
2607103,-2.44141,-11.23047,1020.99609,-18.55469,111.32813,1334.96094,79.58984,-4.39453,1037.59766
2612103,1.95312,13.67187,1022.46094,4.88281,104.00391,1225.58594,63.96484,-12.20703,1034.66797
2617104,4.88281,2.44141,1020.50781,23.4375,112.30469,1093.75,64.45313,-15.13672,998.53516
2622102,-2.44141,2.92969,1024.90234,22.94922,147.94922,953.125,79.10156,-0.97656,1027.34375
2627112,-26.36719,6.83594,1018.06641,43.45703,195.3125,815.42969,74.70703,0.0,1017.08984
2632115,-2.92969,6.34766,1009.27734,-20.01953,182.61719,678.22266,74.21875,-17.08984,1011.71875
2637117,-1.95312,10.25391,1002.92969,-64.45313,187.98828,592.77344,67.38281,-25.39063,1018.55469
2642116,-3.90625,8.78906,1018.55469,-75.19531,221.19141,555.66406,79.10156,-19.53125,1018.06641
2647118,-5.37109,14.64844,1023.92578,-90.82031,169.43359,561.52344,62.01172,-22.94922,1021.48437
2652122,0.48828,0.48828,1017.57812,-48.82813,116.69922,574.21875,84.96094,-15.13672,1013.67187
2657125,-1.95312,8.78906,1032.71484,-45.89844,26.85547,594.72656,59.57031,-10.25391,1027.83203
2662128,3.90625,0.97656,1024.90234,-82.03125,-63.47656,574.70703,82.03125,-8.30078,1010.74219
2667129,0.48828,-0.97656,1021.48437,-103.51563,-123.04688,500.97656,53.71094,-1.46484,1013.67187
2672137,-4.88281,2.92969,1015.13672,-78.125,-166.50391,427.24609,68.35938,-9.76562,1012.20703
2677152,1.95312,-5.85937,1014.64844,-146.48437,-155.76172,323.24219,72.75391,-20.99609,1014.16016
2682174,-2.92969,0.0,1016.60156,-146.97266,-142.57812,212.89062,47.85156,-16.11328,1023.4375
2687181,1.95312,1.95312,1023.4375,-96.19141,-83.98438,113.76953,101.07422,-46.875,995.60547
2692195,-2.92969,2.44141,1015.625,-228.51562,-41.50391,10.25391,78.61328,-12.69531,1011.23047
2697211,-2.92969,1.95312,1013.18359,-156.25,-28.32031,-54.6875,74.21875,1.95312,1026.36719
2702225,-0.48828,-8.78906,1014.64844,-154.29687,-11.23047,-100.09766,63.47656,-15.13672,983.39844
2707238,7.8125,10.74219,1030.76172,-156.25,7.8125,-91.30859,68.35938,-38.08594,1032.71484
2712249,6.34766,-5.85937,1010.74219,-142.08984,50.29297,-36.13281,68.84766,-3.41797,1035.64453
2717256,-6.34766,-1.46484,1021.48437,-152.83203,-20.99609,28.80859,72.26563,-16.60156,1021.48437
2722266,-10.74219,-5.37109,1029.29688,-112.79297,-99.60938,88.86719,54.19922,-34.17969,1003.41797
2727275,-2.44141,14.16016,1015.13672,-79.10156,-138.67187,198.24219,64.45313,-7.8125,1010.25391
2732292,-11.23047,7.8125,1014.16016,-41.99219,-181.15234,298.82812,66.89453,-26.36719,1013.67187
2737308,1.46484,5.85937,1017.57812,5.85937,-264.16016,353.02734,64.45313,-17.08984,1031.73828
2742320,-21.48438,3.41797,1021.48437,23.4375,-342.28516,395.01953,71.28906,-24.41406,1022.94922
2747329,-5.37109,11.71875,1025.39063,52.24609,-377.44141,416.99219,78.125,-12.69531,1042.96875
2752343,-8.78906,-0.48828,1024.41406,46.38672,-332.51953,439.94141,85.9375,8.30078,1014.64844
2757360,0.0,-5.37109,1005.37109,-6.83594,-316.40625,413.57422,79.58984,-31.25,1009.27734
2762373,-8.78906,12.20703,1030.27344,-43.94531,-269.04297,346.67969,71.28906,-19.53125,1029.78516
2767385,-11.71875,-0.97656,1007.32422,-95.70313,-166.99219,279.78516,79.58984,-19.04297,1034.66797
2772398,-0.48828,8.30078,1013.18359,-113.76953,-85.44922,205.07812,76.17188,-15.13672,996.09375
2777407,-13.18359,2.92969,1013.67187,-157.22656,-32.22656,116.69922,75.68359,-13.67187,1016.11328
2782416,-4.39453,6.34766,1027.83203,-144.53125,13.67187,62.5,79.10156,-9.27734,1030.76172
2787431,10.25391,5.37109,1028.32031,-168.94531,42.48047,35.64453,73.73047,-9.76562,1004.88281
2792441,-0.97656,-1.46484,1016.11328,-214.84375,101.07422,32.22656,78.125,-9.27734,1009.27734
2797455,-3.90625,4.39453,1026.85547,-236.32812,128.41797,62.5,84.47266,-20.99609,1020.99609
2802466,13.18359,-11.23047,1027.83203,-226.5625,166.01562,120.11719,75.19531,2.44141,1019.04297
2807476,-10.25391,-14.64844,1008.78906,-187.98828,168.94531,219.23828,98.14453,-5.85937,1011.23047
2812486,-11.71875,0.97656,1030.76172,-144.53125,156.25,338.37891,80.07813,7.8125,1022.94922
2817493,8.30078,-80.07813,1024.41406,-114.74609,101.07422,452.63672,108.39844,8.30078,1009.27734
2822493,-6.34766,-12.20703,1000.97656,-57.61719,34.66797,574.70703,120.60547,5.85937,1045.41016
2827496,-19.04297,-7.32422,1005.37109,-4.88281,-44.92188,692.87109,29.78516,-20.99609,1045.89844
2832497,5.37109,43.45703,1046.875,1.95312,-56.15234,810.54687,13.18359,-44.92188,984.375
2837497,30.76172,58.59375,1021.48437,6.34766,-78.125,904.78516,5.85937,-25.39063,1029.29688
2842497,27.83203,56.15234,1030.27344,-6.34766,-21.97266,976.07422,73.24219,-27.34375,1032.71484
2847499,-9.27734,20.50781,1004.88281,28.80859,7.8125,1046.38672,69.33594,-48.33984,996.58203
2852504,-36.62109,-20.99609,1036.13281,81.54297,33.20313,1099.12109,60.05859,-9.27734,1011.23047
2857510,-20.01953,-12.20703,1024.90234,88.37891,20.99609,1122.07031,80.56641,-7.32422,1000.97656
2862510,-16.60156,11.71875,1019.04297,126.46484,31.73828,1139.16016,64.45313,-33.69141,1003.41797
2867510,12.20703,38.08594,1012.20703,169.43359,-5.37109,1114.74609,57.61719,-32.71484,1036.13281
2872510,14.16016,18.06641,1020.99609,191.40625,-43.94531,1102.05078,112.79297,-20.99609,1013.18359
2877510,-2.44141,-17.57813,1012.69531,226.5625,-44.43359,1101.5625,114.25781,-2.44141,1021.97266
2882510,-26.36719,-39.55078,1021.97266,236.81641,-35.64453,1100.09766,100.09766,-20.01953,1029.29688
2887510,-20.99609,-32.71484,1028.32031,271.97266,-39.55078,1134.27734,79.58984,-21.97266,1000.97656
2892511,-2.44141,-4.39453,1013.18359,305.66406,-38.57422,1161.13281,98.14453,-10.74219,1017.57812
2897510,5.37109,18.55469,1024.41406,291.50391,-42.96875,1196.77734,84.96094,-4.88281,1031.73828
2902509,-0.97656,-2.92969,1011.71875,305.66406,-54.19922,1229.98047,87.89063,-14.64844,1029.78516
2907510,10.74219,-25.39063,1022.94922,286.62109,-49.80469,1268.06641,58.59375,-21.48438,1022.94922
2912510,-8.30078,-15.625,1016.60156,296.875,-45.41016,1284.17969,78.125,-5.85937,1013.18359
2917511,-10.25391,-22.94922,1025.87891,262.20703,-28.32031,1300.78125,66.40625,-2.92969,1011.23047
2922510,3.90625,7.8125,1020.01953,208.98437,20.01953,1333.49609,62.01172,-10.74219,1010.25391
2927510,4.39453,26.85547,1009.76562,176.26953,100.58594,1375.0,69.82422,-20.50781,1018.55469
2932510,0.0,17.57813,1003.41797,163.57422,167.96875,1400.39063,66.40625,-20.99609,1027.83203
2937515,7.8125,21.48438,1017.57812,137.20703,188.47656,1426.26953,63.96484,-5.37109,1020.50781
2942515,-10.74219,4.39453,1026.36719,113.28125,207.03125,1426.75781,68.35938,-21.97266,1010.74219
2947516,-16.11328,10.25391,1022.94922,107.42188,245.11719,1420.89844,67.38281,-36.62109,1000.97656
2952516,-1.95312,26.36719,1021.48437,91.79688,256.34766,1433.59375,74.21875,-16.60156,1009.76562
2957516,10.25391,-62.98828,1035.64453,169.43359,246.09375,1445.3125,177.24609,-0.97656,1014.64844
2962515,-19.53125,9.76562,987.30469,248.04687,150.39062,1474.12109,110.35156,-14.16016,1029.78516
2967516,-26.36719,-52.24609,1041.50391,314.45312,13.67187,1449.70703,110.35156,-48.82813,993.16406
2972516,-24.41406,-49.31641,1044.92188,334.96094,-116.21094,1439.45313,21.48438,8.78906,1024.41406
2977516,-0.97656,-22.46094,1017.57812,325.68359,-141.60156,1422.85156,110.35156,-20.01953,1031.73828
2982515,-6.83594,46.38672,1016.60156,292.48047,-93.75,1387.20703,62.01172,-20.99609,1028.80859
2987515,20.01953,41.99219,1020.50781,273.92578,-46.875,1349.60938,4.39453,-29.78516,1020.99609
2992516,4.88281,67.87109,1026.85547,242.1875,21.48438,1292.48047,30.76172,-49.31641,1027.34375
2997516,-5.37109,5.37109,1018.55469,229.49219,132.32422,1246.58203,32.22656,-17.08984,1001.95312
3002515,-14.16016,8.78906,1025.87891,146.97266,155.27344,1165.03906,72.26563,-4.39453,1000.97656
3007515,-11.23047,2.92969,1028.32031,132.32422,194.82422,1123.04688,67.87109,-23.4375,1037.10938
3012516,-20.50781,-19.53125,1032.71484,122.55859,251.46484,1133.78906,53.22266,-1.46484,1000.0
3017515,11.71875,11.71875,984.375,120.60547,293.45703,1197.75391,69.82422,-17.57813,1040.52734
3022515,-5.37109,32.71484,1020.99609,145.99609,208.98437,1223.14453,61.52344,-2.92969,1038.57422
3027516,-6.34766,1.46484,1026.36719,183.59375,127.92969,1305.66406,63.47656,-17.08984,1012.69531
3032515,15.13672,6.34766,1025.87891,214.84375,91.79688,1367.67578,66.40625,-31.73828,1004.88281
3037516,6.34766,-20.01953,1026.85547,253.41797,62.98828,1410.15625,94.72656,-5.85937,1005.37109
3042515,-3.90625,-6.83594,1010.74219,270.50781,68.35938,1449.21875,87.89063,-14.16016,999.02344
3047515,-20.01953,10.25391,1011.71875,284.17969,109.86328,1500.97656,71.28906,-37.10938,1015.625
3052516,1.46484,-0.48828,1028.32031,319.33594,145.50781,1572.75391,95.70313,-7.32422,1015.625
3057516,6.83594,-15.625,1030.76172,336.42578,162.59766,1624.02344,79.10156,-5.37109,1036.13281
3062515,-11.71875,-14.16016,1020.01953,354.98047,171.38672,1681.15234,99.60938,0.48828,1023.4375
3067515,-9.27734,-40.52734,1025.87891,366.21094,184.08203,1762.69531,99.12109,-6.34766,993.16406
3072515,-21.48438,-12.69531,1022.94922,395.01953,138.67187,1802.24609,75.19531,-15.625,1006.83594
3077516,-13.67187,-20.01953,1007.32422,413.08594,93.75,1839.35547,72.75391,-19.04297,1008.30078
3082515,-1.46484,6.34766,1027.34375,427.73437,82.03125,1866.69922,82.03125,-18.06641,1007.8125
3087515,14.16016,9.27734,1024.41406,408.69141,125.48828,1889.16016,63.96484,-11.23047,1033.20313
3092516,7.32422,19.53125,1019.04297,411.13281,143.55469,1885.74219,76.17188,-35.15625,1025.39063
3097515,-8.78906,8.78906,1023.92578,414.0625,151.36719,1848.14453,66.89453,-39.0625,1018.55469
3102515,-8.30078,-0.48828,1022.46094,447.75391,156.73828,1810.54688,83.98438,-12.20703,1011.23047
3107516,-7.8125,-6.83594,1033.69141,483.39844,140.13672,1784.66797,83.49609,-4.88281,1019.53125
3112516,-2.44141,-1.46484,1011.71875,498.53516,90.82031,1742.67578,70.3125,-10.74219,1017.57812
3117516,4.39453,23.4375,1012.20703,501.46484,61.03516,1743.65234,44.43359,-18.55469,1017.08984
3122515,9.27734,13.18359,1020.01953,525.39062,45.89844,1745.60547,73.73047,-24.90234,1032.71484
3127516,0.48828,-3.41797,1020.50781,531.73828,-13.67187,1739.25781,77.63672,-23.4375,1023.4375
3132516,-2.44141,14.64844,1018.55469,516.60156,-23.92578,1730.46875,72.26563,-19.04297,1008.30078
3137515,-7.8125,1.46484,1022.46094,550.29297,-31.25,1714.35547,62.01172,-32.71484,1014.64844
3142515,-5.37109,12.69531,1032.71484,517.08984,-9.27734,1675.78125,72.75391,-14.16016,1008.78906
3147516,-2.44141,17.08984,1017.57812,463.37891,8.78906,1642.57813,71.28906,-23.92578,1017.57812
3152516,4.88281,11.71875,1016.11328,427.73437,53.22266,1589.35547,68.35938,-20.50781,1004.88281
3157516,-19.04297,2.92969,1023.92578,406.73828,102.53906,1550.29297,64.45313,-20.01953,1031.25
3162515,-8.78906,-14.64844,1018.55469,408.69141,61.52344,1487.30469,71.28906,-19.53125,1009.76562
3167515,-15.625,-15.625,1016.11328,377.92969,20.01953,1427.24609,70.80078,-21.97266,1021.48437
3172516,0.0,3.90625,1024.90234,356.44531,14.64844,1360.35156,67.87109,-19.04297,1012.69531
3177514,0.0,-9.76562,1016.11328,357.42187,-5.37109,1282.71484,95.70313,-8.78906,1015.625
3182510,-2.92969,-7.8125,1021.97266,322.26562,-38.08594,1179.19922,83.98438,-17.08984,1012.20703
3187510,0.48828,-8.30078,1026.85547,322.75391,-22.94922,1101.5625,81.05469,-12.69531,1008.30078
3192510,1.46484,-5.85937,1012.69531,310.05859,-25.39063,1038.57422,91.79688,-22.94922,1013.18359
3197510,0.0,-8.78906,1025.39063,270.99609,-20.01953,975.09766,70.80078,-19.04297,1013.18359
3202514,-1.46484,-6.34766,1025.39063,244.62891,-30.27344,948.24219,74.70703,-13.67187,1020.01953
3207515,-5.85937,8.30078,1020.01953,212.89062,-36.13281,914.0625,73.24219,-17.08984,1011.71875
3212515,-6.83594,4.88281,1020.01953,177.73437,5.37109,892.57812,76.17188,-8.78906,1016.60156
3217516,-17.57813,2.92969,1020.01953,147.94922,33.20313,873.53516,62.5,-16.11328,1022.46094
3222515,-2.44141,0.97656,1010.74219,119.62891,44.92188,841.30859,66.89453,-13.18359,1018.06641
3227516,5.37109,1.95312,1012.20703,113.76953,10.74219,851.5625,46.38672,-14.64844,1014.16016
3232516,-4.88281,10.74219,1014.16016,74.70703,9.27734,843.26172,64.94141,-17.08984,1029.29688
3237516,5.85937,2.92969,1022.94922,52.73438,32.71484,840.82031,79.58984,-22.46094,1008.78906
3242515,7.32422,-10.25391,1025.39063,18.06641,44.43359,854.00391,58.10547,-24.90234,1023.92578
3247515,-4.88281,-3.41797,1016.11328,14.16016,32.22656,833.98437,77.63672,-19.53125,1039.0625
3252516,-2.44141,1.95312,1005.85937,19.04297,-5.85937,782.22656,71.77734,-17.57813,1001.95312
3257516,-3.41797,11.71875,1017.57812,-22.46094,-29.29688,719.23828,48.33984,-17.57813,1015.625
3262515,7.32422,19.04297,1026.85547,-43.94531,-49.80469,630.37109,73.24219,-23.4375,1020.99609
3267516,1.46484,8.30078,1013.67187,-62.01172,-29.78516,546.38672,75.19531,-0.97656,1023.92578
3272516,-10.74219,-5.85937,1017.57812,-84.47266,21.48438,466.30859,70.80078,-20.01953,1021.48437
3277516,7.8125,-7.8125,1018.55469,-91.79688,13.18359,376.95312,75.68359,-14.64844,1010.25391
3282518,-3.41797,-12.69531,1026.85547,-99.12109,26.85547,328.61328,82.51953,-23.92578,1012.20703
3287518,-4.88281,-12.69531,1022.46094,-59.57031,-50.78125,261.23047,76.66016,-22.94922,1026.36719
3292518,-2.44141,12.20703,1026.85547,-43.45703,-123.04688,188.47656,72.26563,-10.74219,1025.87891
3297519,-10.74219,-8.30078,1025.87891,-70.3125,-122.55859,173.33984,72.75391,-1.95312,1011.23047
3302517,5.85937,-10.25391,1014.16016,-110.35156,-67.38281,159.17969,81.05469,-22.46094,1005.37109
3307518,-12.69531,-8.30078,1018.06641,-122.07031,-12.20703,190.91797,75.68359,-9.27734,1018.55469
3312519,-8.30078,-6.83594,1022.94922,-123.53516,-6.83594,201.66016,92.77344,-11.71875,1011.23047
3317518,-0.48828,-10.25391,1027.34375,-107.42188,-20.01953,224.60937,67.87109,-28.32031,1014.64844
3322518,-0.97656,-7.32422,1015.625,-102.05078,-46.38672,214.35547,73.73047,-13.18359,1022.46094
3327519,11.23047,5.37109,1007.32422,-119.14063,-93.26172,232.42187,70.80078,-12.69531,1012.20703
3332518,3.41797,7.32422,1025.39063,-140.13672,-82.51953,229.00391,66.40625,-10.25391,1023.92578
3337518,-2.44141,3.41797,1019.04297,-185.54687,-21.97266,235.83984,69.82422,-13.67187,1017.57812
3342518,8.78906,-1.46484,1026.36719,-201.66016,50.29297,223.63281,58.59375,-25.39063,1016.60156
3347518,-3.41797,20.01953,1022.46094,-206.54297,26.36719,189.94141,62.98828,-16.60156,1018.55469
3352520,-14.16016,11.71875,1025.87891,-225.58594,-27.34375,135.25391,64.94141,-13.18359,1008.78906
3357523,-1.46484,2.44141,1030.76172,-218.75,-84.96094,72.26563,63.96484,-22.46094,1013.18359
3362527,-5.85937,7.32422,1019.53125,-235.35156,-143.55469,-10.74219,63.47656,-19.04297,1015.625
3367531,0.97656,-2.92969,1018.55469,-261.71875,-139.16016,-85.9375,72.75391,-20.50781,1012.69531
3372533,3.41797,-4.88281,1021.48437,-273.92578,-166.99219,-209.47266,79.58984,-5.37109,1010.25391
3377534,-9.76562,11.23047,1023.92578,-310.54687,-170.41016,-349.60937,81.54297,-22.94922,1015.13672
3382534,-4.88281,10.25391,1018.06641,-361.32812,-97.16797,-491.69922,87.89063,-19.53125,1019.04297
3387535,-6.34766,1.95312,1035.15625,-407.22656,49.80469,-598.63281,70.3125,-32.71484,1023.4375
3392536,2.92969,-1.46484,1012.20703,-410.15625,199.70703,-677.24609,89.35547,-21.48438,1020.01953
3397543,-15.13672,10.74219,1010.25391,-378.41797,272.46094,-720.21484,74.21875,-13.67187,1022.94922
3402564,-16.11328,1.46484,1025.39063,-364.25781,350.09766,-690.91797,78.125,-21.48438,1020.50781
3407584,-5.37109,-6.83594,1016.11328,-361.32812,411.13281,-573.24219,71.28906,-20.50781,1013.18359
3412603,4.39453,0.0,1033.20313,-318.84766,391.60156,-351.5625,89.35547,-12.69531,1018.55469
3417615,-7.8125,-8.30078,1025.39063,-256.83594,334.47266,-62.5,78.125,-15.625,1017.08984
3422620,-0.97656,6.83594,1017.08984,-226.07422,215.82031,262.20703,60.05859,-24.90234,985.83984
3427633,-1.95312,-11.23047,1021.48437,-196.77734,150.87891,548.82812,71.77734,-20.50781,1046.38672
3432641,-20.99609,2.44141,1016.60156,-158.69141,104.00391,795.89844,64.45313,-11.71875,1023.92578
3437645,0.97656,14.16016,1026.36719,-132.32422,45.89844,957.51953,70.3125,-30.76172,1010.74219
3442646,8.78906,7.32422,1024.41406,-59.08203,-5.37109,1035.15625,68.84766,-10.25391,1002.44141
3447648,4.88281,3.90625,1012.69531,-27.34375,-48.82813,1053.22266,75.68359,-9.76562,1008.30078
3452654,1.46484,11.71875,1024.41406,-6.34766,-39.55078,1011.23047,71.28906,-22.94922,1018.55469
3457666,3.41797,4.39453,1021.97266,62.98828,43.94531,952.63672,74.21875,-7.8125,1027.34375
3462670,-4.39453,0.97656,1015.13672,106.93359,76.66016,875.97656,63.96484,-4.39453,1024.90234
3467664,-12.69531,2.44141,1018.55469,140.625,88.86719,824.21875,80.56641,-9.76562,1022.46094
3472665,9.27734,9.27734,1009.27734,184.08203,135.74219,870.11719,66.40625,-15.13672,1007.8125
3477668,6.83594,-3.41797,1014.16016,208.00781,168.45703,1000.97656,80.56641,-6.34766,1020.50781
3482670,2.92969,0.48828,1021.48437,230.95703,170.41016,1182.61719,66.89453,-9.76562,1022.46094
3487664,9.76562,-2.92969,1000.48828,234.86328,181.15234,1417.96875,65.42969,-23.4375,995.60547
3492666,4.39453,-13.18359,1019.53125,271.97266,213.86719,1616.69922,77.63672,-12.69531,1020.99609
3497667,-2.44141,3.90625,1027.83203,326.66016,144.04297,1804.6875,73.24219,-22.46094,1019.53125
3502667,-8.30078,-4.39453,1021.48437,383.78906,129.88281,1986.81641,79.10156,-18.55469,989.25781
3507671,0.97656,2.44141,1015.13672,430.17578,48.33984,1999.93896,75.19531,-28.32031,1028.80859
3512675,-16.60156,2.44141,1022.46094,418.94531,-73.24219,1999.93896,69.33594,-6.34766,1018.06641
3517677,-14.64844,-4.39453,1023.92578,416.99219,-65.91797,1999.93896,83.98438,-9.76562,983.88672
3522680,-14.64844,2.44141,1015.13672,394.04297,9.27734,1999.93896,62.98828,-20.99609,1030.76172
3527681,-0.48828,9.76562,1021.48437,321.28906,-2.92969,1999.93896,79.10156,-15.13672,995.60547
3532682,4.88281,-0.97656,1021.97266,334.96094,80.56641,1983.39844,74.70703,-10.25391,1006.34766
3537683,-12.20703,4.39453,1018.06641,319.82422,135.25391,1845.70313,84.47266,-21.48438,1032.22656
3542684,-5.37109,-1.95312,1015.13672,273.4375,134.27734,1690.42969,71.28906,-10.25391,1004.88281
3547684,-4.39453,5.85937,1020.01953,220.70312,254.88281,1623.04688,57.12891,-21.97266,1012.20703
3552684,3.90625,2.92969,1025.39063,209.47266,348.14453,1604.98047,63.47656,-22.94922,1028.80859
3557684,-8.30078,2.44141,1018.55469,253.90625,333.49609,1665.03906,62.98828,-24.90234,1010.25391
3562688,-3.90625,0.97656,1024.90234,329.10156,225.09766,1772.94922,60.54688,-20.50781,1016.11328
3567695,-5.37109,7.32422,1035.15625,335.44922,285.15625,1952.14844,62.98828,-24.41406,1017.08984
3572704,-3.90625,0.48828,1015.625,371.09375,121.09375,1999.93896,62.98828,-6.83594,1011.23047
3577714,-11.71875,-2.92969,1019.04297,386.23047,107.91016,1999.93896,58.10547,-20.99609,1033.69141
3582726,-9.76562,-1.95312,1016.60156,399.90234,118.16406,1999.93896,69.33594,-9.76562,1013.67187
3587738,0.0,-4.39453,1014.16016,384.27734,118.65234,1999.93896,74.21875,-7.8125,1004.88281
3592743,3.41797,7.32422,1021.48437,402.34375,145.01953,1999.93896,78.61328,-16.11328,1021.48437
3597753,-2.92969,-11.23047,1031.73828,411.13281,138.67187,1999.93896,76.17188,-17.57813,1027.34375
3602766,-9.27734,5.37109,1024.41406,424.80469,150.39062,1985.35156,76.66016,-16.11328,999.02344
3607776,-9.27734,-5.85937,1031.25,463.37891,186.03516,1869.62891,78.125,-9.27734,1017.08984
3612786,12.69531,-6.34766,1025.39063,479.98047,163.08594,1774.41406,72.75391,-10.25391,1005.85937
3617794,0.48828,-1.95312,1012.20703,506.83594,114.25781,1722.16797,74.70703,-17.57813,1018.55469
3622805,-2.92969,0.97656,1022.94922,520.99609,142.57812,1747.55859,81.54297,-31.73828,1026.85547
3627813,0.0,1.46484,1023.92578,507.8125,150.87891,1813.47656,87.89063,-16.11328,1005.85937
3632819,-12.20703,-2.44141,1016.60156,492.1875,142.08984,1898.92578,77.14844,-14.16016,1008.78906
3637826,-7.8125,-9.27734,1007.32422,469.72656,196.28906,1985.35156,59.08203,-25.39063,1013.67187
3642832,-0.97656,10.25391,1018.06641,450.19531,139.64844,1999.93896,56.15234,-29.78516,1007.32422
3647842,-8.30078,-6.83594,1017.57812,434.57031,105.46875,1980.95703,64.45313,-14.16016,1022.94922
3652850,-5.85937,19.53125,1024.90234,442.87109,62.5,1896.48438,73.73047,-31.25,999.02344
3657859,0.48828,1.95312,1022.94922,423.82812,53.71094,1760.74219,52.24609,-20.99609,1028.80859
3662869,1.46484,-5.85937,1019.04297,374.02344,88.86719,1595.70313,70.3125,-14.16016,1025.87891
3667889,-6.83594,-0.48828,1013.18359,340.33203,139.16016,1452.63672,77.63672,-9.76562,1031.73828
3672902,-4.39453,-22.94922,1022.46094,336.42578,220.21484,1362.30469,67.87109,-18.55469,1020.50781
3677909,-2.92969,1.46484,1025.87891,320.3125,249.02344,1297.36328,67.87109,-26.36719,1012.69531
3682910,-10.25391,13.18359,1016.11328,331.54297,163.57422,1243.65234,77.14844,-10.74219,1027.83203
3687911,2.44141,9.76562,1029.78516,332.03125,84.47266,1230.46875,71.28906,-17.08984,1015.13672
3692913,-4.88281,-7.32422,1010.74219,316.89453,24.41406,1228.02734,70.80078,-20.50781,1028.80859
3697919,-5.37109,5.85937,1014.16016,293.45703,18.55469,1219.23828,76.66016,-17.57813,1018.06641
3702926,-9.27734,-14.64844,1022.94922,293.45703,15.625,1189.45313,77.14844,-6.83594,1012.69531
