CH1,CH2,CH3
106.0,90.0,81.0
106.0,89.0,81.0
106.0,89.0,82.0
117.0,91.0,83.0
108.0,92.0,85.0
107.0,88.0,77.0
107.0,88.0,79.0
109.0,88.0,84.0
107.0,93.0,84.0
109.0,88.0,85.0
106.0,93.0,78.0
105.0,91.0,78.0
116.0,89.0,83.0
108.0,98.0,84.0
107.0,89.0,79.0
109.0,89.0,78.0
114.0,88.0,79.0
109.0,89.0,83.0
105.0,88.0,84.0
109.0,89.0,77.0
111.0,94.0,83.0
109.0,90.0,76.0
107.0,88.0,85.0
110.0,90.0,79.0
107.0,89.0,80.0
114.0,89.0,77.0
109.0,86.0,78.0
105.0,87.0,79.0
107.0,89.0,78.0
108.0,90.0,76.0
105.0,87.0,85.0
115.0,90.0,77.0
115.0,92.0,79.0
105.0,86.0,79.0
110.0,89.0,77.0
105.0,89.0,82.0
111.0,91.0,80.0
109.0,90.0,77.0
108.0,87.0,83.0
111.0,89.0,79.0
105.0,86.0,83.0
100.0,92.0,77.0
106.0,87.0,83.0
109.0,89.0,83.0
115.0,87.0,79.0
106.0,87.0,82.0
