CH1,CH2,CH3
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
107.0,73.0,83.0
108.0,89.0,78.0
106.0,86.0,79.0
109.0,91.0,77.0
115.0,89.0,77.0
106.0,93.0,83.0
110.0,92.0,82.0
117.0,87.0,84.0
109.0,88.0,83.0
111.0,88.0,79.0
107.0,89.0,84.0
110.0,87.0,78.0
107.0,91.0,79.0
110.0,88.0,85.0
111.0,94.0,77.0
107.0,90.0,82.0
108.0,89.0,87.0
110.0,87.0,83.0
107.0,88.0,79.0
116.0,87.0,85.0
105.0,95.0,84.0
107.0,91.0,83.0
111.0,91.0,86.0
108.0,91.0,76.0
106.0,89.0,85.0
107.0,91.0,78.0
108.0,88.0,76.0
105.0,89.0,83.0
104.0,91.0,87.0
105.0,87.0,78.0
106.0,89.0,83.0
101.0,87.0,78.0
109.0,86.0,76.0
108.0,90.0,78.0
106.0,87.0,83.0
107.0,88.0,77.0
109.0,89.0,77.0
107.0,88.0,83.0
107.0,88.0,79.0
105.0,91.0,77.0
114.0,89.0,79.0
107.0,93.0,75.0
108.0,89.0,76.0
112.0,89.0,78.0
108.0,88.0,76.0
107.0,89.0,75.0
106.0,87.0,79.0
106.0,93.0,83.0
111.0,88.0,79.0
107.0,87.0,83.0
108.0,87.0,77.0
110.0,86.0,83.0
107.0,91.0,83.0
